step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,98.00,66.00,0.3878,47,17,32.00,0.1432,0.1453,0.1414,0.0000,0,0,false
1,98.00,66.00,0.3878,46,16,31.00,0.1375,0.1438,0.1414,0.0000,36,0,false
2,98.00,72.00,0.3878,45,15,30.00,0.1269,0.1455,0.1414,0.0000,31,0,false
3,98.00,70.00,0.3878,44,14,29.00,0.1252,0.1468,0.1414,0.0000,27,0,false
4,98.00,72.00,0.3878,43,13,28.00,0.1199,0.1434,0.1414,0.0000,26,0,false
5,98.00,72.00,0.3878,42,12,27.00,0.1130,0.1353,0.1414,0.0000,26,0,false
6,98.00,70.00,0.3878,41,11,26.00,0.1077,0.1306,0.1414,0.0000,25,0,false
7,98.00,68.00,0.3878,40,10,25.00,0.1023,0.1225,0.1414,0.0000,24,0,false
8,98.00,72.00,0.3878,39,9,24.00,0.0910,0.1113,0.1414,0.4690,24,0,false
9,98.00,74.00,0.3878,38,8,23.00,0.0856,0.1064,0.1414,0.4690,22,0,false
10,98.00,78.00,0.3878,37,7,22.00,0.0801,0.1029,0.1414,0.4690,21,0,false
11,98.00,72.00,0.3878,36,6,21.00,0.0801,0.0984,0.1414,0.4690,21,0,false
12,98.00,78.00,0.3878,35,5,20.00,0.0677,0.0907,0.1414,0.4690,21,0,false
13,98.00,80.00,0.3878,34,4,19.00,0.0608,0.0777,0.1414,0.4690,21,0,false
14,98.00,78.00,0.3878,33,3,18.00,0.0608,0.0715,0.1414,0.4690,20,0,false
15,98.00,78.00,0.3878,32,2,17.00,0.0585,0.0723,0.1414,0.4690,20,0,false
16,96.00,80.00,0.3878,31,1,16.00,0.0525,0.0709,0.1414,0.4690,15,0,false
17,98.00,84.00,0.3878,30,0,15.00,0.0431,0.0662,0.1414,0.4690,14,0,false
18,98.00,94.00,0.4082,29,0,14.50,0.0326,0.0531,0.1414,0.4690,13,0,false
19,98.00,94.00,0.4286,28,0,14.00,0.0309,0.0514,0.1414,0.4690,10,0,false
20,98.00,94.00,0.4490,27,0,13.50,0.0303,0.0515,0.1414,0.4690,10,0,false
21,98.00,94.00,0.4694,26,0,13.00,0.0303,0.0515,0.1414,0.4690,8,0,false
22,98.00,94.00,0.4898,25,0,12.50,0.0303,0.0515,0.1414,0.4690,8,0,false
23,98.00,92.00,0.5102,24,0,12.00,0.0303,0.0515,0.1414,0.4690,8,0,false
24,98.00,96.00,0.5306,23,0,11.50,0.0258,0.0490,0.1414,0.4690,8,0,false
25,98.00,96.00,0.5510,22,0,11.00,0.0235,0.0487,0.1414,0.4690,7,0,false
26,98.00,96.00,0.5714,21,0,10.50,0.0235,0.0458,0.1414,0.4690,6,0,false
