step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,4.00,54.00,0.5510,42,20,31.00,0.1790,0.1197,1.5809,1.5710,0,0,false
1,20.00,54.00,0.5510,41,19,30.00,0.1797,0.1197,1.5809,1.5219,44,0,false
2,20.00,58.00,0.5510,40,18,29.00,0.1714,0.1230,1.5809,1.5710,42,0,false
3,24.00,58.00,0.5510,39,17,28.00,0.1639,0.1214,1.5809,1.5710,37,0,false
4,24.00,58.00,0.5510,38,16,27.00,0.1571,0.1204,1.5809,1.5710,34,0,false
5,32.00,58.00,0.5510,37,15,26.00,0.1503,0.1183,1.5809,1.5710,33,0,false
6,28.00,64.00,0.5510,36,14,25.00,0.1413,0.1146,1.5809,1.5710,29,0,false
7,32.00,70.00,0.5510,35,13,24.00,0.1306,0.1136,1.5809,1.5219,29,0,false
8,36.00,72.00,0.5510,34,12,23.00,0.1199,0.1145,1.5809,1.5219,28,0,false
9,38.00,72.00,0.5510,33,11,22.00,0.1126,0.1109,1.5809,1.5219,23,0,false
10,46.00,72.00,0.5510,32,10,21.00,0.1109,0.1088,1.5809,1.3610,22,0,false
11,38.00,72.00,0.5510,31,9,20.00,0.1014,0.1066,1.5809,1.5219,21,0,false
12,38.00,76.00,0.5510,30,8,19.00,0.0936,0.1042,1.5809,1.5219,20,0,false
13,30.00,82.00,0.5510,29,7,18.00,0.0846,0.1050,1.5809,1.5219,18,0,false
14,36.00,82.00,0.5510,28,6,17.00,0.0832,0.1005,1.5809,1.5219,16,0,false
15,44.00,82.00,0.5510,27,5,16.00,0.0781,0.0988,1.5809,1.5219,16,0,false
16,30.00,82.00,0.5510,26,4,15.00,0.0740,0.0945,1.5809,1.4855,14,0,false
17,38.00,82.00,0.5510,25,3,14.00,0.0706,0.0897,1.5809,1.4855,14,0,false
18,40.00,80.00,0.5510,24,2,13.00,0.0646,0.0852,1.5809,1.5710,14,0,false
19,36.00,86.00,0.5510,23,1,12.00,0.0557,0.0821,1.5809,1.5710,12,0,false
20,48.00,86.00,0.5714,22,1,11.50,0.0512,0.0764,1.5809,1.5710,10,0,false
21,40.00,86.00,0.5918,21,1,11.00,0.0499,0.0738,1.5809,1.5710,9,0,false
22,44.00,84.00,0.6122,20,1,10.50,0.0493,0.0725,1.5809,1.5710,9,0,false
23,46.00,90.00,0.6327,19,1,10.00,0.0422,0.0707,1.5809,1.5710,9,0,false
24,38.00,94.00,0.6531,18,1,9.50,0.0376,0.0680,1.5809,1.5710,8,0,false
25,32.00,94.00,0.6735,17,1,9.00,0.0363,0.0653,1.5809,1.5710,7,0,false
26,46.00,94.00,0.6939,16,1,8.50,0.0349,0.0638,1.5809,1.5710,6,0,false
27,46.00,94.00,0.7143,15,1,8.00,0.0281,0.0596,1.5809,1.5710,5,0,false
28,52.00,94.00,0.7347,14,1,7.50,0.0281,0.0574,1.5809,1.5710,3,0,false
29,46.00,94.00,0.7551,13,1,7.00,0.0261,0.0550,1.5809,1.5710,3,0,false
30,50.00,94.00,0.7755,12,1,6.50,0.0261,0.0523,1.5809,1.5710,3,0,false
31,46.00,94.00,0.7959,11,1,6.00,0.0227,0.0453,1.5809,1.5710,3,0,false
32,50.00,96.00,0.8163,10,1,5.50,0.0227,0.0437,1.5809,1.5710,3,0,false
33,52.00,98.00,0.8367,9,1,5.00,0.0193,0.0398,1.5809,1.5710,3,0,false
34,50.00,98.00,0.8571,8,1,4.50,0.0176,0.0343,1.5809,1.5219,3,0,false
35,54.00,98.00,0.8776,7,1,4.00,0.0176,0.0343,1.5809,1.5219,2,0,false
36,50.00,98.00,0.8980,6,1,3.50,0.0159,0.0337,1.5809,1.5219,2,0,false
37,54.00,96.00,0.9184,5,1,3.00,0.0153,0.0325,1.5809,1.5219,2,0,false
38,58.00,100.00,0.9388,4,1,2.50,0.0108,0.0247,1.5809,1.5219,2,0,false
