step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,62.00,0.7143,44,30,37.00,0.1908,0.1450,1.5844,1.5710,0,0,false
1,8.00,62.00,0.7143,43,29,36.00,0.1915,0.1450,1.5844,1.5710,46,0,false
2,20.00,66.00,0.7143,42,28,35.00,0.1874,0.1414,1.5844,1.5219,39,0,false
3,16.00,66.00,0.7143,41,27,34.00,0.1806,0.1359,1.5844,1.5710,38,0,false
4,28.00,64.00,0.7143,40,26,33.00,0.1721,0.1316,1.5844,1.5710,36,0,false
5,32.00,66.00,0.7143,39,25,32.00,0.1657,0.1285,1.5844,1.4855,33,0,false
6,24.00,64.00,0.7143,38,24,31.00,0.1584,0.1283,1.5844,1.4855,31,0,false
7,36.00,74.00,0.7143,37,23,30.00,0.1472,0.1316,1.5844,1.5219,29,0,false
8,28.00,76.00,0.7143,36,22,29.00,0.1378,0.1318,1.5844,1.5219,26,0,false
9,28.00,76.00,0.7143,35,21,28.00,0.1306,0.1249,1.5844,1.5219,25,0,false
10,48.00,76.00,0.7143,34,20,27.00,0.1248,0.1176,1.5844,1.3610,25,0,false
11,42.00,74.00,0.7143,33,19,26.00,0.1200,0.1180,1.5844,1.3610,22,0,false
12,46.00,78.00,0.7143,32,18,25.00,0.1100,0.1191,1.5844,1.3610,22,0,false
13,48.00,78.00,0.7143,31,17,24.00,0.1049,0.1190,1.5844,1.3610,21,0,false
14,52.00,78.00,0.7143,30,16,23.00,0.0974,0.1188,1.5844,1.3610,19,0,false
15,44.00,80.00,0.7143,29,15,22.00,0.0896,0.1116,1.5844,1.3610,18,0,false
16,44.00,82.00,0.7143,28,14,21.00,0.0841,0.1087,1.5844,1.3610,17,0,false
17,40.00,82.00,0.7143,27,13,20.00,0.0773,0.1024,1.5844,1.3610,16,0,false
18,48.00,82.00,0.7143,26,12,19.00,0.0734,0.0953,1.5844,1.5219,15,0,false
19,44.00,82.00,0.7143,25,11,18.00,0.0683,0.0911,1.5844,1.5219,13,0,false
20,46.00,82.00,0.7143,24,10,17.00,0.0618,0.0870,1.5844,1.5219,11,0,false
21,36.00,82.00,0.7143,23,9,16.00,0.0618,0.0820,1.5844,1.5710,11,0,false
22,34.00,82.00,0.7143,22,8,15.00,0.0595,0.0815,1.5844,1.5710,11,0,false
