step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,48.00,70.00,0.6122,47,28,37.50,0.2014,0.1610,1.5809,1.5710,0,0,false
1,44.00,70.00,0.6122,46,27,36.50,0.1987,0.1637,1.5809,1.5710,44,0,false
2,46.00,70.00,0.6122,45,26,35.50,0.1905,0.1611,1.5809,1.5219,41,0,false
3,48.00,74.00,0.6122,44,25,34.50,0.1834,0.1618,1.5809,1.5219,36,0,false
4,46.00,74.00,0.6122,43,24,33.50,0.1795,0.1625,1.5809,1.5219,34,0,false
5,48.00,74.00,0.6122,42,23,32.50,0.1756,0.1576,1.5809,1.5710,31,0,false
6,48.00,72.00,0.6122,41,22,31.50,0.1704,0.1530,1.5809,1.5710,30,0,false
7,56.00,76.00,0.6122,40,21,30.50,0.1608,0.1504,1.5809,1.5710,30,0,false
8,58.00,80.00,0.6122,39,20,29.50,0.1523,0.1509,1.5809,1.5710,30,0,false
9,60.00,80.00,0.6122,38,19,28.50,0.1461,0.1533,1.5809,1.5219,29,0,false
10,58.00,80.00,0.6122,37,18,27.50,0.1415,0.1509,1.5809,1.3610,25,0,false
11,68.00,80.00,0.6122,36,17,26.50,0.1320,0.1453,1.5809,1.3610,24,0,false
12,58.00,80.00,0.6122,35,16,25.50,0.1207,0.1385,1.5809,1.3610,23,0,false
13,60.00,80.00,0.6122,34,15,24.50,0.1109,0.1301,1.5809,1.2955,22,0,false
14,50.00,80.00,0.6122,33,14,23.50,0.1037,0.1218,1.5809,1.2955,21,0,false
15,46.00,78.00,0.6122,32,13,22.50,0.0981,0.1161,1.5809,1.1568,21,0,false
16,52.00,80.00,0.6122,31,12,21.50,0.0922,0.1127,1.5809,0.9219,18,0,false
17,56.00,84.00,0.6122,30,11,20.50,0.0871,0.1130,1.5809,0.9219,16,0,false
18,60.00,86.00,0.6122,29,10,19.50,0.0786,0.1117,1.5809,0.9219,14,0,false
19,50.00,88.00,0.6122,28,9,18.50,0.0670,0.1049,1.5809,1.1568,12,0,false
20,56.00,90.00,0.6122,27,8,17.50,0.0625,0.0992,1.5809,1.1568,10,0,false
21,62.00,90.00,0.6327,26,8,17.00,0.0591,0.0958,1.5809,1.1568,8,0,false
22,56.00,88.00,0.6531,25,8,16.50,0.0531,0.0869,1.5809,1.1568,8,0,false
23,64.00,92.00,0.6735,24,8,16.00,0.0434,0.0756,1.5809,1.1568,8,0,false
24,64.00,92.00,0.6939,23,8,15.50,0.0414,0.0670,1.5809,1.1568,7,0,false
25,60.00,92.00,0.7143,22,8,15.00,0.0380,0.0602,1.5809,1.1568,7,0,false
26,58.00,90.00,0.7347,21,8,14.50,0.0357,0.0570,1.5809,1.1568,6,0,false
27,62.00,94.00,0.7551,20,8,14.00,0.0295,0.0510,1.5809,1.1568,6,0,false
28,62.00,94.00,0.7755,19,8,13.50,0.0295,0.0488,1.5809,1.1568,5,0,false
29,56.00,92.00,0.7959,18,8,13.00,0.0272,0.0465,1.5809,1.1568,5,0,false
30,56.00,96.00,0.8163,17,8,12.50,0.0204,0.0392,1.5809,1.1568,5,0,false
31,60.00,100.00,0.8367,16,8,12.00,0.0159,0.0333,1.5809,1.1568,4,0,false
32,60.00,98.00,0.8571,15,8,11.50,0.0153,0.0325,1.5809,1.1568,3,0,false
33,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,3,0,false
34,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,1,false
35,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,2,false
36,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,3,false
37,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,4,false
38,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,5,false
39,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,6,false
40,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,7,false
41,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,8,false
42,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,9,false
43,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,10,false
44,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,11,false
45,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,12,false
46,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,13,false
47,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,14,false
48,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,15,false
49,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,16,false
50,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,17,false
51,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,18,false
52,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,19,false
53,58.00,100.00,0.8776,14,8,11.00,0.0102,0.0248,1.5809,1.1568,0,20,true
