step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,38.00,0.9796,49,48,48.50,0.2288,0.1511,1.5844,1.5710,0,0,false
1,8.00,38.00,0.9796,48,47,47.50,0.2296,0.1549,1.5844,1.5710,43,0,false
2,12.00,42.00,0.9796,47,46,46.50,0.2243,0.1532,1.5844,1.5710,39,0,false
3,12.00,40.00,0.9796,46,45,45.50,0.2214,0.1538,1.5844,1.5219,38,0,false
4,16.00,46.00,0.9796,45,44,44.50,0.2133,0.1536,1.5844,1.4855,38,0,false
5,20.00,44.00,0.9796,44,43,43.50,0.2026,0.1491,1.5844,1.4855,32,0,false
6,32.00,46.00,0.9796,43,42,42.50,0.1945,0.1459,1.5844,1.4855,32,0,false
7,36.00,54.00,0.9796,42,41,41.50,0.1812,0.1484,1.5844,1.2955,32,0,false
8,44.00,52.00,0.9796,41,40,40.50,0.1759,0.1475,1.5844,1.3710,29,0,false
9,40.00,54.00,0.9796,40,39,39.50,0.1688,0.1425,1.5844,1.3710,26,0,false
10,48.00,50.00,0.9796,39,38,38.50,0.1630,0.1402,1.5844,1.1568,26,0,false
11,42.00,52.00,0.9796,38,37,37.50,0.1547,0.1360,1.5844,1.1568,26,0,false
12,40.00,54.00,0.9796,37,36,36.50,0.1443,0.1355,1.5844,1.1568,26,0,false
13,38.00,64.00,0.9796,36,35,35.50,0.1333,0.1376,1.5844,1.1568,24,0,false
14,34.00,68.00,0.9796,35,34,34.50,0.1229,0.1338,1.5844,0.8813,24,0,false
15,34.00,74.00,0.9796,34,33,33.50,0.1119,0.1338,1.5844,0.8813,21,0,false
16,38.00,72.00,0.9796,33,32,32.50,0.1073,0.1303,1.5844,0.8813,20,0,false
17,24.00,74.00,0.9796,32,31,31.50,0.0966,0.1292,1.5844,0.9710,18,0,false
