step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,98.00,70.00,0.7143,49,35,42.00,0.1196,0.1193,0.1414,0.0000,0,0,false
1,98.00,66.00,0.7143,48,34,41.00,0.1226,0.1208,0.1414,0.0000,31,0,false
2,98.00,68.00,0.7143,47,33,40.00,0.1154,0.1192,0.1414,0.0000,30,0,false
3,98.00,68.00,0.7143,46,32,39.00,0.1154,0.1179,0.1414,0.0000,29,0,false
4,98.00,70.00,0.7143,45,31,38.00,0.1083,0.1211,0.1414,0.0000,29,0,false
5,98.00,68.00,0.7143,44,30,37.00,0.1083,0.1198,0.1414,0.0000,27,0,false
6,98.00,68.00,0.7143,43,29,36.00,0.1025,0.1154,0.1414,0.0000,27,0,false
7,98.00,76.00,0.7143,42,28,35.00,0.0918,0.1153,0.1414,0.0000,25,0,false
8,98.00,84.00,0.7143,41,27,34.00,0.0794,0.1097,0.1414,0.0000,20,0,false
9,98.00,82.00,0.7143,40,26,33.00,0.0794,0.1007,0.1414,0.0000,19,0,false
10,98.00,84.00,0.7143,39,25,32.00,0.0788,0.1011,0.1414,0.0000,19,0,false
11,98.00,84.00,0.7143,38,24,31.00,0.0788,0.1011,0.1414,0.0000,18,0,false
12,98.00,82.00,0.7143,37,23,30.00,0.0788,0.1011,0.1414,0.0000,18,0,false
13,98.00,84.00,0.7143,36,22,29.00,0.0717,0.0978,0.1414,0.0000,18,0,false
14,98.00,82.00,0.7143,35,21,28.00,0.0717,0.0977,0.1414,0.0000,17,0,false
15,98.00,84.00,0.7143,34,20,27.00,0.0657,0.0970,0.1414,0.0000,17,0,false
16,98.00,86.00,0.7143,33,19,26.00,0.0602,0.0904,0.1414,0.0000,15,0,false
17,98.00,88.00,0.7143,32,18,25.00,0.0548,0.0881,0.1414,0.0000,13,0,false
18,98.00,86.00,0.7143,31,17,24.00,0.0531,0.0862,0.1414,0.0000,11,0,false
19,98.00,88.00,0.7143,30,16,23.00,0.0476,0.0797,0.1414,0.0000,10,0,false
20,98.00,88.00,0.7143,29,15,22.00,0.0416,0.0654,0.1414,0.0000,10,0,false
21,98.00,86.00,0.7143,28,14,21.00,0.0399,0.0581,0.1414,0.0000,10,0,false
22,98.00,88.00,0.7143,27,13,20.00,0.0382,0.0584,0.1414,0.0000,9,0,false
23,98.00,88.00,0.7143,26,12,19.00,0.0365,0.0569,0.1414,0.0000,9,0,false
24,98.00,86.00,0.7143,25,11,18.00,0.0365,0.0566,0.1414,0.0000,9,0,false
25,98.00,92.00,0.7143,24,10,17.00,0.0303,0.0550,0.1414,0.0000,9,0,false
26,98.00,92.00,0.7143,23,9,16.00,0.0297,0.0550,0.1414,0.4690,8,0,false
27,98.00,92.00,0.7143,22,8,15.00,0.0292,0.0547,0.1414,0.4690,6,0,false
28,98.00,92.00,0.7143,21,7,14.00,0.0275,0.0549,0.1414,0.4690,5,0,false
29,98.00,92.00,0.7143,20,6,13.00,0.0269,0.0551,0.1414,0.4690,4,0,false
30,98.00,92.00,0.7143,19,5,12.00,0.0252,0.0533,0.1414,0.4690,3,0,false
31,98.00,92.00,0.7143,18,4,11.00,0.0235,0.0493,0.1414,0.4690,3,0,false
32,98.00,90.00,0.7143,17,3,10.00,0.0235,0.0471,0.1414,0.4690,3,0,false
33,98.00,94.00,0.7143,16,2,9.00,0.0190,0.0437,0.1414,0.4690,3,0,false
34,98.00,94.00,0.7347,15,2,8.50,0.0190,0.0437,0.1414,0.4690,2,0,false
35,98.00,94.00,0.7551,14,2,8.00,0.0184,0.0431,0.1414,0.4690,2,0,false
36,98.00,94.00,0.7755,13,2,7.50,0.0178,0.0418,0.1414,0.4690,2,0,false
37,98.00,94.00,0.7959,12,2,7.00,0.0178,0.0410,0.1414,0.4690,2,0,false
38,98.00,94.00,0.8163,11,2,6.50,0.0178,0.0410,0.1414,0.4690,2,0,false
39,98.00,94.00,0.8367,10,2,6.00,0.0178,0.0410,0.1414,0.4690,2,0,false
40,98.00,94.00,0.8571,9,2,5.50,0.0178,0.0410,0.1414,0.4690,2,0,false
41,98.00,94.00,0.8776,8,2,5.00,0.0178,0.0410,0.1414,0.4690,2,0,false
42,98.00,94.00,0.8980,7,2,4.50,0.0178,0.0410,0.1414,0.4690,2,0,false
43,98.00,92.00,0.9184,6,2,4.00,0.0178,0.0410,0.1414,0.4690,2,0,false
44,98.00,96.00,0.9388,5,2,3.50,0.0133,0.0363,0.1414,0.4690,2,0,false
45,98.00,100.00,0.9592,4,2,3.00,0.0087,0.0302,0.1414,0.4690,1,0,false
