step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,98.00,44.00,0.6327,47,29,38.00,0.1672,0.1227,0.1414,0.0000,0,0,false
1,98.00,50.00,0.6327,46,28,37.00,0.1592,0.1227,0.1414,0.0000,43,0,false
2,98.00,48.00,0.6327,45,27,36.00,0.1539,0.1124,0.1414,0.0000,39,0,false
3,98.00,52.00,0.6327,44,26,35.00,0.1424,0.1090,0.1414,0.0000,38,0,false
4,98.00,52.00,0.6327,43,25,34.00,0.1344,0.1007,0.1414,0.0000,33,0,false
5,98.00,62.00,0.6327,42,24,33.00,0.1220,0.1064,0.1414,0.0000,30,0,false
6,98.00,64.00,0.6327,41,23,32.00,0.1149,0.1042,0.1414,0.0000,26,0,false
7,98.00,62.00,0.6327,40,22,31.00,0.1077,0.0981,0.1414,0.0000,26,0,false
8,98.00,70.00,0.6327,39,21,30.00,0.0955,0.0976,0.1414,0.0000,25,0,false
9,98.00,72.00,0.6327,38,20,29.00,0.0883,0.0933,0.1414,0.0000,21,0,false
10,98.00,74.00,0.6327,37,19,28.00,0.0806,0.0866,0.1414,0.0000,21,0,false
11,98.00,78.00,0.6327,36,18,27.00,0.0735,0.0817,0.1414,0.0000,19,0,false
12,98.00,82.00,0.6327,35,17,26.00,0.0663,0.0789,0.1414,0.0000,17,0,false
13,98.00,78.00,0.6327,34,16,25.00,0.0641,0.0726,0.1414,0.0000,17,0,false
14,98.00,82.00,0.6327,33,15,24.00,0.0573,0.0719,0.1414,0.0000,16,0,false
15,98.00,88.00,0.6327,32,14,23.00,0.0456,0.0691,0.1414,0.0000,15,0,false
16,98.00,84.00,0.6327,31,13,22.00,0.0433,0.0607,0.1414,0.0000,12,0,false
17,98.00,88.00,0.6327,30,12,21.00,0.0382,0.0570,0.1414,0.0000,12,0,false
18,98.00,92.00,0.6327,29,11,20.00,0.0337,0.0549,0.1414,0.0000,10,0,false
19,98.00,92.00,0.6327,28,10,19.00,0.0320,0.0553,0.1414,0.0000,9,0,false
20,98.00,90.00,0.6327,27,9,18.00,0.0314,0.0530,0.1414,0.4690,8,0,false
21,98.00,94.00,0.6327,26,8,17.00,0.0263,0.0503,0.1414,0.4690,8,0,false
22,98.00,94.00,0.6531,25,8,16.50,0.0258,0.0499,0.1414,0.4690,6,0,false
23,98.00,92.00,0.6735,24,8,16.00,0.0258,0.0492,0.1414,0.4690,6,0,false
24,98.00,96.00,0.6939,23,8,15.50,0.0195,0.0459,0.1414,0.4690,6,0,false
25,98.00,96.00,0.7143,22,8,15.00,0.0195,0.0435,0.1414,0.4690,4,0,false
26,98.00,96.00,0.7347,21,8,14.50,0.0190,0.0430,0.1414,0.4690,4,0,false
27,98.00,94.00,0.7551,20,8,14.00,0.0190,0.0422,0.1414,0.4690,4,0,false
28,98.00,98.00,0.7755,19,8,13.50,0.0144,0.0378,0.1414,0.4690,4,0,false
29,98.00,98.00,0.7959,18,8,13.00,0.0144,0.0378,0.1414,0.4690,3,0,false
30,98.00,98.00,0.8163,17,8,12.50,0.0144,0.0378,0.1414,0.4690,3,0,false
31,98.00,98.00,0.8367,16,8,12.00,0.0138,0.0379,0.1414,0.4690,3,0,false
32,98.00,98.00,0.8571,15,8,11.50,0.0133,0.0372,0.1414,0.4690,1,0,false
33,98.00,98.00,0.8776,14,8,11.00,0.0133,0.0363,0.1414,0.4690,1,0,false
34,98.00,98.00,0.8980,13,8,10.50,0.0133,0.0363,0.1414,0.4690,1,0,false
35,98.00,96.00,0.9184,12,8,10.00,0.0133,0.0363,0.1414,0.4690,1,0,false
36,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,1,0,false
37,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,1,false
38,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,2,false
39,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,3,false
40,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,4,false
41,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,5,false
42,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,6,false
43,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,7,false
44,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,8,false
45,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,9,false
46,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,10,false
47,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,11,false
48,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,12,false
49,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,13,false
50,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,14,false
51,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,15,false
52,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,16,false
53,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,17,false
54,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,18,false
55,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,19,false
56,98.00,100.00,0.9388,11,8,9.50,0.0087,0.0302,0.1414,0.4690,0,20,true
