step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,44.00,54.00,0.0000,-1,-1,-1.00,0.1609,0.1120,1.5827,1.2955,0,0,false
1,44.00,58.00,0.0000,-1,-1,-1.00,0.1578,0.1125,1.5827,1.4855,41,0,false
2,46.00,60.00,0.0000,-1,-1,-1.00,0.1476,0.1143,1.5827,1.5219,40,0,false
3,38.00,64.00,0.0000,-1,-1,-1.00,0.1382,0.1128,1.5827,1.4855,38,0,false
4,46.00,64.00,0.0000,-1,-1,-1.00,0.1328,0.1100,1.5827,1.4855,32,0,false
5,62.00,64.00,0.0000,-1,-1,-1.00,0.1260,0.1060,1.5827,1.4855,29,0,false
6,58.00,64.00,0.0000,-1,-1,-1.00,0.1207,0.1044,1.5827,1.5710,27,0,false
7,56.00,68.00,0.0000,-1,-1,-1.00,0.1135,0.1028,1.5827,1.5710,26,0,false
8,64.00,70.00,0.0000,-1,-1,-1.00,0.1121,0.1005,1.5827,1.5710,24,0,false
9,58.00,70.00,0.0000,-1,-1,-1.00,0.1089,0.1002,1.5827,1.5710,24,0,false
10,58.00,72.00,0.0000,-1,-1,-1.00,0.1030,0.0993,1.5827,1.5710,23,0,false
11,64.00,76.00,0.0000,-1,-1,-1.00,0.0953,0.0970,1.5827,1.5710,22,0,false
12,46.00,78.00,0.0000,-1,-1,-1.00,0.0914,0.0939,1.5827,1.5710,21,0,false
13,48.00,84.00,0.0000,-1,-1,-1.00,0.0799,0.0907,1.5827,1.5710,21,0,false
14,52.00,88.00,0.0000,-1,-1,-1.00,0.0759,0.0844,1.5827,1.5710,19,0,false
15,48.00,88.00,0.0000,-1,-1,-1.00,0.0719,0.0827,1.5827,1.5710,19,0,false
16,44.00,90.00,0.0000,-1,-1,-1.00,0.0671,0.0783,1.5827,1.5710,18,0,false
17,50.00,90.00,0.0000,-1,-1,-1.00,0.0576,0.0741,1.5827,1.4855,17,0,false
18,46.00,90.00,0.0000,-1,-1,-1.00,0.0535,0.0669,1.5827,1.5710,14,0,false
19,44.00,90.00,0.0000,-1,-1,-1.00,0.0440,0.0618,1.5827,1.5710,13,0,false
20,46.00,92.00,0.0000,-1,-1,-1.00,0.0392,0.0539,1.5827,1.5710,11,0,false
