step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,98.00,40.00,0.4694,48,22,35.00,0.1689,0.1136,0.1414,0.0000,0,0,false
1,98.00,38.00,0.4694,47,21,34.00,0.1698,0.1113,0.1414,0.0000,40,0,false
2,98.00,42.00,0.4694,46,20,33.00,0.1646,0.1090,0.1414,0.0000,40,0,false
3,98.00,44.00,0.4694,45,19,32.00,0.1558,0.1096,0.1414,0.0000,39,0,false
4,98.00,48.00,0.4694,44,18,31.00,0.1448,0.1108,0.1414,0.0000,36,0,false
5,98.00,44.00,0.4694,43,17,30.00,0.1395,0.0985,0.1414,0.0000,32,0,false
6,98.00,52.00,0.4694,42,16,29.00,0.1271,0.1020,0.1414,0.0000,30,0,false
7,98.00,60.00,0.4694,41,15,28.00,0.1165,0.1067,0.1414,0.0000,26,0,false
8,98.00,60.00,0.4694,40,14,27.00,0.1087,0.1054,0.1414,0.0000,22,0,false
9,98.00,66.00,0.4694,39,13,26.00,0.1010,0.1057,0.1414,0.0000,21,0,false
10,98.00,70.00,0.4694,38,12,25.00,0.0956,0.1030,0.1414,0.0000,19,0,false
11,98.00,74.00,0.4694,37,11,24.00,0.0902,0.0987,0.1414,0.0000,19,0,false
12,98.00,78.00,0.4694,36,10,23.00,0.0847,0.0936,0.1414,0.0000,19,0,false
13,98.00,80.00,0.4694,35,9,22.00,0.0776,0.0894,0.1414,0.4690,19,0,false
14,98.00,78.00,0.4694,34,8,21.00,0.0759,0.0903,0.1414,0.4690,17,0,false
15,98.00,80.00,0.4694,33,7,20.00,0.0704,0.0879,0.1414,0.4690,16,0,false
16,98.00,84.00,0.4694,32,6,19.00,0.0633,0.0849,0.1414,0.4690,16,0,false
17,98.00,84.00,0.4694,31,5,18.00,0.0616,0.0831,0.1414,0.4690,16,0,false
18,98.00,82.00,0.4694,30,4,17.00,0.0593,0.0829,0.1414,0.4690,15,0,false
19,98.00,84.00,0.4694,29,3,16.00,0.0516,0.0758,0.1414,0.4690,14,0,false
20,98.00,82.00,0.4694,28,2,15.00,0.0462,0.0606,0.1414,0.4690,13,0,false
21,96.00,90.00,0.4694,27,1,14.00,0.0411,0.0576,0.1414,0.4690,13,0,false
22,96.00,88.00,0.4898,26,1,13.50,0.0394,0.0574,0.1414,0.4690,12,0,false
23,96.00,92.00,0.5102,25,1,13.00,0.0326,0.0560,0.1414,0.4690,11,0,false
24,96.00,90.00,0.5306,24,1,12.50,0.0320,0.0557,0.1414,0.4690,8,0,false
25,96.00,94.00,0.5510,23,1,12.00,0.0275,0.0530,0.1414,0.4690,8,0,false
26,96.00,92.00,0.5714,22,1,11.50,0.0258,0.0511,0.1414,0.4690,7,0,false
27,96.00,96.00,0.5918,21,1,11.00,0.0195,0.0435,0.1414,0.4690,7,0,false
28,96.00,96.00,0.6122,20,1,10.50,0.0195,0.0435,0.1414,0.4690,5,0,false
29,96.00,96.00,0.6327,19,1,10.00,0.0190,0.0437,0.1414,0.4690,5,0,false
30,96.00,96.00,0.6531,18,1,9.50,0.0190,0.0437,0.1414,0.4690,3,0,false
31,96.00,96.00,0.6735,17,1,9.00,0.0190,0.0437,0.1414,0.4690,3,0,false
32,96.00,96.00,0.6939,16,1,8.50,0.0190,0.0437,0.1414,0.4690,3,0,false
33,96.00,96.00,0.7143,15,1,8.00,0.0190,0.0437,0.1414,0.4690,3,0,false
34,96.00,96.00,0.7347,14,1,7.50,0.0190,0.0437,0.1414,0.4690,3,0,false
