step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,96.00,70.00,0.9184,36,32,34.00,0.1789,0.1699,1.5827,0.0000,0,0,false
1,94.00,68.00,0.9184,35,31,33.00,0.1854,0.1717,1.5827,0.0000,45,0,false
2,88.00,70.00,0.9184,34,30,32.00,0.1819,0.1712,1.5827,0.0000,36,0,false
3,82.00,68.00,0.9184,33,29,31.00,0.1778,0.1707,1.5827,0.0000,33,0,false
4,84.00,70.00,0.9184,32,28,30.00,0.1667,0.1688,1.5827,0.0000,33,0,false
5,76.00,70.00,0.9184,31,27,29.00,0.1626,0.1669,1.5827,0.0000,29,0,false
6,82.00,68.00,0.9184,30,26,28.00,0.1588,0.1630,1.5827,0.0000,29,0,false
7,76.00,72.00,0.9184,29,25,27.00,0.1440,0.1599,1.5827,0.0000,28,0,false
8,76.00,72.00,0.9184,28,24,26.00,0.1428,0.1579,1.5827,0.4690,25,0,false
9,72.00,72.00,0.9184,27,23,25.00,0.1417,0.1570,1.5827,0.7219,25,0,false
10,78.00,70.00,0.9184,26,22,24.00,0.1378,0.1554,1.5827,0.8813,24,0,false
11,76.00,74.00,0.9184,25,21,23.00,0.1214,0.1462,1.5827,0.9710,24,0,false
12,78.00,76.00,0.9184,24,20,22.00,0.1040,0.1360,1.5827,0.9710,23,0,false
13,80.00,80.00,0.9184,23,19,21.00,0.0876,0.1249,1.5827,1.0000,20,0,false
14,80.00,86.00,0.9184,22,18,20.00,0.0746,0.1191,1.5827,1.0000,18,0,false
15,86.00,86.00,0.9184,21,17,19.00,0.0690,0.1112,1.5827,1.0000,11,0,false
16,90.00,92.00,0.9184,20,16,18.00,0.0593,0.0983,1.5827,1.0000,10,0,false
17,82.00,86.00,0.9184,19,15,17.00,0.0566,0.0875,1.5827,1.0000,10,0,false
18,80.00,94.00,0.9184,18,14,16.00,0.0430,0.0807,1.5827,1.0000,10,0,false
19,80.00,90.00,0.9388,17,14,15.50,0.0402,0.0757,1.5827,1.0000,7,0,false
20,82.00,98.00,0.9592,16,14,15.00,0.0256,0.0636,1.5827,1.0000,7,0,false
21,86.00,98.00,0.9592,16,14,15.00,0.0215,0.0553,1.5827,1.0000,5,0,false
22,88.00,98.00,0.9592,16,14,15.00,0.0202,0.0470,1.5827,1.0000,4,0,false
23,90.00,98.00,0.9592,16,14,15.00,0.0164,0.0402,1.5827,1.0000,4,0,false
24,88.00,100.00,0.9592,16,14,15.00,0.0130,0.0306,1.5827,1.0000,4,0,false
25,92.00,100.00,0.9592,16,14,15.00,0.0125,0.0262,1.5827,1.0000,4,0,false
26,88.00,100.00,0.9592,16,14,15.00,0.0125,0.0262,1.5827,1.0000,1,0,false
27,90.00,100.00,0.9592,16,14,15.00,0.0108,0.0252,1.5827,1.0000,1,0,false
28,88.00,100.00,0.9592,16,14,15.00,0.0108,0.0247,1.5827,1.0000,1,0,false
29,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,1,0,false
30,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,1,false
31,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,2,false
32,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,3,false
33,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,4,false
34,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,5,false
35,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,6,false
36,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,7,false
37,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,8,false
38,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,9,false
39,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,10,false
40,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,11,false
41,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,12,false
42,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,13,false
43,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,14,false
44,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,15,false
45,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,16,false
46,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,17,false
47,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,18,false
48,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,19,false
49,92.00,100.00,0.9592,16,14,15.00,0.0102,0.0248,1.5827,1.0000,0,20,true
