step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,54.00,44.00,0.7959,45,35,40.00,0.1953,0.1424,1.5844,1.4855,0,0,false
1,54.00,42.00,0.7959,44,34,39.00,0.1943,0.1358,1.5844,1.4855,42,0,false
2,46.00,48.00,0.7959,43,33,38.00,0.1825,0.1378,1.5844,1.4855,40,0,false
3,52.00,54.00,0.7959,42,32,37.00,0.1704,0.1396,1.5844,1.3610,34,0,false
4,64.00,58.00,0.7959,41,31,36.00,0.1571,0.1316,1.5844,1.3610,33,0,false
5,74.00,56.00,0.7959,40,30,35.00,0.1526,0.1272,1.5844,1.3610,30,0,false
6,66.00,64.00,0.7959,39,29,34.00,0.1397,0.1321,1.5844,1.3610,29,0,false
7,58.00,68.00,0.7959,38,28,33.00,0.1281,0.1284,1.5844,1.3610,28,0,false
8,64.00,72.00,0.7959,37,27,32.00,0.1207,0.1220,1.5844,1.3610,25,0,false
9,72.00,72.00,0.7959,36,26,31.00,0.1110,0.1182,1.5844,1.3610,24,0,false
10,78.00,70.00,0.7959,35,25,30.00,0.1083,0.1170,1.5844,1.3610,21,0,false
11,72.00,74.00,0.7959,34,24,29.00,0.0976,0.1124,1.5844,1.2955,19,0,false
12,62.00,78.00,0.7959,33,23,28.00,0.0871,0.1067,1.5844,1.1568,17,0,false
13,66.00,78.00,0.7959,32,22,27.00,0.0837,0.0999,1.5844,1.1568,16,0,false
14,72.00,76.00,0.7959,31,21,26.00,0.0799,0.0956,1.5844,1.1568,15,0,false
15,72.00,78.00,0.7959,30,20,25.00,0.0689,0.0915,1.5844,1.1568,15,0,false
16,68.00,78.00,0.7959,29,19,24.00,0.0659,0.0837,1.5844,1.1568,11,0,false
17,72.00,78.00,0.7959,28,18,23.00,0.0639,0.0812,1.5844,1.1568,11,0,false
18,70.00,78.00,0.7959,27,17,22.00,0.0617,0.0800,1.5844,0.9219,11,0,false
19,74.00,76.00,0.7959,26,16,21.00,0.0611,0.0782,1.5844,1.1568,11,0,false
20,70.00,78.00,0.7959,25,15,20.00,0.0545,0.0770,1.5844,1.1568,11,0,false
21,74.00,84.00,0.7959,24,14,19.00,0.0440,0.0709,1.5844,0.7219,8,0,false
22,78.00,88.00,0.7959,23,13,18.00,0.0340,0.0586,1.5844,0.7219,7,0,false
23,82.00,90.00,0.7959,22,12,17.00,0.0306,0.0511,1.5844,0.7219,5,0,false
24,80.00,94.00,0.7959,21,11,16.00,0.0244,0.0466,1.5844,0.7219,5,0,false
25,74.00,94.00,0.8163,20,11,15.50,0.0227,0.0419,1.5844,0.7219,4,0,false
26,74.00,94.00,0.8367,19,11,15.00,0.0210,0.0390,1.5844,0.7219,4,0,false
27,78.00,94.00,0.8571,18,11,14.50,0.0204,0.0389,1.5844,0.7219,4,0,false
28,78.00,94.00,0.8776,17,11,14.00,0.0198,0.0375,1.5844,0.7219,3,0,false
29,80.00,94.00,0.8980,16,11,13.50,0.0193,0.0368,1.5844,0.7219,3,0,false
30,80.00,92.00,0.9184,15,11,13.00,0.0193,0.0368,1.5844,0.7219,2,0,false
31,84.00,96.00,0.9388,14,11,12.50,0.0147,0.0317,1.5844,0.7219,2,0,false
32,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,1,0,false
33,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,1,false
34,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,2,false
35,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,3,false
36,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,4,false
37,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,5,false
38,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,6,false
39,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,7,false
40,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,8,false
41,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,9,false
42,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,10,false
43,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,11,false
44,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,12,false
45,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,13,false
46,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,14,false
47,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,15,false
48,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,16,false
49,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,17,false
50,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,18,false
51,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,19,false
52,84.00,100.00,0.9592,13,11,12.00,0.0102,0.0248,1.5844,0.7219,0,20,true
