step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,38.00,0.8980,43,48,45.50,0.2286,0.1373,1.5844,1.5710,0,0,false
1,8.00,38.00,0.8980,42,47,44.50,0.2232,0.1308,1.5844,1.5710,40,0,false
2,4.00,44.00,0.8980,41,46,43.50,0.2028,0.1353,1.5844,1.5219,38,0,false
3,12.00,46.00,0.8980,40,45,42.50,0.1926,0.1351,1.5844,1.5219,34,0,false
4,20.00,50.00,0.8980,39,44,41.50,0.1756,0.1347,1.5844,1.3610,33,0,false
5,26.00,52.00,0.8980,38,43,40.50,0.1654,0.1339,1.5844,1.0000,32,0,false
6,28.00,54.00,0.8980,37,42,39.50,0.1536,0.1280,1.5844,1.0000,30,0,false
7,42.00,58.00,0.8980,36,41,38.50,0.1412,0.1246,1.5844,0.9710,28,0,false
8,44.00,66.00,0.8980,35,40,37.50,0.1315,0.1168,1.5844,0.9710,27,0,false
9,36.00,64.00,0.8980,34,39,36.50,0.1264,0.1123,1.5844,0.9710,26,0,false
10,40.00,68.00,0.8980,33,38,35.50,0.1157,0.1129,1.5844,0.8813,25,0,false
11,50.00,72.00,0.8980,32,37,34.50,0.1039,0.1149,1.5844,0.8813,23,0,false
12,48.00,72.00,0.8980,31,36,33.50,0.0965,0.1084,1.5844,0.8813,21,0,false
13,42.00,78.00,0.8980,30,35,32.50,0.0828,0.1045,1.5844,0.8813,20,0,false
14,44.00,78.00,0.8980,29,34,31.50,0.0770,0.1014,1.5844,0.8813,16,0,false
15,58.00,80.00,0.8980,28,33,30.50,0.0743,0.0990,1.5844,0.8813,14,0,false
16,58.00,80.00,0.8980,27,32,29.50,0.0709,0.0937,1.5844,0.8813,14,0,false
17,60.00,78.00,0.8980,26,31,28.50,0.0669,0.0888,1.5844,0.8813,14,0,false
18,56.00,84.00,0.8980,25,30,27.50,0.0573,0.0860,1.5844,0.8813,14,0,false
19,60.00,84.00,0.8980,24,29,26.50,0.0525,0.0796,1.5844,0.8813,11,0,false
20,68.00,86.00,0.8980,23,28,25.50,0.0508,0.0780,1.5844,0.8813,10,0,false
21,66.00,84.00,0.8980,22,27,24.50,0.0489,0.0780,1.5844,1.1568,9,0,false
22,66.00,88.00,0.8980,21,26,23.50,0.0443,0.0763,1.5844,1.1568,8,0,false
23,62.00,88.00,0.8980,20,25,22.50,0.0417,0.0733,1.5844,1.1568,7,0,false
24,66.00,86.00,0.8980,19,24,21.50,0.0383,0.0649,1.5844,1.1568,6,0,false
25,74.00,90.00,0.8980,18,23,20.50,0.0321,0.0574,1.5844,1.1568,6,0,false
26,70.00,94.00,0.8980,17,22,19.50,0.0255,0.0535,1.5844,1.1568,5,0,false
27,72.00,96.00,0.8980,16,21,18.50,0.0255,0.0519,1.5844,1.1568,3,0,false
28,70.00,96.00,0.8980,15,20,17.50,0.0221,0.0447,1.5844,1.1568,3,0,false
29,62.00,96.00,0.8980,14,19,16.50,0.0198,0.0417,1.5844,1.1568,2,0,false
30,68.00,96.00,0.8980,13,18,15.50,0.0198,0.0383,1.5844,1.1568,2,0,false
31,68.00,94.00,0.8980,12,17,14.50,0.0198,0.0383,1.5844,1.1568,2,0,false
32,68.00,98.00,0.8980,11,16,13.50,0.0153,0.0335,1.5844,1.1568,2,0,false
33,64.00,98.00,0.9184,11,15,13.00,0.0147,0.0327,1.5844,1.1568,1,0,false
34,68.00,98.00,0.9388,11,14,12.50,0.0147,0.0317,1.5844,1.1568,1,0,false
35,66.00,96.00,0.9592,11,13,12.00,0.0147,0.0317,1.5844,1.1568,1,0,false
36,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,1,0,false
37,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,1,false
38,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,2,false
39,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,3,false
40,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,4,false
41,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,5,false
42,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,6,false
43,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,7,false
44,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,8,false
45,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,9,false
46,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,10,false
47,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,11,false
48,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,12,false
49,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,13,false
50,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,14,false
51,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,15,false
52,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,16,false
53,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,17,false
54,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,18,false
55,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,19,false
56,66.00,100.00,0.9796,11,12,11.50,0.0102,0.0248,1.5844,1.1568,0,20,true
