step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,100.00,52.00,0.5510,38,16,27.00,0.1758,0.1514,1.5844,0.0000,0,0,false
1,98.00,50.00,0.5510,37,15,26.00,0.1809,0.1496,1.5844,0.0000,40,0,false
2,94.00,54.00,0.5510,36,14,25.00,0.1769,0.1528,1.5844,0.0000,40,0,false
3,96.00,56.00,0.5510,35,13,24.00,0.1739,0.1504,1.5844,0.0000,39,0,false
4,96.00,58.00,0.5510,34,12,23.00,0.1710,0.1480,1.5844,0.0000,39,0,false
5,94.00,60.00,0.5510,33,11,22.00,0.1681,0.1465,1.5844,0.0000,37,0,false
6,88.00,60.00,0.5510,32,10,21.00,0.1669,0.1457,1.5844,0.0000,37,0,false
7,90.00,60.00,0.5510,31,9,20.00,0.1658,0.1450,1.5844,0.0000,37,0,false
8,88.00,60.00,0.5510,30,8,19.00,0.1632,0.1456,1.5844,0.4690,36,0,false
9,90.00,58.00,0.5510,29,7,18.00,0.1594,0.1428,1.5844,0.7219,35,0,false
10,90.00,60.00,0.5510,28,6,17.00,0.1487,0.1366,1.5844,0.8813,35,0,false
11,90.00,66.00,0.5510,27,5,16.00,0.1312,0.1322,1.5844,0.9710,33,0,false
12,88.00,66.00,0.5510,26,4,15.00,0.1285,0.1266,1.5844,1.0000,30,0,false
13,84.00,64.00,0.5510,25,3,14.00,0.1257,0.1232,1.5844,0.9710,30,0,false
14,86.00,66.00,0.5510,24,2,13.00,0.1094,0.1152,1.5844,0.8813,29,0,false
15,88.00,64.00,0.5714,23,2,12.50,0.0976,0.1047,1.5844,0.8813,22,0,false
16,90.00,66.00,0.5918,22,2,12.00,0.0840,0.0943,1.5844,0.8813,19,0,false
17,92.00,70.00,0.6122,21,2,11.50,0.0704,0.0835,1.5844,0.8813,16,0,false
18,88.00,78.00,0.6327,20,2,11.00,0.0585,0.0745,1.5844,0.8813,15,0,false
19,76.00,82.00,0.6531,19,2,10.50,0.0497,0.0683,1.5844,0.8813,11,0,false
20,92.00,92.00,0.6735,18,2,10.00,0.0383,0.0603,1.5844,0.8813,10,0,false
21,92.00,92.00,0.6939,17,2,9.50,0.0313,0.0547,1.5844,0.8813,8,0,false
22,86.00,96.00,0.7143,16,2,9.00,0.0268,0.0476,1.5844,0.8813,5,0,false
23,88.00,96.00,0.7347,15,2,8.50,0.0230,0.0447,1.5844,0.8813,4,0,false
24,88.00,96.00,0.7551,14,2,8.00,0.0190,0.0366,1.5844,0.8813,3,0,false
25,88.00,100.00,0.7755,13,2,7.50,0.0145,0.0271,1.5844,0.8813,3,0,false
26,94.00,100.00,0.7755,13,2,7.50,0.0108,0.0252,1.5844,0.8813,2,0,false
27,94.00,100.00,0.7755,13,2,7.50,0.0108,0.0247,1.5844,0.8813,1,0,false
28,94.00,100.00,0.7755,13,2,7.50,0.0108,0.0247,1.5844,0.8813,1,0,false
29,90.00,100.00,0.7755,13,2,7.50,0.0108,0.0247,1.5844,0.8813,1,0,false
30,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,1,0,false
31,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,1,false
32,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,2,false
33,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,3,false
34,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,4,false
35,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,5,false
36,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,6,false
37,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,7,false
38,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,8,false
39,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,9,false
40,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,10,false
41,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,11,false
42,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,12,false
43,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,13,false
44,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,14,false
45,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,15,false
46,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,16,false
47,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,17,false
48,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,18,false
49,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,19,false
50,90.00,100.00,0.7755,13,2,7.50,0.0102,0.0248,1.5844,0.8813,0,20,true
