step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,46.00,66.00,0.2041,47,8,27.50,0.1888,0.1588,1.5844,1.4855,0,0,false
1,52.00,66.00,0.2041,46,7,26.50,0.1862,0.1560,1.5844,1.4855,39,0,false
2,56.00,68.00,0.2041,45,6,25.50,0.1737,0.1499,1.5844,1.5219,37,0,false
3,56.00,62.00,0.2041,44,5,24.50,0.1679,0.1409,1.5844,1.5219,36,0,false
4,64.00,68.00,0.2041,43,4,23.50,0.1492,0.1367,1.5844,1.5219,36,0,false
5,54.00,68.00,0.2245,42,4,23.00,0.1391,0.1365,1.5844,1.5219,30,0,false
6,56.00,74.00,0.2449,41,4,22.50,0.1287,0.1358,1.5844,1.5219,26,0,false
7,54.00,70.00,0.2653,40,4,22.00,0.1235,0.1314,1.5844,1.3610,21,0,false
8,52.00,78.00,0.2857,39,4,21.50,0.1096,0.1310,1.5844,1.3610,20,0,false
9,50.00,82.00,0.3061,38,4,21.00,0.0984,0.1279,1.5844,1.3610,18,0,false
10,52.00,84.00,0.3265,37,4,20.50,0.0880,0.1189,1.5844,1.3610,18,0,false
11,52.00,80.00,0.3469,36,4,20.00,0.0830,0.1097,1.5844,1.3610,17,0,false
12,46.00,84.00,0.3673,35,4,19.50,0.0729,0.0981,1.5844,1.3610,16,0,false
13,58.00,86.00,0.3878,34,4,19.00,0.0698,0.0947,1.5844,1.3610,15,0,false
14,52.00,82.00,0.4082,33,4,18.50,0.0679,0.0922,1.5844,1.3610,14,0,false
15,64.00,88.00,0.4286,32,4,18.00,0.0560,0.0845,1.5844,1.3610,14,0,false
16,62.00,92.00,0.4490,31,4,17.50,0.0494,0.0780,1.5844,1.3610,12,0,false
17,58.00,92.00,0.4694,30,4,17.00,0.0423,0.0734,1.5844,1.3610,10,0,false
18,56.00,98.00,0.4898,29,4,16.50,0.0323,0.0615,1.5844,1.3610,9,0,false
19,62.00,98.00,0.5102,28,4,16.00,0.0283,0.0557,1.5844,1.3610,7,0,false
20,60.00,98.00,0.5306,27,4,15.50,0.0283,0.0497,1.5844,1.3610,6,0,false
21,58.00,98.00,0.5510,26,4,15.00,0.0266,0.0478,1.5844,1.3610,6,0,false
22,66.00,98.00,0.5714,25,4,14.50,0.0266,0.0455,1.5844,1.3610,6,0,false
23,58.00,96.00,0.5918,24,4,14.00,0.0244,0.0452,1.5844,1.3610,6,0,false
24,60.00,98.00,0.6122,23,4,13.50,0.0198,0.0383,1.5844,1.3610,5,0,false
25,62.00,98.00,0.6327,22,4,13.00,0.0198,0.0383,1.5844,1.3610,3,0,false
26,66.00,98.00,0.6531,21,4,12.50,0.0193,0.0377,1.5844,1.3610,3,0,false
27,60.00,96.00,0.6735,20,4,12.00,0.0193,0.0368,1.5844,1.3610,3,0,false
28,64.00,98.00,0.6939,19,4,11.50,0.0147,0.0317,1.5844,1.3610,3,0,false
29,64.00,98.00,0.7143,18,4,11.00,0.0147,0.0317,1.5844,1.3610,1,0,false
30,64.00,96.00,0.7347,17,4,10.50,0.0147,0.0317,1.5844,1.3610,1,0,false
31,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,1,0,false
32,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,1,false
33,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,2,false
34,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,3,false
35,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,4,false
36,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,5,false
37,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,6,false
38,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,7,false
39,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,8,false
40,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,9,false
41,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,10,false
42,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,11,false
43,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,12,false
44,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,13,false
45,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,14,false
46,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,15,false
47,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,16,false
48,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,17,false
49,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,18,false
50,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,19,false
51,62.00,100.00,0.7551,16,4,10.00,0.0102,0.0248,1.5844,1.3610,0,20,true
