step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,50.00,60.00,0.0000,-1,-1,-1.00,0.1529,0.1159,1.5827,1.3710,0,0,false
1,50.00,62.00,0.0000,-1,-1,-1.00,0.1501,0.1171,1.5827,1.3710,41,0,false
2,56.00,68.00,0.0000,-1,-1,-1.00,0.1433,0.1133,1.5827,1.2955,41,0,false
3,58.00,66.00,0.0000,-1,-1,-1.00,0.1359,0.1042,1.5827,1.2955,40,0,false
4,66.00,68.00,0.0000,-1,-1,-1.00,0.1306,0.1037,1.5827,1.2955,36,0,false
5,62.00,66.00,0.0000,-1,-1,-1.00,0.1264,0.1043,1.5827,1.2955,33,0,false
6,70.00,68.00,0.0000,-1,-1,-1.00,0.1149,0.1048,1.5827,1.2955,32,0,false
7,78.00,72.00,0.0000,-1,-1,-1.00,0.1041,0.0988,1.5827,1.3610,27,0,false
8,64.00,78.00,0.0000,-1,-1,-1.00,0.0930,0.0952,1.5827,1.3610,27,0,false
9,78.00,82.00,0.0000,-1,-1,-1.00,0.0843,0.0938,1.5827,1.3610,26,0,false
10,70.00,82.00,0.0000,-1,-1,-1.00,0.0814,0.0921,1.5827,1.3610,24,0,false
11,58.00,82.00,0.0000,-1,-1,-1.00,0.0759,0.0919,1.5827,1.3610,22,0,false
12,66.00,84.00,0.0000,-1,-1,-1.00,0.0718,0.0859,1.5827,1.3610,20,0,false
13,60.00,82.00,0.0000,-1,-1,-1.00,0.0671,0.0795,1.5827,1.3610,20,0,false
14,58.00,86.00,0.0000,-1,-1,-1.00,0.0603,0.0791,1.5827,1.3610,17,0,false
15,44.00,90.00,0.0000,-1,-1,-1.00,0.0549,0.0753,1.5827,1.3610,14,0,false
16,60.00,92.00,0.0000,-1,-1,-1.00,0.0494,0.0706,1.5827,1.3610,14,0,false
17,54.00,92.00,0.0000,-1,-1,-1.00,0.0481,0.0696,1.5827,1.5219,14,0,false
18,52.00,92.00,0.0000,-1,-1,-1.00,0.0447,0.0661,1.5827,1.5219,13,0,false
19,40.00,92.00,0.0000,-1,-1,-1.00,0.0399,0.0619,1.5827,1.5710,12,0,false
20,50.00,92.00,0.0000,-1,-1,-1.00,0.0362,0.0605,1.5827,1.5219,9,0,false
21,48.00,94.00,0.0000,-1,-1,-1.00,0.0311,0.0562,1.5827,1.5219,8,0,false
22,62.00,94.00,0.0000,-1,-1,-1.00,0.0311,0.0545,1.5827,1.5219,7,0,false
23,56.00,94.00,0.0000,-1,-1,-1.00,0.0311,0.0545,1.5827,1.5219,7,0,false
24,40.00,94.00,0.0000,-1,-1,-1.00,0.0290,0.0523,1.5827,1.5219,7,0,false
25,52.00,96.00,0.0000,-1,-1,-1.00,0.0230,0.0447,1.5827,1.5219,7,0,false
26,52.00,100.00,0.0000,-1,-1,-1.00,0.0176,0.0332,1.5827,1.5219,6,0,false
27,56.00,100.00,0.0000,-1,-1,-1.00,0.0142,0.0238,1.5827,1.5219,6,0,false
28,52.00,100.00,0.0000,-1,-1,-1.00,0.0125,0.0227,1.5827,1.5710,4,0,false
29,46.00,100.00,0.0000,-1,-1,-1.00,0.0125,0.0222,1.5827,1.5710,4,0,false
30,50.00,100.00,0.0000,-1,-1,-1.00,0.0125,0.0222,1.5827,1.5710,4,0,false
31,54.00,100.00,0.0000,-1,-1,-1.00,0.0125,0.0222,1.5827,1.5710,4,0,false
32,50.00,100.00,0.0000,-1,-1,-1.00,0.0108,0.0215,1.5827,1.5710,4,0,false
