step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,52.00,76.00,0.6939,33,48,40.50,0.1285,0.0990,1.5219,1.3710,0,0,false
1,72.00,82.00,0.8776,43,49,46.00,0.1103,0.1276,1.5219,0.9710,40,0,false
2,72.00,78.00,0.8980,42,47,44.50,0.0995,0.1096,1.5219,1.1568,36,0,false
3,68.00,74.00,0.9184,41,45,43.00,0.1127,0.1170,1.5219,1.3710,36,0,false
4,80.00,78.00,0.9184,38,42,40.00,0.0927,0.1017,1.5219,1.3710,27,0,false
5,80.00,86.00,0.8980,36,41,38.50,0.0748,0.0905,1.5219,1.3710,35,0,false
6,100.00,96.00,0.9184,34,38,36.00,0.0635,0.0869,1.5219,1.4855,24,0,false
7,76.00,96.00,0.8980,32,37,34.50,0.0602,0.0772,1.5219,1.3610,24,0,false
8,88.00,100.00,0.8571,29,36,32.50,0.0458,0.0551,1.5219,0.9710,21,0,false
9,92.00,100.00,0.8776,29,35,32.00,0.0387,0.0523,1.5219,0.9710,20,0,false
10,90.00,96.00,0.8571,27,34,30.50,0.0458,0.0594,1.5219,0.9710,12,0,false
11,92.00,100.00,0.7551,23,35,29.00,0.0380,0.0523,1.5219,0.9710,10,0,false
12,90.00,100.00,0.7755,21,32,26.50,0.0382,0.0531,1.5219,0.9710,10,0,false
13,88.00,100.00,0.7755,20,31,25.50,0.0338,0.0467,1.5219,1.3610,18,0,false
14,94.00,94.00,0.7755,18,29,23.50,0.0519,0.0834,1.5219,1.3610,14,0,false
15,90.00,96.00,0.7551,14,26,20.00,0.0480,0.0756,1.5219,1.3610,18,0,false
16,92.00,98.00,0.7755,13,24,18.50,0.0382,0.0487,1.5219,1.3610,11,0,false
17,92.00,98.00,0.7959,12,22,17.00,0.0370,0.0407,1.5219,1.3610,28,0,false
18,82.00,100.00,0.8163,11,20,15.50,0.0342,0.0394,1.5219,1.3610,27,0,false
19,88.00,100.00,0.8571,10,17,13.50,0.0287,0.0320,1.5219,1.5219,23,0,false
20,84.00,100.00,0.8571,9,16,12.50,0.0249,0.0287,1.5219,1.5710,23,0,false
21,90.00,100.00,0.8980,10,15,12.50,0.0237,0.0302,1.5219,1.5219,17,0,false
22,82.00,100.00,0.8571,7,14,10.50,0.0226,0.0276,1.5219,1.5710,18,0,false
23,86.00,100.00,0.8776,5,11,8.00,0.0196,0.0260,1.5219,1.5710,15,0,false
24,74.00,98.00,0.9184,3,7,5.00,0.0211,0.0300,1.5219,1.5710,20,0,false
25,82.00,98.00,0.9388,3,6,4.50,0.0177,0.0271,1.5219,1.4855,9,0,false
26,82.00,100.00,0.8980,3,8,5.50,0.0193,0.0265,1.5219,1.4855,10,0,false
27,78.00,100.00,0.9388,3,6,4.50,0.0175,0.0244,1.5219,1.4855,5,0,false
28,84.00,100.00,0.8571,3,10,6.50,0.0188,0.0256,1.5219,1.5219,4,0,false
29,84.00,100.00,0.8367,3,11,7.00,0.0166,0.0239,1.5219,1.5710,2,0,false
30,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,1,0,false
31,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,1,false
32,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,2,false
33,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,3,false
34,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,4,false
35,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,5,false
36,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,6,false
37,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,7,false
38,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,8,false
39,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,9,false
40,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,10,false
41,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,11,false
42,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,12,false
43,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,13,false
44,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,14,false
45,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,15,false
46,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,16,false
47,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,17,false
48,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,18,false
49,88.00,100.00,0.8367,3,11,7.00,0.0157,0.0228,1.5219,1.5710,0,19,false
