step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,54.00,0.6939,33,48,40.50,0.1777,0.1156,1.5844,1.5710,0,0,false
1,8.00,54.00,0.6939,32,47,39.50,0.1735,0.1140,1.5844,1.5710,46,0,false
2,0.00,58.00,0.6939,31,46,38.50,0.1665,0.1092,1.5844,1.5710,43,0,false
3,20.00,64.00,0.6939,30,45,37.50,0.1554,0.1101,1.5844,1.5219,40,0,false
4,8.00,62.00,0.6939,29,44,36.50,0.1477,0.1072,1.5844,1.4855,37,0,false
5,14.00,66.00,0.6939,28,43,35.50,0.1362,0.1058,1.5844,1.4855,37,0,false
6,26.00,68.00,0.6939,27,42,34.50,0.1285,0.1000,1.5844,1.4855,35,0,false
7,28.00,72.00,0.6939,26,41,33.50,0.1178,0.0956,1.5844,1.2955,34,0,false
8,28.00,70.00,0.6939,25,40,32.50,0.1100,0.0895,1.5844,1.2955,33,0,false
9,42.00,74.00,0.6939,24,39,31.50,0.1009,0.0854,1.5844,1.3710,29,0,false
10,30.00,74.00,0.6939,23,38,30.50,0.0962,0.0812,1.5844,1.1568,28,0,false
11,36.00,74.00,0.6939,22,37,29.50,0.0899,0.0766,1.5844,1.1568,27,0,false
12,42.00,76.00,0.6939,21,36,28.50,0.0848,0.0727,1.5844,1.1568,24,0,false
13,40.00,82.00,0.6939,20,35,27.50,0.0793,0.0677,1.5844,0.9219,24,0,false
14,46.00,82.00,0.6939,19,34,26.50,0.0713,0.0647,1.5844,0.9219,23,0,false
15,46.00,82.00,0.6939,18,33,25.50,0.0654,0.0601,1.5844,0.7219,22,0,false
16,56.00,86.00,0.6939,17,32,24.50,0.0596,0.0565,1.5844,0.7219,20,0,false
17,48.00,92.00,0.6939,16,31,23.50,0.0548,0.0534,1.5844,0.7219,17,0,false
18,54.00,96.00,0.6939,15,30,22.50,0.0505,0.0506,1.5844,0.7219,16,0,false
19,64.00,96.00,0.6939,14,29,21.50,0.0468,0.0486,1.5844,0.7219,16,0,false
20,60.00,96.00,0.6939,13,28,20.50,0.0419,0.0468,1.5844,0.7219,14,0,false
21,64.00,96.00,0.6939,12,27,19.50,0.0375,0.0431,1.5844,0.7219,14,0,false
22,70.00,96.00,0.6939,11,26,18.50,0.0345,0.0406,1.5844,0.7219,14,0,false
23,66.00,96.00,0.6939,10,25,17.50,0.0319,0.0392,1.5844,0.7219,12,0,false
24,64.00,98.00,0.6939,9,24,16.50,0.0291,0.0379,1.5844,0.8813,11,0,false
25,72.00,98.00,0.6939,8,23,15.50,0.0278,0.0358,1.5844,0.8813,9,0,false
26,72.00,98.00,0.6939,7,22,14.50,0.0266,0.0356,1.5844,0.8813,7,0,false
27,68.00,98.00,0.6939,6,21,13.50,0.0245,0.0342,1.5844,0.8813,6,0,false
28,72.00,98.00,0.6939,5,20,12.50,0.0230,0.0324,1.5844,0.8813,5,0,false
29,68.00,98.00,0.6939,4,19,11.50,0.0221,0.0305,1.5844,0.8813,5,0,false
30,66.00,98.00,0.6939,3,18,10.50,0.0210,0.0300,1.5844,0.8813,5,0,false
31,70.00,98.00,0.6939,2,17,9.50,0.0196,0.0287,1.5844,0.8813,5,0,false
32,76.00,98.00,0.6939,1,16,8.50,0.0164,0.0248,1.5844,0.8813,5,0,false
33,70.00,98.00,0.6939,0,15,7.50,0.0153,0.0234,1.5844,0.8813,4,0,false
34,72.00,98.00,0.7143,0,14,7.00,0.0142,0.0225,1.5844,0.7219,3,0,false
35,72.00,100.00,0.7347,0,13,6.50,0.0138,0.0204,1.5844,0.7219,1,0,false
36,70.00,100.00,0.7551,0,12,6.00,0.0138,0.0195,1.5844,0.7219,1,0,false
37,76.00,100.00,0.7755,0,11,5.50,0.0137,0.0195,1.5844,0.7219,1,0,false
38,76.00,100.00,0.7959,0,10,5.00,0.0136,0.0191,1.5844,0.7219,1,0,false
39,70.00,100.00,0.8163,0,9,4.50,0.0136,0.0187,1.5844,0.8813,1,0,false
40,72.00,100.00,0.8367,0,8,4.00,0.0136,0.0187,1.5844,0.8813,1,0,false
41,72.00,100.00,0.8571,0,7,3.50,0.0136,0.0187,1.5844,0.8813,1,0,false
42,72.00,100.00,0.8776,0,6,3.00,0.0136,0.0187,1.5844,0.8813,1,0,false
43,72.00,100.00,0.8980,0,5,2.50,0.0136,0.0187,1.5844,0.8813,1,0,false
44,72.00,100.00,0.9184,0,4,2.00,0.0136,0.0187,1.5844,0.8813,1,0,false
