step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,64.00,0.6939,33,48,40.50,0.1666,0.1221,1.5844,1.5710,0,0,false
1,4.00,64.00,0.6939,32,47,39.50,0.1615,0.1172,1.5844,1.5710,47,0,false
2,16.00,72.00,0.6939,31,46,38.50,0.1447,0.1099,1.5844,1.5710,44,0,false
3,16.00,76.00,0.6939,30,45,37.50,0.1294,0.1093,1.5844,1.5710,40,0,false
4,16.00,84.00,0.6939,29,44,36.50,0.1145,0.1053,1.5844,1.4855,34,0,false
5,32.00,84.00,0.6939,28,43,35.50,0.1018,0.0985,1.5844,1.4855,31,0,false
6,32.00,86.00,0.6939,27,42,34.50,0.0938,0.0928,1.5844,1.5710,29,0,false
7,32.00,86.00,0.6939,26,41,33.50,0.0870,0.0897,1.5844,1.4855,27,0,false
8,48.00,86.00,0.6939,25,40,32.50,0.0784,0.0842,1.5844,1.4855,24,0,false
9,40.00,86.00,0.6939,24,39,31.50,0.0722,0.0795,1.5844,1.5710,23,0,false
10,36.00,86.00,0.6939,23,38,30.50,0.0653,0.0729,1.5844,1.4855,20,0,false
11,56.00,88.00,0.6939,22,37,29.50,0.0590,0.0677,1.5844,1.4855,20,0,false
12,36.00,88.00,0.6939,21,36,28.50,0.0556,0.0635,1.5844,1.4855,19,0,false
13,58.00,88.00,0.6939,20,35,27.50,0.0493,0.0601,1.5844,1.4855,18,0,false
14,40.00,92.00,0.6939,19,34,26.50,0.0454,0.0536,1.5844,1.4855,17,0,false
15,44.00,96.00,0.6939,18,33,25.50,0.0418,0.0490,1.5844,1.4855,16,0,false
16,50.00,98.00,0.6939,17,32,24.50,0.0386,0.0422,1.5844,1.4855,14,0,false
17,58.00,98.00,0.6939,16,31,23.50,0.0371,0.0408,1.5844,1.4855,14,0,false
18,64.00,98.00,0.6939,15,30,22.50,0.0361,0.0401,1.5844,1.4855,13,0,false
19,62.00,98.00,0.6939,14,29,21.50,0.0345,0.0398,1.5844,1.4855,13,0,false
20,64.00,98.00,0.6939,13,28,20.50,0.0317,0.0398,1.5844,1.4855,12,0,false
21,62.00,98.00,0.6939,12,27,19.50,0.0304,0.0383,1.5844,1.4855,12,0,false
22,64.00,98.00,0.6939,11,26,18.50,0.0280,0.0378,1.5844,1.4855,12,0,false
23,62.00,98.00,0.6939,10,25,17.50,0.0253,0.0344,1.5844,1.5219,12,0,false
24,60.00,98.00,0.6939,9,24,16.50,0.0241,0.0324,1.5844,1.5219,11,0,false
25,56.00,98.00,0.6939,8,23,15.50,0.0227,0.0313,1.5844,1.4855,10,0,false
26,66.00,98.00,0.6939,7,22,14.50,0.0215,0.0293,1.5844,1.4855,8,0,false
27,64.00,100.00,0.6939,6,21,13.50,0.0209,0.0276,1.5844,1.4855,8,0,false
28,54.00,100.00,0.6939,5,20,12.50,0.0209,0.0269,1.5844,1.4855,7,0,false
29,70.00,100.00,0.6939,4,19,11.50,0.0189,0.0264,1.5844,1.4855,7,0,false
30,64.00,100.00,0.6939,3,18,10.50,0.0181,0.0247,1.5844,1.4855,5,0,false
31,66.00,100.00,0.6939,2,17,9.50,0.0174,0.0242,1.5844,1.4855,4,0,false
32,74.00,100.00,0.6939,1,16,8.50,0.0171,0.0242,1.5844,1.5219,4,0,false
33,72.00,100.00,0.6939,0,15,7.50,0.0170,0.0242,1.5844,1.5219,3,0,false
34,70.00,100.00,0.7143,0,14,7.00,0.0170,0.0241,1.5844,1.5219,2,0,false
35,70.00,100.00,0.7347,0,13,6.50,0.0170,0.0241,1.5844,1.5219,2,0,false
36,74.00,100.00,0.7551,0,12,6.00,0.0152,0.0222,1.5844,1.5219,2,0,false
37,74.00,100.00,0.7755,0,11,5.50,0.0146,0.0206,1.5844,1.5219,2,0,false
38,74.00,100.00,0.7959,0,10,5.00,0.0139,0.0204,1.5844,1.5219,2,0,false
39,74.00,100.00,0.8163,0,9,4.50,0.0137,0.0204,1.5844,1.5710,2,0,false
40,74.00,100.00,0.8367,0,8,4.00,0.0137,0.0204,1.5844,1.5710,1,0,false
41,72.00,100.00,0.8571,0,7,3.50,0.0137,0.0204,1.5844,1.5710,1,0,false
42,74.00,100.00,0.8776,0,6,3.00,0.0119,0.0176,1.5844,1.5710,1,0,false
43,72.00,100.00,0.8980,0,5,2.50,0.0113,0.0149,1.5844,1.5710,1,0,false
44,74.00,100.00,0.9184,0,4,2.00,0.0107,0.0142,1.5844,1.5710,1,0,false
