step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,60.00,0.6939,33,48,40.50,0.1688,0.1070,1.5844,1.5710,0,0,false
1,4.00,60.00,0.6939,32,47,39.50,0.1638,0.1092,1.5844,1.5710,45,0,false
2,12.00,72.00,0.6939,31,46,38.50,0.1528,0.1066,1.5844,1.5710,41,0,false
3,20.00,70.00,0.6939,30,45,37.50,0.1446,0.1053,1.5844,1.5219,39,0,false
4,12.00,72.00,0.6939,29,44,36.50,0.1343,0.1022,1.5844,1.4855,39,0,false
5,22.00,70.00,0.6939,28,43,35.50,0.1271,0.0976,1.5844,1.4855,37,0,false
6,24.00,74.00,0.6939,27,42,34.50,0.1185,0.0932,1.5844,1.4855,34,0,false
7,32.00,80.00,0.6939,26,41,33.50,0.1078,0.0914,1.5844,1.3710,34,0,false
8,26.00,82.00,0.6939,25,40,32.50,0.0999,0.0873,1.5844,1.3710,33,0,false
9,26.00,86.00,0.6939,24,39,31.50,0.0907,0.0848,1.5844,1.3710,32,0,false
10,26.00,88.00,0.6939,23,38,30.50,0.0830,0.0806,1.5844,1.3710,28,0,false
11,36.00,88.00,0.6939,22,37,29.50,0.0769,0.0751,1.5844,1.3710,26,0,false
12,48.00,90.00,0.6939,21,36,28.50,0.0714,0.0738,1.5844,1.4855,24,0,false
13,50.00,90.00,0.6939,20,35,27.50,0.0656,0.0710,1.5844,1.3710,22,0,false
14,56.00,92.00,0.6939,19,34,26.50,0.0592,0.0667,1.5844,1.3710,22,0,false
15,58.00,92.00,0.6939,18,33,25.50,0.0529,0.0609,1.5844,1.3710,16,0,false
16,64.00,92.00,0.6939,17,32,24.50,0.0482,0.0544,1.5844,1.3710,15,0,false
17,66.00,92.00,0.6939,16,31,23.50,0.0431,0.0497,1.5844,1.3710,13,0,false
18,66.00,94.00,0.6939,15,30,22.50,0.0404,0.0468,1.5844,1.3710,12,0,false
19,70.00,96.00,0.6939,14,29,21.50,0.0342,0.0448,1.5844,1.1568,11,0,false
20,84.00,96.00,0.6939,13,28,20.50,0.0329,0.0429,1.5844,1.1568,9,0,false
21,82.00,96.00,0.6939,12,27,19.50,0.0305,0.0421,1.5844,1.1568,7,0,false
22,88.00,98.00,0.6939,11,26,18.50,0.0282,0.0393,1.5844,0.7219,7,0,false
23,86.00,98.00,0.6939,10,25,17.50,0.0280,0.0366,1.5844,0.7219,6,0,false
24,80.00,98.00,0.6939,9,24,16.50,0.0274,0.0365,1.5844,1.1568,6,0,false
25,84.00,98.00,0.6939,8,23,15.50,0.0258,0.0358,1.5844,1.1568,6,0,false
26,86.00,100.00,0.6939,7,22,14.50,0.0246,0.0332,1.5844,1.1568,6,0,false
27,86.00,100.00,0.6939,6,21,13.50,0.0244,0.0320,1.5844,1.1568,5,0,false
28,82.00,100.00,0.6939,5,20,12.50,0.0241,0.0319,1.5844,1.1568,5,0,false
29,86.00,100.00,0.6939,4,19,11.50,0.0233,0.0311,1.5844,1.1568,5,0,false
30,84.00,100.00,0.6939,3,18,10.50,0.0220,0.0295,1.5844,1.1568,5,0,false
31,86.00,100.00,0.6939,2,17,9.50,0.0188,0.0256,1.5844,1.1568,5,0,false
32,80.00,100.00,0.6939,1,16,8.50,0.0186,0.0245,1.5844,1.1568,5,0,false
33,84.00,100.00,0.6939,0,15,7.50,0.0174,0.0246,1.5844,1.3710,5,0,false
34,84.00,100.00,0.7143,0,14,7.00,0.0163,0.0231,1.5844,1.3710,4,0,false
35,84.00,100.00,0.7347,0,13,6.50,0.0161,0.0228,1.5844,1.3710,3,0,false
36,86.00,100.00,0.7551,0,12,6.00,0.0161,0.0228,1.5844,1.3710,2,0,false
37,86.00,100.00,0.7755,0,11,5.50,0.0161,0.0228,1.5844,1.3710,2,0,false
38,84.00,100.00,0.7959,0,10,5.00,0.0161,0.0228,1.5844,1.3710,2,0,false
39,86.00,100.00,0.8163,0,9,4.50,0.0136,0.0203,1.5844,1.4855,2,0,false
40,86.00,100.00,0.8367,0,8,4.00,0.0136,0.0203,1.5844,1.4855,1,0,false
41,86.00,100.00,0.8571,0,7,3.50,0.0136,0.0203,1.5844,1.4855,1,0,false
42,86.00,100.00,0.8776,0,6,3.00,0.0136,0.0203,1.5844,1.4855,1,0,false
43,84.00,100.00,0.8980,0,5,2.50,0.0136,0.0203,1.5844,1.4855,1,0,false
44,90.00,100.00,0.9184,0,4,2.00,0.0110,0.0160,1.5844,1.4855,1,0,false
