step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,0.00,64.00,0.6939,33,48,40.50,0.1642,0.1344,1.5844,1.5710,0,0,false
1,0.00,64.00,0.6939,32,47,39.50,0.1647,0.1344,1.5844,1.5710,46,0,false
2,16.00,68.00,0.6939,31,46,38.50,0.1583,0.1296,1.5844,1.5710,41,0,false
3,24.00,76.00,0.6939,30,45,37.50,0.1429,0.1267,1.5844,1.5219,40,0,false
4,24.00,78.00,0.6939,29,44,36.50,0.1319,0.1214,1.5844,1.4855,39,0,false
5,22.00,78.00,0.6939,28,43,35.50,0.1219,0.1141,1.5844,1.4855,35,0,false
6,38.00,80.00,0.6939,27,42,34.50,0.1128,0.1059,1.5844,1.4855,33,0,false
7,36.00,80.00,0.6939,26,41,33.50,0.1022,0.0993,1.5844,1.3710,32,0,false
8,38.00,82.00,0.6939,25,40,32.50,0.0905,0.0933,1.5844,1.2955,30,0,false
9,40.00,86.00,0.6939,24,39,31.50,0.0820,0.0869,1.5844,1.4855,28,0,false
10,60.00,88.00,0.6939,23,38,30.50,0.0741,0.0801,1.5844,1.4855,25,0,false
11,52.00,88.00,0.6939,22,37,29.50,0.0659,0.0715,1.5844,1.4855,25,0,false
12,46.00,90.00,0.6939,21,36,28.50,0.0573,0.0623,1.5844,1.4855,24,0,false
13,44.00,94.00,0.6939,20,35,27.50,0.0506,0.0532,1.5844,1.4855,23,0,false
14,52.00,94.00,0.6939,19,34,26.50,0.0441,0.0447,1.5844,1.5219,22,0,false
15,64.00,98.00,0.6939,18,33,25.50,0.0393,0.0385,1.5844,1.5219,21,0,false
16,60.00,100.00,0.6939,17,32,24.50,0.0354,0.0336,1.5844,1.5219,20,0,false
17,60.00,100.00,0.6939,16,31,23.50,0.0336,0.0313,1.5844,1.5219,17,0,false
18,56.00,100.00,0.6939,15,30,22.50,0.0317,0.0303,1.5844,1.5710,17,0,false
19,64.00,100.00,0.6939,14,29,21.50,0.0304,0.0303,1.5844,1.5710,16,0,false
20,64.00,100.00,0.6939,13,28,20.50,0.0294,0.0299,1.5844,1.5710,13,0,false
21,70.00,100.00,0.6939,12,27,19.50,0.0279,0.0288,1.5844,1.5219,12,0,false
22,68.00,100.00,0.6939,11,26,18.50,0.0274,0.0277,1.5844,1.5219,11,0,false
23,72.00,100.00,0.6939,10,25,17.50,0.0260,0.0273,1.5844,1.5219,10,0,false
24,78.00,100.00,0.6939,9,24,16.50,0.0253,0.0266,1.5844,1.3610,10,0,false
25,72.00,100.00,0.6939,8,23,15.50,0.0236,0.0262,1.5844,1.3610,10,0,false
26,72.00,100.00,0.6939,7,22,14.50,0.0222,0.0246,1.5844,1.0000,10,0,false
27,76.00,100.00,0.6939,6,21,13.50,0.0202,0.0239,1.5844,1.0000,10,0,false
28,74.00,100.00,0.6939,5,20,12.50,0.0188,0.0232,1.5844,1.0000,9,0,false
29,74.00,100.00,0.6939,4,19,11.50,0.0179,0.0222,1.5844,1.0000,7,0,false
30,74.00,100.00,0.6939,3,18,10.50,0.0169,0.0218,1.5844,0.9710,6,0,false
31,72.00,100.00,0.6939,2,17,9.50,0.0166,0.0214,1.5844,0.9710,6,0,false
32,74.00,100.00,0.6939,1,16,8.50,0.0144,0.0213,1.5844,0.9710,4,0,false
33,76.00,100.00,0.6939,0,15,7.50,0.0138,0.0212,1.5844,0.9710,4,0,false
34,74.00,100.00,0.7143,0,14,7.00,0.0138,0.0211,1.5844,0.9710,3,0,false
35,80.00,100.00,0.7347,0,13,6.50,0.0133,0.0204,1.5844,0.9710,2,0,false
36,80.00,100.00,0.7551,0,12,6.00,0.0129,0.0191,1.5844,0.9710,2,0,false
37,72.00,100.00,0.7755,0,11,5.50,0.0126,0.0185,1.5844,0.9710,2,0,false
38,72.00,100.00,0.7959,0,10,5.00,0.0121,0.0179,1.5844,0.9710,1,0,false
39,78.00,100.00,0.8163,0,9,4.50,0.0121,0.0171,1.5844,0.8813,1,0,false
40,78.00,100.00,0.8367,0,8,4.00,0.0117,0.0168,1.5844,0.8813,1,0,false
41,78.00,100.00,0.8571,0,7,3.50,0.0116,0.0162,1.5844,0.8813,1,0,false
42,78.00,100.00,0.8776,0,6,3.00,0.0116,0.0160,1.5844,0.8813,1,0,false
43,78.00,100.00,0.8980,0,5,2.50,0.0116,0.0160,1.5844,0.8813,1,0,false
44,78.00,100.00,0.9184,0,4,2.00,0.0115,0.0160,1.5844,0.8813,1,0,false
