step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,60.00,56.00,0.6939,33,48,40.50,0.1662,0.1181,1.5490,0.9219,0,0,false
1,90.00,80.00,0.4490,32,5,18.50,0.1164,0.1261,1.5490,0.9219,40,0,false
2,82.00,74.00,0.4286,31,3,17.00,0.1261,0.1321,1.5490,0.9219,42,0,false
3,78.00,86.00,0.4490,30,3,16.50,0.1061,0.1211,1.5490,0.4690,38,0,false
4,70.00,82.00,0.4490,29,2,15.50,0.1156,0.1201,1.5490,0.4690,40,0,false
5,78.00,86.00,0.4898,28,3,15.50,0.1091,0.1199,1.5490,0.4690,35,0,false
6,70.00,84.00,0.4898,27,2,14.50,0.1084,0.1062,1.5490,0.4690,31,0,false
7,80.00,84.00,0.5102,26,2,14.00,0.1101,0.1092,1.5490,0.7219,26,0,false
8,78.00,80.00,0.5510,24,2,13.00,0.0958,0.1039,1.5490,0.8813,32,0,false
9,86.00,84.00,0.5714,23,2,12.50,0.0815,0.0945,1.5490,0.9710,34,0,false
10,70.00,86.00,0.5918,22,2,12.00,0.0854,0.0961,1.5490,0.9710,34,0,false
11,82.00,88.00,0.6327,20,2,11.00,0.0850,0.0966,1.5490,0.9710,30,0,false
12,78.00,92.00,0.6531,19,2,10.50,0.0661,0.0804,1.5490,0.8813,33,0,false
13,74.00,88.00,0.6735,18,2,10.00,0.0654,0.0774,1.5490,0.8813,27,0,false
14,78.00,90.00,0.6939,17,2,9.50,0.0552,0.0626,1.5490,0.8813,27,0,false
15,88.00,100.00,0.7143,16,2,9.00,0.0326,0.0472,1.5490,0.8813,24,0,false
16,86.00,90.00,0.7347,15,2,8.50,0.0435,0.0663,1.5490,0.8813,19,0,false
17,94.00,100.00,0.7551,14,2,8.00,0.0250,0.0341,1.5490,0.7219,25,0,false
18,88.00,100.00,0.7755,13,2,7.50,0.0228,0.0331,1.5490,0.7219,17,0,false
19,82.00,100.00,0.7959,12,2,7.00,0.0208,0.0286,1.5490,0.7219,14,0,false
20,88.00,100.00,0.8163,11,2,6.50,0.0223,0.0286,1.5490,0.7219,8,0,false
21,86.00,100.00,0.8571,9,2,5.50,0.0233,0.0290,1.5490,0.4690,7,0,false
22,86.00,100.00,0.8776,8,2,5.00,0.0238,0.0280,1.5490,0.4690,10,0,false
23,92.00,100.00,0.9184,6,2,4.00,0.0205,0.0254,1.5490,0.4690,8,0,false
24,84.00,100.00,0.9592,4,2,3.00,0.0194,0.0247,1.5490,0.4690,7,0,false
