step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,22.00,58.00,0.6939,33,48,40.50,0.1506,0.1095,1.5809,1.5710,0,0,false
1,58.00,74.00,0.7143,32,46,39.00,0.1383,0.1279,1.5809,1.5219,43,0,false
2,60.00,74.00,0.7347,31,44,37.50,0.1299,0.1248,1.5809,1.3610,38,0,false
3,70.00,78.00,0.7347,29,42,35.50,0.1211,0.1258,1.5809,1.0000,37,0,false
4,64.00,78.00,0.7347,28,41,34.50,0.1153,0.1203,1.5809,1.0000,37,0,false
5,66.00,78.00,0.7347,27,40,33.50,0.1101,0.1210,1.5809,1.0000,31,0,false
6,66.00,76.00,0.7551,26,38,32.00,0.1015,0.1149,1.5809,1.0000,26,0,false
7,68.00,76.00,0.7551,25,37,31.00,0.0990,0.1145,1.5809,1.0000,25,0,false
8,70.00,78.00,0.7347,23,36,29.50,0.0931,0.1158,1.5809,1.0000,22,0,false
9,72.00,78.00,0.7347,22,35,28.50,0.0894,0.1142,1.5809,0.9710,17,0,false
10,62.00,80.00,0.7347,21,34,27.50,0.0869,0.1118,1.5809,0.9710,18,0,false
11,68.00,82.00,0.7347,20,33,26.50,0.0801,0.1082,1.5809,1.0000,13,0,false
12,76.00,84.00,0.7347,19,32,25.50,0.0762,0.1072,1.5809,1.0000,14,0,false
13,72.00,84.00,0.7347,18,31,24.50,0.0752,0.1050,1.5809,1.0000,16,0,false
14,82.00,86.00,0.7551,17,29,23.00,0.0719,0.1047,1.5809,1.0000,14,0,false
15,76.00,86.00,0.7551,16,28,22.00,0.0711,0.1020,1.5809,1.0000,15,0,false
16,76.00,88.00,0.7551,15,27,21.00,0.0691,0.1007,1.5809,0.9710,15,0,false
17,82.00,90.00,0.7551,14,26,20.00,0.0620,0.0971,1.5809,0.9710,13,0,false
18,78.00,90.00,0.7551,13,25,19.00,0.0586,0.0904,1.5809,0.9710,14,0,false
19,82.00,90.00,0.7551,12,24,18.00,0.0548,0.0865,1.5809,0.9710,14,0,false
20,78.00,90.00,0.7551,11,23,17.00,0.0511,0.0828,1.5809,0.9710,14,0,false
21,86.00,90.00,0.7551,10,22,16.00,0.0475,0.0796,1.5809,0.9710,12,0,false
22,86.00,92.00,0.7347,8,21,14.50,0.0427,0.0723,1.5809,0.9710,11,0,false
23,82.00,90.00,0.7347,7,20,13.50,0.0403,0.0647,1.5809,0.8813,11,0,false
24,88.00,90.00,0.7347,6,19,12.50,0.0387,0.0610,1.5809,0.8813,11,0,false
25,80.00,92.00,0.7143,4,18,11.00,0.0358,0.0577,1.5809,0.8813,11,0,false
26,80.00,90.00,0.7143,3,17,10.00,0.0351,0.0547,1.5809,0.8813,11,0,false
27,76.00,92.00,0.7143,2,16,9.00,0.0339,0.0538,1.5809,0.8813,8,0,false
28,76.00,96.00,0.7143,1,15,8.00,0.0292,0.0484,1.5809,0.8813,8,0,false
29,78.00,100.00,0.7347,0,13,6.50,0.0226,0.0401,1.5809,0.8813,10,0,false
30,80.00,100.00,0.7755,0,11,5.50,0.0159,0.0272,1.5809,0.8813,8,0,false
31,80.00,100.00,0.7959,0,10,5.00,0.0150,0.0252,1.5809,0.9710,5,0,false
32,78.00,100.00,0.7959,0,10,5.00,0.0152,0.0258,1.5809,0.9710,2,0,false
33,74.00,100.00,0.7959,0,10,5.00,0.0150,0.0269,1.5809,0.8813,4,0,false
34,78.00,100.00,0.8571,0,7,3.50,0.0142,0.0249,1.5809,0.9710,4,0,false
35,80.00,100.00,0.9184,0,4,2.00,0.0114,0.0196,1.5809,0.9710,2,0,false
