step,strategy_agg,fitness_clust,factor_local,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps,consec_zero_swaps,stagnant
0,14.00,40.00,0.6939,33,48,40.50,0.2386,0.1638,1.5776,1.5710,0,0,false
1,28.00,50.00,0.6939,32,47,39.50,0.2173,0.1590,1.5776,1.5219,39,0,false
2,34.00,54.00,0.6939,31,46,38.50,0.2028,0.1590,1.5776,1.3610,43,0,false
3,40.00,60.00,0.6939,30,45,37.50,0.1863,0.1531,1.5776,1.0000,39,0,false
4,32.00,54.00,0.7143,29,43,36.00,0.1918,0.1562,1.5776,1.3610,39,0,false
5,42.00,60.00,0.7143,28,42,35.00,0.1728,0.1539,1.5776,1.4855,38,0,false
6,46.00,68.00,0.7143,27,41,34.00,0.1543,0.1502,1.5776,1.4855,31,0,false
7,52.00,76.00,0.7143,26,40,33.00,0.1382,0.1436,1.5776,1.2955,28,0,false
8,52.00,78.00,0.7143,25,39,32.00,0.1266,0.1369,1.5776,0.9710,25,0,false
9,56.00,82.00,0.7143,24,38,31.00,0.1145,0.1345,1.5776,0.8813,25,0,false
10,64.00,82.00,0.7143,23,37,30.00,0.1038,0.1295,1.5776,0.8813,25,0,false
11,68.00,84.00,0.7143,22,36,29.00,0.0941,0.1211,1.5776,0.8813,24,0,false
12,60.00,82.00,0.7143,21,35,28.00,0.0887,0.1162,1.5776,0.7219,24,0,false
13,66.00,90.00,0.7143,20,34,27.00,0.0751,0.1126,1.5776,0.7219,18,0,false
14,74.00,90.00,0.7143,19,33,26.00,0.0687,0.1092,1.5776,0.7219,19,0,false
15,66.00,88.00,0.7755,21,32,26.50,0.0697,0.1067,1.5776,0.4690,18,0,false
16,70.00,94.00,0.7755,20,31,25.50,0.0604,0.1052,1.5776,0.4690,16,0,false
17,82.00,94.00,0.7755,19,30,24.50,0.0545,0.1040,1.5776,0.0000,16,0,false
18,80.00,94.00,0.7755,18,29,23.50,0.0519,0.1017,1.5776,0.0000,14,0,false
19,78.00,94.00,0.7959,17,27,22.00,0.0499,0.1000,1.5776,0.0000,13,0,false
20,80.00,96.00,0.8163,16,25,20.50,0.0448,0.0990,1.5776,0.0000,13,0,false
21,84.00,96.00,0.8163,15,24,19.50,0.0404,0.0983,1.5776,0.0000,11,0,false
22,82.00,96.00,0.8163,14,23,18.50,0.0360,0.0974,1.5776,0.0000,10,0,false
23,82.00,96.00,0.8163,13,22,17.50,0.0353,0.0964,1.5776,0.0000,8,0,false
24,82.00,96.00,0.8163,12,21,16.50,0.0341,0.0957,1.5776,0.0000,6,0,false
25,82.00,98.00,0.8163,11,20,15.50,0.0333,0.0949,1.5776,0.0000,5,0,false
26,82.00,98.00,0.8163,10,19,14.50,0.0328,0.0945,1.5776,0.0000,5,0,false
27,82.00,98.00,0.8163,9,18,13.50,0.0303,0.0942,1.5776,0.4690,5,0,false
28,82.00,98.00,0.8163,8,17,12.50,0.0303,0.0940,1.5776,0.4690,5,0,false
29,80.00,98.00,0.8163,7,16,11.50,0.0301,0.0940,1.5776,0.4690,5,0,false
30,78.00,98.00,0.8163,6,15,10.50,0.0301,0.0940,1.5776,0.4690,5,0,false
31,80.00,98.00,0.8163,5,14,9.50,0.0301,0.0940,1.5776,0.4690,4,0,false
32,80.00,98.00,0.8163,4,13,8.50,0.0300,0.0941,1.5776,0.4690,4,0,false
33,80.00,98.00,0.8163,3,12,7.50,0.0298,0.0941,1.5776,0.4690,4,0,false
34,80.00,98.00,0.8163,2,11,6.50,0.0298,0.0941,1.5776,0.4690,4,0,false
35,78.00,98.00,0.8163,1,10,5.50,0.0298,0.0941,1.5776,0.4690,4,0,false
36,80.00,98.00,0.8163,0,9,4.50,0.0298,0.0941,1.5776,0.7219,4,0,false
37,80.00,98.00,0.8367,0,8,4.00,0.0298,0.0941,1.5776,0.7219,3,0,false
38,80.00,98.00,0.8571,0,7,3.50,0.0298,0.0941,1.5776,0.7219,3,0,false
39,80.00,98.00,0.8776,0,6,3.00,0.0297,0.0941,1.5776,0.7219,3,0,false
40,80.00,98.00,0.8980,0,5,2.50,0.0296,0.0942,1.5776,0.7219,3,0,false
41,80.00,98.00,0.9184,0,4,2.00,0.0294,0.0942,1.5776,0.7219,3,0,false
