step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,56.00,-1,-1,-1.00,0.1364,0.1014,1.5844,1.5219,0
1,54.00,-1,-1,-1.00,0.1364,0.0975,1.5844,1.4855,43
2,56.00,-1,-1,-1.00,0.1296,0.0959,1.5844,1.4855,42
3,46.00,-1,-1,-1.00,0.1182,0.0940,1.5844,1.4855,40
4,48.00,-1,-1,-1.00,0.1046,0.0904,1.5844,1.5219,35
5,44.00,-1,-1,-1.00,0.0939,0.0938,1.5844,1.5710,30
6,44.00,-1,-1,-1.00,0.0887,0.0933,1.5844,1.5710,25
7,44.00,-1,-1,-1.00,0.0828,0.0903,1.5844,1.4855,23
8,46.00,-1,-1,-1.00,0.0807,0.0900,1.5844,1.4855,21
9,46.00,-1,-1,-1.00,0.0746,0.0919,1.5844,1.4855,20
10,46.00,-1,-1,-1.00,0.0705,0.0872,1.5844,1.4855,17
11,62.00,-1,-1,-1.00,0.0692,0.0828,1.5844,1.4855,16
12,54.00,-1,-1,-1.00,0.0664,0.0808,1.5844,1.4855,16
13,56.00,-1,-1,-1.00,0.0600,0.0799,1.5844,1.4855,16
14,60.00,-1,-1,-1.00,0.0579,0.0784,1.5844,1.4855,12
15,46.00,-1,-1,-1.00,0.0559,0.0774,1.5844,1.4855,12
16,54.00,-1,-1,-1.00,0.0545,0.0765,1.5844,1.4855,11
17,58.00,-1,-1,-1.00,0.0532,0.0741,1.5844,1.4855,11
18,50.00,-1,-1,-1.00,0.0498,0.0716,1.5844,1.4855,10
19,52.00,-1,-1,-1.00,0.0484,0.0696,1.5844,1.4855,10
20,54.00,-1,-1,-1.00,0.0464,0.0665,1.5844,1.4855,10
21,54.00,-1,-1,-1.00,0.0443,0.0632,1.5844,1.4855,10
22,48.00,-1,-1,-1.00,0.0409,0.0580,1.5844,1.4855,10
23,58.00,-1,-1,-1.00,0.0392,0.0562,1.5844,1.4855,9
24,54.00,-1,-1,-1.00,0.0372,0.0549,1.5844,1.4855,9
25,44.00,-1,-1,-1.00,0.0332,0.0508,1.5844,1.5219,9
26,54.00,-1,-1,-1.00,0.0298,0.0472,1.5844,1.5219,8
27,52.00,-1,-1,-1.00,0.0244,0.0396,1.5844,1.4855,8
28,54.00,-1,-1,-1.00,0.0244,0.0355,1.5844,1.4855,8
29,52.00,-1,-1,-1.00,0.0210,0.0336,1.5844,1.3610,8
30,36.00,-1,-1,-1.00,0.0193,0.0306,1.5844,1.3610,7
31,56.00,-1,-1,-1.00,0.0176,0.0305,1.5844,1.3610,6
32,48.00,-1,-1,-1.00,0.0125,0.0232,1.5844,1.3610,5
33,40.00,-1,-1,-1.00,0.0125,0.0232,1.5844,1.5219,3
34,48.00,-1,-1,-1.00,0.0125,0.0232,1.5844,1.4855,3
35,48.00,-1,-1,-1.00,0.0108,0.0225,1.5844,1.4855,3
36,40.00,-1,-1,-1.00,0.0108,0.0220,1.5844,1.4855,2
37,44.00,-1,-1,-1.00,0.0108,0.0220,1.5844,1.4855,2
38,40.00,-1,-1,-1.00,0.0091,0.0206,1.5844,1.5710,2
39,48.00,-1,-1,-1.00,0.0091,0.0200,1.5844,1.5710,2
40,44.00,-1,-1,-1.00,0.0091,0.0200,1.5844,1.5710,2
41,36.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,2
42,40.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,1
43,44.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,1
44,44.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,1
45,44.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,0
