step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,70.00,-1,-1,-1.00,0.1469,0.0994,1.5844,1.4855,0
1,52.00,-1,-1,-1.00,0.1444,0.0964,1.5844,1.4855,37
2,62.00,-1,-1,-1.00,0.1342,0.1038,1.5844,1.4855,32
3,48.00,-1,-1,-1.00,0.1274,0.1005,1.5844,1.4855,30
4,54.00,-1,-1,-1.00,0.1249,0.1006,1.5844,1.4855,29
5,58.00,-1,-1,-1.00,0.1206,0.1012,1.5844,1.5710,27
6,74.00,-1,-1,-1.00,0.1118,0.1007,1.5844,1.5710,26
7,66.00,-1,-1,-1.00,0.1016,0.0949,1.5844,1.5710,26
8,58.00,-1,-1,-1.00,0.0975,0.0947,1.5844,1.5219,23
9,56.00,-1,-1,-1.00,0.0934,0.0909,1.5844,1.5219,22
10,44.00,-1,-1,-1.00,0.0888,0.0923,1.5844,1.3610,21
11,68.00,-1,-1,-1.00,0.0816,0.0930,1.5844,1.3610,19
12,58.00,-1,-1,-1.00,0.0763,0.0876,1.5844,1.3610,17
13,54.00,-1,-1,-1.00,0.0715,0.0828,1.5844,1.3610,17
14,52.00,-1,-1,-1.00,0.0695,0.0829,1.5844,1.4855,14
15,62.00,-1,-1,-1.00,0.0675,0.0814,1.5844,1.4855,14
16,68.00,-1,-1,-1.00,0.0579,0.0814,1.5844,1.3710,14
17,64.00,-1,-1,-1.00,0.0518,0.0778,1.5844,1.3710,12
18,54.00,-1,-1,-1.00,0.0477,0.0715,1.5844,1.3710,11
19,62.00,-1,-1,-1.00,0.0477,0.0657,1.5844,1.3710,11
20,70.00,-1,-1,-1.00,0.0457,0.0644,1.5844,1.3710,11
21,54.00,-1,-1,-1.00,0.0457,0.0644,1.5844,1.4855,10
22,70.00,-1,-1,-1.00,0.0406,0.0646,1.5844,1.5219,10
23,62.00,-1,-1,-1.00,0.0372,0.0593,1.5844,1.5219,8
24,48.00,-1,-1,-1.00,0.0358,0.0583,1.5844,1.5219,7
25,70.00,-1,-1,-1.00,0.0345,0.0560,1.5844,1.5219,7
26,66.00,-1,-1,-1.00,0.0311,0.0533,1.5844,1.5219,7
27,62.00,-1,-1,-1.00,0.0290,0.0496,1.5844,1.5219,6
28,64.00,-1,-1,-1.00,0.0273,0.0473,1.5844,1.5219,6
29,54.00,-1,-1,-1.00,0.0253,0.0455,1.5844,1.5219,5
30,64.00,-1,-1,-1.00,0.0232,0.0426,1.5844,1.5219,4
31,58.00,-1,-1,-1.00,0.0198,0.0357,1.5844,1.5219,4
32,60.00,-1,-1,-1.00,0.0198,0.0337,1.5844,1.5219,4
33,66.00,-1,-1,-1.00,0.0147,0.0309,1.5844,1.5219,4
34,60.00,-1,-1,-1.00,0.0147,0.0309,1.5844,1.5219,2
35,62.00,-1,-1,-1.00,0.0113,0.0249,1.5844,1.5219,2
36,62.00,-1,-1,-1.00,0.0113,0.0219,1.5844,1.5219,2
37,54.00,-1,-1,-1.00,0.0113,0.0219,1.5844,1.5219,2
38,66.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.5219,2
39,66.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.5219,1
40,66.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.5219,1
41,66.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.5219,1
42,66.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.5219,1
43,66.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,1
44,66.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,0
