step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,52.00,49,-1,49.00,0.2004,0.1478,1.5844,1.5710,0
1,56.00,48,-1,48.00,0.2041,0.1499,1.5844,1.5710,42
2,56.00,47,-1,47.00,0.1939,0.1522,1.5844,1.5710,41
3,60.00,46,-1,46.00,0.1854,0.1550,1.5844,1.5219,36
4,60.00,45,-1,45.00,0.1772,0.1571,1.5844,1.5219,32
5,68.00,44,-1,44.00,0.1716,0.1526,1.5844,1.3610,28
6,66.00,43,-1,43.00,0.1663,0.1472,1.5844,1.3610,28
7,64.00,42,-1,42.00,0.1638,0.1436,1.5844,1.3610,27
8,64.00,41,-1,41.00,0.1592,0.1428,1.5844,1.3610,27
9,60.00,40,-1,40.00,0.1533,0.1417,1.5844,1.3610,25
10,56.00,39,-1,39.00,0.1440,0.1411,1.5844,1.3610,23
11,62.00,38,-1,38.00,0.1299,0.1398,1.5844,1.3610,21
12,50.00,37,-1,37.00,0.1236,0.1351,1.5844,1.3610,19
13,60.00,36,-1,36.00,0.1173,0.1325,1.5844,1.3610,18
14,54.00,35,-1,35.00,0.1130,0.1278,1.5844,1.3610,17
15,42.00,34,-1,34.00,0.1039,0.1293,1.5844,1.3610,17
16,58.00,33,-1,33.00,0.0932,0.1279,1.5844,1.3610,16
17,52.00,32,-1,32.00,0.0888,0.1226,1.5844,1.3610,15
18,62.00,31,-1,31.00,0.0834,0.1205,1.5844,1.3610,13
19,58.00,30,-1,30.00,0.0776,0.1174,1.5844,1.2955,13
20,68.00,29,-1,29.00,0.0701,0.1169,1.5844,1.2955,11
21,58.00,28,-1,28.00,0.0687,0.1106,1.5844,1.2955,9
22,60.00,27,-1,27.00,0.0687,0.1088,1.5844,1.2955,9
23,56.00,26,-1,26.00,0.0673,0.1075,1.5844,1.2955,9
24,70.00,25,-1,25.00,0.0653,0.1051,1.5844,1.2955,9
25,70.00,24,-1,24.00,0.0619,0.1018,1.5844,1.2955,9
26,64.00,23,-1,23.00,0.0571,0.0965,1.5844,1.2955,9
27,68.00,22,-1,22.00,0.0517,0.0885,1.5844,1.2955,9
28,60.00,21,-1,21.00,0.0500,0.0827,1.5844,1.2955,9
29,76.00,20,-1,20.00,0.0429,0.0779,1.5844,1.4855,9
30,74.00,19,-1,19.00,0.0402,0.0687,1.5844,1.5219,9
31,64.00,18,-1,18.00,0.0346,0.0632,1.5844,1.5710,8
32,70.00,17,-1,17.00,0.0312,0.0556,1.5844,1.4855,6
33,70.00,16,-1,16.00,0.0261,0.0474,1.5844,1.4855,6
34,78.00,15,-1,15.00,0.0215,0.0435,1.5844,1.4855,4
35,82.00,14,-1,14.00,0.0198,0.0410,1.5844,1.2955,2
36,82.00,13,-1,13.00,0.0153,0.0335,1.5844,1.2955,2
37,78.00,12,-1,12.00,0.0147,0.0327,1.5844,1.2955,1
38,78.00,11,-1,11.00,0.0147,0.0317,1.5844,1.2955,1
39,82.00,10,-1,10.00,0.0147,0.0317,1.5844,1.2955,1
40,82.00,9,-1,9.00,0.0102,0.0248,1.5844,1.2955,1
41,82.00,9,-1,9.00,0.0102,0.0248,1.5844,1.2955,0
