step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.2031,0.1427,1.5844,1.5710,0
1,12.00,41,-1,41.00,0.2038,0.1426,1.5844,1.5219,43
2,16.00,40,-1,40.00,0.1970,0.1478,1.5844,1.5219,41
3,24.00,39,-1,39.00,0.1929,0.1438,1.5844,1.5219,36
4,26.00,38,-1,38.00,0.1871,0.1414,1.5844,1.5219,35
5,22.00,37,-1,37.00,0.1830,0.1385,1.5844,1.5710,33
6,38.00,36,-1,36.00,0.1789,0.1373,1.5844,1.5710,30
7,30.00,35,-1,35.00,0.1721,0.1363,1.5844,1.4855,29
8,40.00,34,-1,34.00,0.1682,0.1323,1.5844,1.5710,29
9,60.00,33,-1,33.00,0.1621,0.1313,1.5844,1.5710,26
10,38.00,32,-1,32.00,0.1531,0.1306,1.5844,1.4855,26
11,42.00,31,-1,31.00,0.1436,0.1275,1.5844,1.4855,24
12,50.00,30,-1,30.00,0.1295,0.1260,1.5844,1.4855,24
13,58.00,29,-1,29.00,0.1171,0.1249,1.5844,1.2955,21
14,56.00,28,-1,28.00,0.1079,0.1259,1.5844,1.3610,20
15,40.00,27,-1,27.00,0.1022,0.1235,1.5844,1.3610,15
16,46.00,26,-1,26.00,0.0981,0.1168,1.5844,1.2955,15
17,56.00,25,-1,25.00,0.0947,0.1142,1.5844,1.2955,14
18,56.00,24,-1,24.00,0.0846,0.1107,1.5844,1.4855,14
19,42.00,23,-1,23.00,0.0774,0.1014,1.5844,1.4855,12
20,32.00,22,-1,22.00,0.0676,0.0965,1.5844,1.5219,12
21,52.00,21,-1,21.00,0.0635,0.0916,1.5844,1.5219,10
22,40.00,20,-1,20.00,0.0616,0.0885,1.5844,1.5219,9
23,34.00,19,-1,19.00,0.0590,0.0850,1.5844,1.5219,9
24,40.00,18,-1,18.00,0.0524,0.0813,1.5844,1.5219,9
25,46.00,17,-1,17.00,0.0431,0.0770,1.5844,1.5219,8
26,42.00,16,-1,16.00,0.0397,0.0715,1.5844,1.5219,6
27,42.00,15,-1,15.00,0.0366,0.0690,1.5844,1.5219,5
28,44.00,14,-1,14.00,0.0346,0.0619,1.5844,1.5219,5
29,48.00,13,-1,13.00,0.0332,0.0602,1.5844,1.5219,5
30,46.00,12,-1,12.00,0.0272,0.0518,1.5844,1.5219,4
31,48.00,11,-1,11.00,0.0272,0.0468,1.5844,1.5219,4
32,44.00,10,-1,10.00,0.0193,0.0398,1.5844,1.5219,4
33,48.00,9,-1,9.00,0.0176,0.0343,1.5844,1.5710,3
34,48.00,8,-1,8.00,0.0176,0.0343,1.5844,1.5710,2
35,48.00,7,-1,7.00,0.0159,0.0337,1.5844,1.5710,2
36,44.00,6,-1,6.00,0.0153,0.0325,1.5844,1.5710,2
37,50.00,5,-1,5.00,0.0153,0.0316,1.5844,1.5710,2
38,50.00,4,-1,4.00,0.0108,0.0247,1.5844,1.5710,2
39,42.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,1
40,42.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,0
