step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,40.00,-1,-1,-1.00,0.1539,0.1169,1.5844,1.2955,0
1,40.00,-1,-1,-1.00,0.1514,0.1176,1.5844,1.4855,41
2,40.00,-1,-1,-1.00,0.1485,0.1177,1.5844,1.5219,40
3,38.00,-1,-1,-1.00,0.1417,0.1196,1.5844,1.4855,39
4,42.00,-1,-1,-1.00,0.1369,0.1167,1.5844,1.4855,34
5,50.00,-1,-1,-1.00,0.1288,0.1146,1.5844,1.5219,31
6,40.00,-1,-1,-1.00,0.1249,0.1081,1.5844,1.5710,29
7,54.00,-1,-1,-1.00,0.1224,0.1065,1.5844,1.5710,29
8,46.00,-1,-1,-1.00,0.1210,0.1055,1.5844,1.5710,27
9,60.00,-1,-1,-1.00,0.1161,0.1057,1.5844,1.5710,27
10,46.00,-1,-1,-1.00,0.1102,0.1047,1.5844,1.5710,26
11,52.00,-1,-1,-1.00,0.1012,0.1011,1.5844,1.5710,23
12,64.00,-1,-1,-1.00,0.0951,0.0964,1.5844,1.5710,21
13,60.00,-1,-1,-1.00,0.0900,0.0933,1.5844,1.5710,19
14,38.00,-1,-1,-1.00,0.0822,0.0915,1.5844,1.5710,18
15,44.00,-1,-1,-1.00,0.0774,0.0897,1.5844,1.5710,17
16,64.00,-1,-1,-1.00,0.0735,0.0878,1.5844,1.5219,17
17,54.00,-1,-1,-1.00,0.0639,0.0866,1.5844,1.4855,15
18,48.00,-1,-1,-1.00,0.0612,0.0812,1.5844,1.4855,12
19,54.00,-1,-1,-1.00,0.0517,0.0746,1.5844,1.4855,12
20,54.00,-1,-1,-1.00,0.0469,0.0649,1.5844,1.5710,10
21,52.00,-1,-1,-1.00,0.0435,0.0598,1.5844,1.5710,10
22,34.00,-1,-1,-1.00,0.0418,0.0566,1.5844,1.5710,10
23,54.00,-1,-1,-1.00,0.0418,0.0564,1.5844,1.5710,10
24,64.00,-1,-1,-1.00,0.0341,0.0544,1.5844,1.5710,10
25,64.00,-1,-1,-1.00,0.0321,0.0488,1.5844,1.5710,9
26,58.00,-1,-1,-1.00,0.0261,0.0434,1.5844,1.5710,9
27,56.00,-1,-1,-1.00,0.0261,0.0400,1.5844,1.5710,7
28,46.00,-1,-1,-1.00,0.0244,0.0402,1.5844,1.5710,7
29,44.00,-1,-1,-1.00,0.0210,0.0385,1.5844,1.5710,6
30,46.00,-1,-1,-1.00,0.0176,0.0338,1.5844,1.5710,4
31,50.00,-1,-1,-1.00,0.0142,0.0279,1.5844,1.5710,3
32,54.00,-1,-1,-1.00,0.0142,0.0243,1.5844,1.5710,3
33,50.00,-1,-1,-1.00,0.0142,0.0243,1.5844,1.5710,3
34,50.00,-1,-1,-1.00,0.0142,0.0243,1.5844,1.5710,3
35,52.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5710,3
36,54.00,-1,-1,-1.00,0.0108,0.0225,1.5844,1.5710,2
37,46.00,-1,-1,-1.00,0.0108,0.0220,1.5844,1.5710,2
38,58.00,-1,-1,-1.00,0.0108,0.0220,1.5844,1.5710,2
39,58.00,-1,-1,-1.00,0.0091,0.0206,1.5844,1.5710,2
40,54.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,2
41,58.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,1
42,58.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,1
43,56.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,1
44,56.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,0
