step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,46,-1,46.00,0.1588,0.1283,0.0000,0.0000,0
1,100.00,45,-1,45.00,0.1535,0.1222,0.0000,0.0000,42
2,100.00,44,-1,44.00,0.1394,0.1233,0.0000,0.0000,40
3,100.00,43,-1,43.00,0.1296,0.1204,0.0000,0.0000,34
4,100.00,42,-1,42.00,0.1167,0.1171,0.0000,0.0000,33
5,100.00,41,-1,41.00,0.1014,0.1060,0.0000,0.0000,31
6,100.00,40,-1,40.00,0.0939,0.1017,0.0000,0.0000,28
7,100.00,39,-1,39.00,0.0770,0.0905,0.0000,0.0000,26
8,100.00,38,-1,38.00,0.0710,0.0831,0.0000,0.0000,20
9,100.00,37,-1,37.00,0.0650,0.0761,0.0000,0.0000,19
10,100.00,36,-1,36.00,0.0587,0.0753,0.0000,0.0000,19
11,100.00,35,-1,35.00,0.0465,0.0681,0.0000,0.0000,18
12,100.00,34,-1,34.00,0.0394,0.0568,0.0000,0.0000,16
13,100.00,33,-1,33.00,0.0377,0.0555,0.0000,0.0000,13
14,100.00,32,-1,32.00,0.0371,0.0558,0.0000,0.0000,11
15,100.00,31,-1,31.00,0.0303,0.0527,0.0000,0.0000,10
16,100.00,30,-1,30.00,0.0286,0.0509,0.0000,0.0000,7
17,100.00,29,-1,29.00,0.0241,0.0482,0.0000,0.0000,6
18,100.00,28,-1,28.00,0.0235,0.0478,0.0000,0.0000,4
19,100.00,27,-1,27.00,0.0235,0.0471,0.0000,0.0000,4
20,100.00,26,-1,26.00,0.0235,0.0471,0.0000,0.0000,4
21,100.00,25,-1,25.00,0.0235,0.0471,0.0000,0.0000,4
22,100.00,24,-1,24.00,0.0235,0.0471,0.0000,0.0000,4
23,100.00,23,-1,23.00,0.0229,0.0466,0.0000,0.0000,4
24,100.00,22,-1,22.00,0.0224,0.0455,0.0000,0.0000,4
25,100.00,21,-1,21.00,0.0224,0.0448,0.0000,0.0000,4
26,100.00,20,-1,20.00,0.0178,0.0410,0.0000,0.0000,4
27,100.00,19,-1,19.00,0.0178,0.0410,0.0000,0.0000,3
28,100.00,18,-1,18.00,0.0178,0.0410,0.0000,0.0000,3
29,100.00,17,-1,17.00,0.0178,0.0410,0.0000,0.0000,3
30,100.00,16,-1,16.00,0.0178,0.0410,0.0000,0.0000,3
31,100.00,15,-1,15.00,0.0133,0.0363,0.0000,0.0000,3
32,100.00,14,-1,14.00,0.0087,0.0302,0.0000,0.0000,2
33,100.00,14,-1,14.00,0.0087,0.0302,0.0000,0.0000,0
