step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.1931,0.1302,1.5844,1.5710,0
1,0.00,41,-1,41.00,0.1938,0.1301,1.5844,1.5710,46
2,16.00,40,-1,40.00,0.1870,0.1315,1.5844,1.5219,42
3,26.00,39,-1,39.00,0.1829,0.1303,1.5844,1.5710,38
4,30.00,38,-1,38.00,0.1744,0.1291,1.5844,1.5710,35
5,24.00,37,-1,37.00,0.1705,0.1255,1.5844,1.5710,33
6,34.00,36,-1,36.00,0.1653,0.1219,1.5844,1.5710,32
7,40.00,35,-1,35.00,0.1580,0.1203,1.5844,1.5710,32
8,36.00,34,-1,34.00,0.1490,0.1188,1.5844,1.5219,29
9,40.00,33,-1,33.00,0.1384,0.1205,1.5844,1.5219,27
10,28.00,32,-1,32.00,0.1277,0.1143,1.5844,1.3610,25
11,40.00,31,-1,31.00,0.1159,0.1144,1.5844,1.3610,24
12,48.00,30,-1,30.00,0.1068,0.1158,1.5844,1.3610,22
13,44.00,29,-1,29.00,0.1020,0.1143,1.5844,1.3610,19
14,48.00,28,-1,28.00,0.0942,0.1143,1.5844,1.3610,17
15,54.00,27,-1,27.00,0.0874,0.1108,1.5844,1.3610,15
16,52.00,26,-1,26.00,0.0803,0.1042,1.5844,1.3610,15
17,46.00,25,-1,25.00,0.0736,0.0940,1.5844,1.3610,15
18,38.00,24,-1,24.00,0.0709,0.0875,1.5844,1.5219,14
19,54.00,23,-1,23.00,0.0658,0.0887,1.5844,1.5219,13
20,48.00,22,-1,22.00,0.0641,0.0839,1.5844,1.5219,11
21,54.00,21,-1,21.00,0.0590,0.0795,1.5844,1.5219,11
22,48.00,20,-1,20.00,0.0570,0.0724,1.5844,1.5219,11
23,56.00,19,-1,19.00,0.0531,0.0700,1.5844,1.5219,11
24,54.00,18,-1,18.00,0.0472,0.0664,1.5844,1.5219,11
25,58.00,17,-1,17.00,0.0375,0.0645,1.5844,1.5219,9
26,60.00,16,-1,16.00,0.0355,0.0574,1.5844,1.5219,7
27,54.00,15,-1,15.00,0.0329,0.0549,1.5844,1.5219,6
28,64.00,14,-1,14.00,0.0295,0.0463,1.5844,1.5219,6
29,62.00,13,-1,13.00,0.0249,0.0417,1.5844,1.5219,6
30,62.00,12,-1,12.00,0.0198,0.0375,1.5844,1.5219,5
31,62.00,11,-1,11.00,0.0198,0.0371,1.5844,1.5219,4
32,50.00,10,-1,10.00,0.0193,0.0373,1.5844,1.5219,4
33,54.00,9,-1,9.00,0.0176,0.0343,1.5844,1.5710,3
34,58.00,8,-1,8.00,0.0176,0.0343,1.5844,1.5710,2
35,58.00,7,-1,7.00,0.0153,0.0329,1.5844,1.5710,2
36,58.00,6,-1,6.00,0.0153,0.0316,1.5844,1.5710,2
37,60.00,5,-1,5.00,0.0153,0.0316,1.5844,1.5710,2
38,56.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,2
39,56.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,0
