step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,30,-1,30.00,0.0967,0.1035,0.0000,0.0000,0
1,100.00,29,-1,29.00,0.1021,0.1051,0.0000,0.0000,42
2,100.00,28,-1,28.00,0.0995,0.1060,0.0000,0.0000,42
3,100.00,27,-1,27.00,0.0995,0.1060,0.0000,0.0000,41
4,100.00,26,-1,26.00,0.0995,0.1060,0.0000,0.0000,41
5,100.00,25,-1,25.00,0.0942,0.1029,0.0000,0.0000,41
6,100.00,24,-1,24.00,0.0851,0.0955,0.0000,0.0000,38
7,100.00,23,-1,23.00,0.0744,0.0831,0.0000,0.0000,32
8,100.00,22,-1,22.00,0.0620,0.0705,0.0000,0.0000,28
9,100.00,21,-1,21.00,0.0549,0.0631,0.0000,0.0000,24
10,100.00,20,-1,20.00,0.0494,0.0591,0.0000,0.0000,23
11,100.00,19,-1,19.00,0.0423,0.0577,0.0000,0.0000,22
12,100.00,18,-1,18.00,0.0400,0.0548,0.0000,0.0000,21
13,100.00,17,-1,17.00,0.0329,0.0498,0.0000,0.0000,19
14,100.00,16,-1,16.00,0.0269,0.0433,0.0000,0.0000,17
15,100.00,15,-1,15.00,0.0252,0.0425,0.0000,0.0000,13
16,100.00,14,-1,14.00,0.0235,0.0398,0.0000,0.0000,13
17,100.00,13,-1,13.00,0.0229,0.0397,0.0000,0.0000,13
18,100.00,12,-1,12.00,0.0229,0.0397,0.0000,0.0000,11
19,100.00,11,-1,11.00,0.0190,0.0374,0.0000,0.0000,11
20,100.00,10,-1,10.00,0.0190,0.0370,0.0000,0.0000,8
21,100.00,9,-1,9.00,0.0184,0.0372,0.0000,0.0000,8
22,100.00,8,-1,8.00,0.0161,0.0364,0.0000,0.0000,7
23,100.00,7,-1,7.00,0.0161,0.0364,0.0000,0.0000,5
24,100.00,6,-1,6.00,0.0144,0.0361,0.0000,0.0000,5
25,100.00,5,-1,5.00,0.0138,0.0362,0.0000,0.0000,3
26,100.00,4,-1,4.00,0.0138,0.0362,0.0000,0.0000,2
27,100.00,3,-1,3.00,0.0133,0.0363,0.0000,0.0000,2
28,100.00,2,-1,2.00,0.0133,0.0363,0.0000,0.0000,1
29,100.00,1,-1,1.00,0.0087,0.0302,0.0000,0.0000,1
30,100.00,1,-1,1.00,0.0087,0.0302,0.0000,0.0000,0
