step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,46,-1,46.00,0.1333,0.1124,0.0000,0.0000,0
1,100.00,45,-1,45.00,0.1307,0.1069,0.0000,0.0000,45
2,100.00,44,-1,44.00,0.1194,0.0974,0.0000,0.0000,45
3,100.00,43,-1,43.00,0.1019,0.0907,0.0000,0.0000,36
4,100.00,42,-1,42.00,0.0866,0.0769,0.0000,0.0000,33
5,100.00,41,-1,41.00,0.0789,0.0761,0.0000,0.0000,30
6,100.00,40,-1,40.00,0.0727,0.0768,0.0000,0.0000,26
7,100.00,39,-1,39.00,0.0710,0.0766,0.0000,0.0000,23
8,100.00,38,-1,38.00,0.0710,0.0764,0.0000,0.0000,23
9,100.00,37,-1,37.00,0.0650,0.0746,0.0000,0.0000,23
10,100.00,36,-1,36.00,0.0578,0.0716,0.0000,0.0000,22
11,100.00,35,-1,35.00,0.0462,0.0625,0.0000,0.0000,16
12,100.00,34,-1,34.00,0.0456,0.0605,0.0000,0.0000,12
13,100.00,33,-1,33.00,0.0450,0.0603,0.0000,0.0000,12
14,100.00,32,-1,32.00,0.0445,0.0596,0.0000,0.0000,11
15,100.00,31,-1,31.00,0.0382,0.0584,0.0000,0.0000,11
16,100.00,30,-1,30.00,0.0382,0.0582,0.0000,0.0000,10
17,100.00,29,-1,29.00,0.0320,0.0551,0.0000,0.0000,10
18,100.00,28,-1,28.00,0.0275,0.0509,0.0000,0.0000,9
19,100.00,27,-1,27.00,0.0258,0.0490,0.0000,0.0000,8
20,100.00,26,-1,26.00,0.0241,0.0469,0.0000,0.0000,8
21,100.00,25,-1,25.00,0.0241,0.0469,0.0000,0.0000,7
22,100.00,24,-1,24.00,0.0235,0.0471,0.0000,0.0000,7
23,100.00,23,-1,23.00,0.0235,0.0471,0.0000,0.0000,5
24,100.00,22,-1,22.00,0.0229,0.0466,0.0000,0.0000,5
25,100.00,21,-1,21.00,0.0229,0.0460,0.0000,0.0000,4
26,100.00,20,-1,20.00,0.0224,0.0455,0.0000,0.0000,4
27,100.00,19,-1,19.00,0.0224,0.0448,0.0000,0.0000,4
28,100.00,18,-1,18.00,0.0224,0.0448,0.0000,0.0000,4
29,100.00,17,-1,17.00,0.0224,0.0448,0.0000,0.0000,4
30,100.00,16,-1,16.00,0.0178,0.0410,0.0000,0.0000,4
31,100.00,15,-1,15.00,0.0133,0.0363,0.0000,0.0000,3
32,100.00,14,-1,14.00,0.0133,0.0363,0.0000,0.0000,1
33,100.00,13,-1,13.00,0.0087,0.0302,0.0000,0.0000,1
34,100.00,13,-1,13.00,0.0087,0.0302,0.0000,0.0000,0
