step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.1866,0.1321,1.5844,1.5710,0
1,16.00,41,-1,41.00,0.1873,0.1321,1.5844,1.5710,43
2,28.00,40,-1,40.00,0.1786,0.1332,1.5844,1.5219,36
3,24.00,39,-1,39.00,0.1712,0.1333,1.5844,1.5710,35
4,24.00,38,-1,38.00,0.1671,0.1345,1.5844,1.5710,33
5,20.00,37,-1,37.00,0.1603,0.1363,1.5844,1.5710,30
6,32.00,36,-1,36.00,0.1546,0.1327,1.5844,1.5710,27
7,28.00,35,-1,35.00,0.1465,0.1307,1.5844,1.5219,27
8,40.00,34,-1,34.00,0.1403,0.1300,1.5844,1.5219,27
9,32.00,33,-1,33.00,0.1344,0.1283,1.5844,1.5219,25
10,44.00,32,-1,32.00,0.1294,0.1269,1.5844,1.3610,22
11,44.00,31,-1,31.00,0.1260,0.1264,1.5844,1.3610,21
12,44.00,30,-1,30.00,0.1165,0.1246,1.5844,1.3610,21
13,40.00,29,-1,29.00,0.1102,0.1258,1.5844,1.3610,18
14,66.00,28,-1,28.00,0.1041,0.1259,1.5844,1.3610,16
15,48.00,27,-1,27.00,0.0983,0.1245,1.5844,1.3610,15
16,44.00,26,-1,26.00,0.0937,0.1194,1.5844,1.3610,15
17,44.00,25,-1,25.00,0.0937,0.1138,1.5844,1.3610,14
18,54.00,24,-1,24.00,0.0916,0.1127,1.5844,1.4855,14
19,50.00,23,-1,23.00,0.0821,0.1058,1.5844,1.4855,14
20,36.00,22,-1,22.00,0.0743,0.0961,1.5844,1.4855,13
21,54.00,21,-1,21.00,0.0706,0.0907,1.5844,1.4855,12
22,58.00,20,-1,20.00,0.0667,0.0886,1.5844,1.3710,12
23,46.00,19,-1,19.00,0.0667,0.0849,1.5844,1.4855,11
24,54.00,18,-1,18.00,0.0567,0.0852,1.5844,1.4855,11
25,44.00,17,-1,17.00,0.0488,0.0811,1.5844,1.4855,9
26,50.00,16,-1,16.00,0.0454,0.0754,1.5844,1.5219,8
27,50.00,15,-1,15.00,0.0406,0.0729,1.5844,1.5219,8
28,52.00,14,-1,14.00,0.0355,0.0644,1.5844,1.5219,7
29,54.00,13,-1,13.00,0.0349,0.0625,1.5844,1.5219,6
30,48.00,12,-1,12.00,0.0278,0.0532,1.5844,1.5219,5
31,54.00,11,-1,11.00,0.0272,0.0467,1.5844,1.5219,5
32,54.00,10,-1,10.00,0.0238,0.0427,1.5844,1.5219,5
33,50.00,9,-1,9.00,0.0221,0.0384,1.5844,1.5710,5
34,58.00,8,-1,8.00,0.0215,0.0378,1.5844,1.5710,4
35,52.00,7,-1,7.00,0.0153,0.0316,1.5844,1.5710,4
36,52.00,6,-1,6.00,0.0153,0.0316,1.5844,1.5710,2
37,50.00,5,-1,5.00,0.0147,0.0317,1.5844,1.5710,2
38,50.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,1
39,50.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,0
