step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,50.00,47,-1,47.00,0.1724,0.1428,1.5844,1.5710,0
1,60.00,46,-1,46.00,0.1650,0.1363,1.5844,1.5219,39
2,60.00,45,-1,45.00,0.1587,0.1327,1.5844,1.3610,34
3,60.00,44,-1,44.00,0.1497,0.1315,1.5844,1.0000,34
4,54.00,43,-1,43.00,0.1446,0.1275,1.5844,0.9710,30
5,64.00,42,-1,42.00,0.1363,0.1255,1.5844,1.2955,24
6,70.00,41,-1,41.00,0.1300,0.1210,1.5844,1.2955,23
7,68.00,40,-1,40.00,0.1256,0.1184,1.5844,1.2955,23
8,58.00,39,-1,39.00,0.1152,0.1169,1.5844,1.2955,23
9,58.00,38,-1,38.00,0.1034,0.1168,1.5844,1.2955,21
10,66.00,37,-1,37.00,0.0939,0.1143,1.5844,1.1568,18
11,72.00,36,-1,36.00,0.0864,0.1105,1.5844,1.1568,16
12,76.00,35,-1,35.00,0.0813,0.1098,1.5844,1.1568,15
13,80.00,34,-1,34.00,0.0793,0.1078,1.5844,1.1568,14
14,76.00,33,-1,33.00,0.0738,0.1075,1.5844,1.1568,14
15,80.00,32,-1,32.00,0.0704,0.1067,1.5844,1.1568,13
16,76.00,31,-1,31.00,0.0643,0.1043,1.5844,1.1568,13
17,74.00,30,-1,30.00,0.0599,0.1025,1.5844,1.1568,12
18,76.00,29,-1,29.00,0.0541,0.0962,1.5844,1.1568,11
19,80.00,28,-1,28.00,0.0500,0.0889,1.5844,1.1568,10
20,82.00,27,-1,27.00,0.0466,0.0875,1.5844,1.1568,9
21,84.00,26,-1,26.00,0.0432,0.0803,1.5844,1.1568,8
22,80.00,25,-1,25.00,0.0398,0.0757,1.5844,1.1568,8
23,72.00,24,-1,24.00,0.0344,0.0698,1.5844,1.1568,8
24,74.00,23,-1,23.00,0.0306,0.0653,1.5844,1.1568,7
25,74.00,22,-1,22.00,0.0255,0.0589,1.5844,1.1568,4
26,80.00,21,-1,21.00,0.0221,0.0507,1.5844,1.1568,3
27,80.00,20,-1,20.00,0.0221,0.0447,1.5844,1.1568,3
28,74.00,19,-1,19.00,0.0221,0.0447,1.5844,1.1568,3
29,80.00,18,-1,18.00,0.0221,0.0447,1.5844,1.1568,3
30,78.00,17,-1,17.00,0.0204,0.0423,1.5844,1.1568,3
31,78.00,16,-1,16.00,0.0204,0.0397,1.5844,1.1568,3
32,78.00,15,-1,15.00,0.0204,0.0397,1.5844,1.1568,3
33,76.00,14,-1,14.00,0.0198,0.0391,1.5844,1.1568,3
34,80.00,13,-1,13.00,0.0153,0.0335,1.5844,1.1568,3
35,78.00,12,-1,12.00,0.0153,0.0335,1.5844,1.1568,1
36,78.00,11,-1,11.00,0.0153,0.0335,1.5844,1.1568,1
37,78.00,10,-1,10.00,0.0153,0.0335,1.5844,1.1568,1
38,72.00,9,-1,9.00,0.0147,0.0327,1.5844,0.9219,1
39,78.00,8,-1,8.00,0.0102,0.0248,1.5844,0.9219,1
40,78.00,8,-1,8.00,0.0102,0.0248,1.5844,0.9219,0
