step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,52.00,48,-1,48.00,0.2256,0.1613,1.5844,1.4855,0
1,54.00,47,-1,47.00,0.2140,0.1602,1.5844,1.2955,39
2,52.00,46,-1,46.00,0.2101,0.1557,1.5844,1.2955,36
3,48.00,45,-1,45.00,0.1965,0.1548,1.5844,1.2955,36
4,52.00,44,-1,44.00,0.1922,0.1571,1.5844,1.2955,35
5,60.00,43,-1,43.00,0.1732,0.1575,1.5844,1.4855,34
6,58.00,42,-1,42.00,0.1596,0.1558,1.5844,1.2955,30
7,56.00,41,-1,41.00,0.1567,0.1510,1.5844,1.1568,27
8,64.00,40,-1,40.00,0.1485,0.1475,1.5844,1.1568,27
9,58.00,39,-1,39.00,0.1361,0.1458,1.5844,0.7219,23
10,58.00,38,-1,38.00,0.1211,0.1409,1.5844,0.8813,22
11,66.00,37,-1,37.00,0.1177,0.1359,1.5844,0.8813,18
12,70.00,36,-1,36.00,0.1089,0.1354,1.5844,0.7219,17
13,68.00,35,-1,35.00,0.0977,0.1349,1.5844,0.7219,15
14,66.00,34,-1,34.00,0.0858,0.1298,1.5844,0.7219,14
15,76.00,33,-1,33.00,0.0807,0.1250,1.5844,0.7219,10
16,64.00,32,-1,32.00,0.0734,0.1213,1.5844,0.4690,10
17,66.00,31,-1,31.00,0.0679,0.1155,1.5844,0.4690,9
18,72.00,30,-1,30.00,0.0628,0.1126,1.5844,0.4690,9
19,72.00,29,-1,29.00,0.0570,0.1075,1.5844,0.4690,8
20,70.00,28,-1,28.00,0.0514,0.0988,1.5844,0.4690,8
21,78.00,27,-1,27.00,0.0454,0.0912,1.5844,0.4690,6
22,70.00,26,-1,26.00,0.0420,0.0814,1.5844,0.4690,6
23,74.00,25,-1,25.00,0.0402,0.0782,1.5844,0.4690,6
24,80.00,24,-1,24.00,0.0340,0.0747,1.5844,0.9219,5
25,76.00,23,-1,23.00,0.0327,0.0708,1.5844,0.9219,3
26,64.00,22,-1,22.00,0.0306,0.0642,1.5844,0.9219,3
27,68.00,21,-1,21.00,0.0266,0.0540,1.5844,0.9219,3
28,72.00,20,-1,20.00,0.0261,0.0474,1.5844,0.9219,3
29,74.00,19,-1,19.00,0.0244,0.0445,1.5844,0.9219,3
30,74.00,18,-1,18.00,0.0198,0.0383,1.5844,0.9219,3
31,72.00,17,-1,17.00,0.0153,0.0335,1.5844,0.9219,2
32,72.00,16,-1,16.00,0.0153,0.0335,1.5844,0.9219,1
33,74.00,15,-1,15.00,0.0147,0.0327,1.5844,0.9219,1
34,72.00,14,-1,14.00,0.0147,0.0317,1.5844,0.9219,1
35,74.00,13,-1,13.00,0.0147,0.0317,1.5844,0.9219,1
36,74.00,12,-1,12.00,0.0102,0.0248,1.5844,0.9219,1
37,74.00,12,-1,12.00,0.0102,0.0248,1.5844,0.9219,0
