step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,44.00,-1,-1,-1.00,0.1505,0.1038,1.5844,1.4855,0
1,38.00,-1,-1,-1.00,0.1412,0.1037,1.5844,1.5710,42
2,48.00,-1,-1,-1.00,0.1330,0.1001,1.5844,1.5710,39
3,40.00,-1,-1,-1.00,0.1305,0.0920,1.5844,1.5710,34
4,40.00,-1,-1,-1.00,0.1228,0.0931,1.5844,1.5219,33
5,50.00,-1,-1,-1.00,0.1147,0.0980,1.5844,1.5219,31
6,40.00,-1,-1,-1.00,0.1020,0.0983,1.5844,1.5710,28
7,52.00,-1,-1,-1.00,0.0930,0.0933,1.5844,1.4855,25
8,46.00,-1,-1,-1.00,0.0882,0.0897,1.5844,1.4855,24
9,58.00,-1,-1,-1.00,0.0820,0.0880,1.5844,1.4855,23
10,42.00,-1,-1,-1.00,0.0809,0.0843,1.5844,1.4855,22
11,44.00,-1,-1,-1.00,0.0777,0.0845,1.5844,1.5219,22
12,54.00,-1,-1,-1.00,0.0695,0.0822,1.5844,1.5219,19
13,44.00,-1,-1,-1.00,0.0678,0.0766,1.5844,1.4855,17
14,52.00,-1,-1,-1.00,0.0617,0.0757,1.5844,1.4855,16
15,48.00,-1,-1,-1.00,0.0569,0.0736,1.5844,1.4855,14
16,52.00,-1,-1,-1.00,0.0494,0.0717,1.5844,1.5219,14
17,42.00,-1,-1,-1.00,0.0481,0.0673,1.5844,1.5219,11
18,44.00,-1,-1,-1.00,0.0443,0.0654,1.5844,1.5219,11
19,34.00,-1,-1,-1.00,0.0409,0.0618,1.5844,1.5219,10
20,42.00,-1,-1,-1.00,0.0372,0.0572,1.5844,1.5219,10
21,38.00,-1,-1,-1.00,0.0372,0.0545,1.5844,1.5219,10
22,38.00,-1,-1,-1.00,0.0298,0.0534,1.5844,1.5219,10
23,34.00,-1,-1,-1.00,0.0264,0.0488,1.5844,1.5219,6
24,46.00,-1,-1,-1.00,0.0230,0.0434,1.5844,1.5219,6
25,48.00,-1,-1,-1.00,0.0230,0.0412,1.5844,1.5219,6
26,46.00,-1,-1,-1.00,0.0176,0.0358,1.5844,1.5219,6
27,42.00,-1,-1,-1.00,0.0176,0.0320,1.5844,1.5219,4
28,38.00,-1,-1,-1.00,0.0159,0.0318,1.5844,1.4855,4
29,40.00,-1,-1,-1.00,0.0142,0.0307,1.5844,1.4855,3
30,42.00,-1,-1,-1.00,0.0142,0.0303,1.5844,1.4855,3
31,40.00,-1,-1,-1.00,0.0102,0.0241,1.5844,1.4855,3
32,44.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,2
33,44.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,1
34,40.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,1
35,40.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,1
36,44.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,1
37,44.00,-1,-1,-1.00,0.0096,0.0211,1.5844,1.4855,1
38,36.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,1
39,36.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,0
