step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,68.00,46,-1,46.00,0.2006,0.1403,1.5844,1.3710,0
1,74.00,45,-1,45.00,0.2045,0.1406,1.5844,1.4855,39
2,70.00,44,-1,44.00,0.1922,0.1410,1.5844,1.5219,38
3,72.00,43,-1,43.00,0.1854,0.1420,1.5844,1.5219,35
4,58.00,42,-1,42.00,0.1786,0.1420,1.5844,1.5219,34
5,66.00,41,-1,41.00,0.1716,0.1402,1.5844,1.3610,34
6,66.00,40,-1,40.00,0.1635,0.1389,1.5844,1.3610,33
7,70.00,39,-1,39.00,0.1500,0.1343,1.5844,1.3610,32
8,72.00,38,-1,38.00,0.1419,0.1374,1.5844,1.4855,29
9,72.00,37,-1,37.00,0.1326,0.1291,1.5844,1.4855,25
10,60.00,36,-1,36.00,0.1262,0.1292,1.5844,1.4855,24
11,64.00,35,-1,35.00,0.1164,0.1276,1.5844,1.2955,22
12,60.00,34,-1,34.00,0.1085,0.1203,1.5844,0.8813,21
13,64.00,33,-1,33.00,0.0996,0.1181,1.5844,0.8813,20
14,74.00,32,-1,32.00,0.0881,0.1153,1.5844,0.8813,19
15,68.00,31,-1,31.00,0.0834,0.1088,1.5844,0.8813,17
16,66.00,30,-1,30.00,0.0789,0.1077,1.5844,0.8813,16
17,70.00,29,-1,29.00,0.0707,0.1034,1.5844,1.2955,15
18,66.00,28,-1,28.00,0.0595,0.1009,1.5844,1.4855,14
19,60.00,27,-1,27.00,0.0576,0.0907,1.5844,1.4855,12
20,62.00,26,-1,26.00,0.0553,0.0903,1.5844,1.4855,11
21,60.00,25,-1,25.00,0.0553,0.0888,1.5844,1.4855,9
22,58.00,24,-1,24.00,0.0494,0.0869,1.5844,1.4855,9
23,56.00,23,-1,23.00,0.0421,0.0792,1.5844,1.5710,7
24,58.00,22,-1,22.00,0.0415,0.0774,1.5844,1.5710,5
25,48.00,21,-1,21.00,0.0398,0.0761,1.5844,1.4855,5
26,56.00,20,-1,20.00,0.0344,0.0659,1.5844,1.4855,5
27,60.00,19,-1,19.00,0.0298,0.0568,1.5844,1.4855,5
28,62.00,18,-1,18.00,0.0244,0.0499,1.5844,1.4855,4
29,62.00,17,-1,17.00,0.0221,0.0441,1.5844,1.4855,4
30,58.00,16,-1,16.00,0.0221,0.0408,1.5844,1.4855,4
31,62.00,15,-1,15.00,0.0204,0.0406,1.5844,1.2955,4
32,62.00,14,-1,14.00,0.0159,0.0358,1.5844,1.2955,4
33,62.00,13,-1,13.00,0.0153,0.0351,1.5844,1.2955,2
34,54.00,12,-1,12.00,0.0153,0.0341,1.5844,1.2955,2
35,60.00,11,-1,11.00,0.0147,0.0343,1.5844,1.2955,2
36,60.00,10,-1,10.00,0.0102,0.0280,1.5844,1.2955,1
37,60.00,10,-1,10.00,0.0102,0.0280,1.5844,1.2955,0
