step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,46.00,-1,-1,-1.00,0.1511,0.1126,1.5844,1.5219,0
1,58.00,-1,-1,-1.00,0.1464,0.1110,1.5844,1.5710,41
2,66.00,-1,-1,-1.00,0.1445,0.1071,1.5844,1.5710,36
3,62.00,-1,-1,-1.00,0.1377,0.1096,1.5844,1.5219,35
4,56.00,-1,-1,-1.00,0.1323,0.1080,1.5844,1.4855,31
5,62.00,-1,-1,-1.00,0.1245,0.1066,1.5844,1.4855,29
6,66.00,-1,-1,-1.00,0.1193,0.1064,1.5844,1.3610,28
7,62.00,-1,-1,-1.00,0.1082,0.1047,1.5844,1.3610,25
8,54.00,-1,-1,-1.00,0.1044,0.1025,1.5844,1.3610,23
9,62.00,-1,-1,-1.00,0.0991,0.1036,1.5844,1.3610,21
10,54.00,-1,-1,-1.00,0.0892,0.0989,1.5844,1.3610,21
11,54.00,-1,-1,-1.00,0.0852,0.0979,1.5844,1.3610,20
12,56.00,-1,-1,-1.00,0.0728,0.0959,1.5844,1.3610,19
13,58.00,-1,-1,-1.00,0.0716,0.0936,1.5844,1.3610,14
14,48.00,-1,-1,-1.00,0.0675,0.0941,1.5844,1.3610,13
15,58.00,-1,-1,-1.00,0.0650,0.0906,1.5844,1.2955,13
16,50.00,-1,-1,-1.00,0.0638,0.0874,1.5844,1.2955,12
17,56.00,-1,-1,-1.00,0.0604,0.0861,1.5844,1.2955,11
18,46.00,-1,-1,-1.00,0.0584,0.0839,1.5844,1.4855,10
19,40.00,-1,-1,-1.00,0.0519,0.0816,1.5844,1.4855,10
20,52.00,-1,-1,-1.00,0.0472,0.0795,1.5844,1.4855,8
21,48.00,-1,-1,-1.00,0.0424,0.0771,1.5844,1.5710,7
22,52.00,-1,-1,-1.00,0.0387,0.0732,1.5844,1.5710,6
23,48.00,-1,-1,-1.00,0.0325,0.0684,1.5844,1.5710,6
24,62.00,-1,-1,-1.00,0.0281,0.0613,1.5844,1.5710,6
25,50.00,-1,-1,-1.00,0.0261,0.0540,1.5844,1.5219,5
26,42.00,-1,-1,-1.00,0.0221,0.0484,1.5844,1.5219,5
27,52.00,-1,-1,-1.00,0.0204,0.0462,1.5844,1.5219,4
28,50.00,-1,-1,-1.00,0.0204,0.0460,1.5844,1.5219,4
29,54.00,-1,-1,-1.00,0.0204,0.0460,1.5844,1.5219,4
30,56.00,-1,-1,-1.00,0.0204,0.0460,1.5844,1.5219,4
31,56.00,-1,-1,-1.00,0.0190,0.0453,1.5844,1.5219,4
32,58.00,-1,-1,-1.00,0.0171,0.0420,1.5844,1.5219,4
33,52.00,-1,-1,-1.00,0.0171,0.0391,1.5844,1.5219,3
34,60.00,-1,-1,-1.00,0.0171,0.0391,1.5844,1.5219,3
35,64.00,-1,-1,-1.00,0.0151,0.0386,1.5844,1.5219,3
36,60.00,-1,-1,-1.00,0.0130,0.0345,1.5844,1.5219,2
37,60.00,-1,-1,-1.00,0.0130,0.0306,1.5844,1.5219,2
38,60.00,-1,-1,-1.00,0.0096,0.0242,1.5844,1.5710,2
39,62.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,2
40,62.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,0
