step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,44.00,47,-1,47.00,0.1979,0.1500,1.5844,1.5710,0
1,40.00,46,-1,46.00,0.2027,0.1492,1.5844,1.5710,43
2,44.00,45,-1,45.00,0.1986,0.1478,1.5844,1.5710,42
3,46.00,44,-1,44.00,0.1916,0.1461,1.5844,1.5219,41
4,48.00,43,-1,43.00,0.1814,0.1379,1.5844,1.3610,38
5,46.00,42,-1,42.00,0.1716,0.1358,1.5844,1.3610,36
6,60.00,41,-1,41.00,0.1571,0.1418,1.5844,1.3610,34
7,62.00,40,-1,40.00,0.1519,0.1362,1.5844,1.3610,33
8,58.00,39,-1,39.00,0.1466,0.1307,1.5844,1.2955,32
9,44.00,38,-1,38.00,0.1348,0.1262,1.5844,1.4855,31
10,64.00,37,-1,37.00,0.1219,0.1223,1.5844,1.5219,26
11,60.00,36,-1,36.00,0.1142,0.1171,1.5844,1.5710,23
12,66.00,35,-1,35.00,0.1068,0.1187,1.5844,1.5710,21
13,68.00,34,-1,34.00,0.0969,0.1086,1.5844,1.5710,17
14,68.00,33,-1,33.00,0.0880,0.1016,1.5844,1.5710,17
15,68.00,32,-1,32.00,0.0766,0.0992,1.5844,1.5710,15
16,74.00,31,-1,31.00,0.0647,0.0892,1.5844,1.5710,12
17,70.00,30,-1,30.00,0.0628,0.0808,1.5844,1.5710,11
18,68.00,29,-1,29.00,0.0611,0.0801,1.5844,1.5710,11
19,70.00,28,-1,28.00,0.0540,0.0715,1.5844,1.5710,10
20,68.00,27,-1,27.00,0.0485,0.0671,1.5844,1.5710,9
21,72.00,26,-1,26.00,0.0431,0.0581,1.5844,1.4855,9
22,66.00,25,-1,25.00,0.0408,0.0566,1.5844,1.4855,8
23,62.00,24,-1,24.00,0.0357,0.0524,1.5844,1.4855,8
24,72.00,23,-1,23.00,0.0295,0.0502,1.5844,1.4855,7
25,72.00,22,-1,22.00,0.0295,0.0480,1.5844,1.4855,5
26,72.00,21,-1,21.00,0.0289,0.0476,1.5844,1.4855,5
27,76.00,20,-1,20.00,0.0289,0.0469,1.5844,1.4855,5
28,70.00,19,-1,19.00,0.0289,0.0469,1.5844,1.2955,5
29,70.00,18,-1,18.00,0.0238,0.0435,1.5844,1.2955,5
30,74.00,17,-1,17.00,0.0193,0.0390,1.5844,1.2955,3
31,72.00,16,-1,16.00,0.0193,0.0390,1.5844,1.2955,2
32,70.00,15,-1,15.00,0.0193,0.0390,1.5844,1.2955,2
33,72.00,14,-1,14.00,0.0147,0.0343,1.5844,1.2955,2
34,72.00,13,-1,13.00,0.0147,0.0343,1.5844,1.2955,1
35,68.00,12,-1,12.00,0.0147,0.0343,1.5844,1.2955,1
36,76.00,11,-1,11.00,0.0102,0.0280,1.5844,1.2955,1
37,76.00,11,-1,11.00,0.0102,0.0280,1.5844,1.2955,0
