step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.1730,0.1369,1.5844,1.5710,0
1,8.00,41,-1,41.00,0.1736,0.1369,1.5844,1.5710,45
2,20.00,40,-1,40.00,0.1668,0.1348,1.5844,1.5219,39
3,20.00,39,-1,39.00,0.1627,0.1317,1.5844,1.5710,35
4,24.00,38,-1,38.00,0.1542,0.1361,1.5844,1.5710,35
5,34.00,37,-1,37.00,0.1457,0.1326,1.5844,1.4855,31
6,32.00,36,-1,36.00,0.1419,0.1252,1.5844,1.4855,28
7,42.00,35,-1,35.00,0.1391,0.1212,1.5844,1.5219,28
8,36.00,34,-1,34.00,0.1346,0.1207,1.5844,1.5219,26
9,30.00,33,-1,33.00,0.1239,0.1238,1.5844,1.5219,25
10,26.00,32,-1,32.00,0.1144,0.1154,1.5844,1.4855,23
11,32.00,31,-1,31.00,0.1064,0.1099,1.5844,1.4855,22
12,40.00,30,-1,30.00,0.0957,0.1055,1.5844,1.4855,21
13,28.00,29,-1,29.00,0.0855,0.1041,1.5844,1.3710,19
14,30.00,28,-1,28.00,0.0804,0.1023,1.5844,1.2955,18
15,38.00,27,-1,27.00,0.0763,0.1008,1.5844,1.2955,17
16,36.00,26,-1,26.00,0.0712,0.1005,1.5844,1.2955,16
17,30.00,25,-1,25.00,0.0686,0.0967,1.5844,1.3610,15
18,36.00,24,-1,24.00,0.0659,0.0901,1.5844,1.4855,14
19,26.00,23,-1,23.00,0.0584,0.0818,1.5844,1.4855,14
20,32.00,22,-1,22.00,0.0563,0.0774,1.5844,1.4855,13
21,42.00,21,-1,21.00,0.0546,0.0757,1.5844,1.4855,12
22,42.00,20,-1,20.00,0.0541,0.0742,1.5844,1.4855,12
23,28.00,19,-1,19.00,0.0448,0.0731,1.5844,1.5219,11
24,28.00,18,-1,18.00,0.0382,0.0715,1.5844,1.5219,8
25,24.00,17,-1,17.00,0.0382,0.0703,1.5844,1.5219,7
26,28.00,16,-1,16.00,0.0368,0.0678,1.5844,1.5219,7
27,32.00,15,-1,15.00,0.0321,0.0639,1.5844,1.5219,7
28,32.00,14,-1,14.00,0.0287,0.0602,1.5844,1.5219,5
29,34.00,13,-1,13.00,0.0266,0.0554,1.5844,1.5219,4
30,38.00,12,-1,12.00,0.0266,0.0528,1.5844,1.5219,4
31,32.00,11,-1,11.00,0.0232,0.0459,1.5844,1.5219,4
32,34.00,10,-1,10.00,0.0198,0.0399,1.5844,1.5219,4
33,38.00,9,-1,9.00,0.0198,0.0375,1.5844,1.5710,4
34,36.00,8,-1,8.00,0.0198,0.0375,1.5844,1.5710,4
35,40.00,7,-1,7.00,0.0181,0.0344,1.5844,1.5710,4
36,36.00,6,-1,6.00,0.0159,0.0327,1.5844,1.5710,3
37,42.00,5,-1,5.00,0.0153,0.0316,1.5844,1.5710,3
38,46.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,2
39,46.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,0
