step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,37,-1,37.00,0.1695,0.1409,1.5844,0.0000,0
1,98.00,36,-1,36.00,0.1641,0.1401,1.5844,0.0000,43
2,92.00,35,-1,35.00,0.1601,0.1378,1.5844,0.0000,38
3,90.00,34,-1,34.00,0.1562,0.1362,1.5844,0.0000,35
4,88.00,33,-1,33.00,0.1534,0.1350,1.5844,0.0000,35
5,86.00,32,-1,32.00,0.1523,0.1362,1.5844,0.0000,34
6,88.00,31,-1,31.00,0.1511,0.1339,1.5844,0.0000,33
7,88.00,30,-1,30.00,0.1404,0.1339,1.5844,0.0000,33
8,88.00,29,-1,29.00,0.1365,0.1280,1.5844,0.4690,30
9,88.00,28,-1,28.00,0.1327,0.1248,1.5844,0.7219,30
10,86.00,27,-1,27.00,0.1299,0.1191,1.5844,0.8813,30
11,82.00,26,-1,26.00,0.1272,0.1170,1.5844,0.9710,29
12,82.00,25,-1,25.00,0.1245,0.1162,1.5844,1.0000,28
13,78.00,24,-1,24.00,0.1109,0.1099,1.5844,0.9710,28
14,74.00,23,-1,23.00,0.0973,0.1019,1.5844,0.8813,26
15,74.00,22,-1,22.00,0.0888,0.0963,1.5844,0.8813,21
16,78.00,21,-1,21.00,0.0752,0.0909,1.5844,0.8813,19
17,78.00,20,-1,20.00,0.0616,0.0775,1.5844,0.8813,18
18,78.00,19,-1,19.00,0.0525,0.0691,1.5844,0.8813,12
19,78.00,18,-1,18.00,0.0395,0.0601,1.5844,0.8813,11
20,84.00,17,-1,17.00,0.0338,0.0522,1.5844,0.8813,10
21,84.00,16,-1,16.00,0.0312,0.0477,1.5844,0.8813,6
22,80.00,15,-1,15.00,0.0227,0.0395,1.5844,0.8813,6
23,82.00,14,-1,14.00,0.0164,0.0320,1.5844,0.8813,4
24,88.00,13,-1,13.00,0.0119,0.0254,1.5844,0.8813,2
25,88.00,13,-1,13.00,0.0119,0.0254,1.5844,0.8813,1
26,82.00,13,-1,13.00,0.0119,0.0254,1.5844,0.8813,1
27,90.00,13,-1,13.00,0.0102,0.0248,1.5844,0.8813,1
28,90.00,13,-1,13.00,0.0102,0.0248,1.5844,0.8813,0
