step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,44.00,-1,-1,-1.00,0.1128,0.1028,1.5844,1.5219,0
1,46.00,-1,-1,-1.00,0.1184,0.1093,1.5844,1.4855,46
2,44.00,-1,-1,-1.00,0.1123,0.1078,1.5844,1.4855,42
3,56.00,-1,-1,-1.00,0.1041,0.1097,1.5844,1.4855,35
4,52.00,-1,-1,-1.00,0.0987,0.1024,1.5844,1.4855,32
5,48.00,-1,-1,-1.00,0.0959,0.0956,1.5844,1.5710,31
6,48.00,-1,-1,-1.00,0.0897,0.0947,1.5844,1.5710,31
7,52.00,-1,-1,-1.00,0.0819,0.0946,1.5844,1.5710,27
8,58.00,-1,-1,-1.00,0.0771,0.0924,1.5844,1.5710,26
9,56.00,-1,-1,-1.00,0.0688,0.0885,1.5844,1.5710,24
10,48.00,-1,-1,-1.00,0.0663,0.0872,1.5844,1.5710,22
11,44.00,-1,-1,-1.00,0.0663,0.0842,1.5844,1.5710,21
12,56.00,-1,-1,-1.00,0.0649,0.0836,1.5844,1.5710,21
13,58.00,-1,-1,-1.00,0.0615,0.0814,1.5844,1.5710,21
14,44.00,-1,-1,-1.00,0.0588,0.0792,1.5844,1.5710,21
15,48.00,-1,-1,-1.00,0.0533,0.0775,1.5844,1.5710,20
16,56.00,-1,-1,-1.00,0.0486,0.0717,1.5844,1.4855,19
17,60.00,-1,-1,-1.00,0.0425,0.0635,1.5844,1.4855,19
18,58.00,-1,-1,-1.00,0.0374,0.0569,1.5844,1.4855,19
19,54.00,-1,-1,-1.00,0.0343,0.0566,1.5844,1.4855,16
20,50.00,-1,-1,-1.00,0.0329,0.0564,1.5844,1.4855,13
21,42.00,-1,-1,-1.00,0.0327,0.0565,1.5844,1.4855,12
22,40.00,-1,-1,-1.00,0.0313,0.0548,1.5844,1.4855,11
23,44.00,-1,-1,-1.00,0.0299,0.0523,1.5844,1.4855,11
24,46.00,-1,-1,-1.00,0.0279,0.0501,1.5844,1.4855,11
25,46.00,-1,-1,-1.00,0.0279,0.0501,1.5844,1.4855,10
26,44.00,-1,-1,-1.00,0.0279,0.0501,1.5844,1.4855,10
27,44.00,-1,-1,-1.00,0.0279,0.0501,1.5844,1.4855,10
28,46.00,-1,-1,-1.00,0.0259,0.0475,1.5844,1.4855,10
29,52.00,-1,-1,-1.00,0.0238,0.0448,1.5844,1.4855,9
30,42.00,-1,-1,-1.00,0.0238,0.0418,1.5844,1.4855,8
31,54.00,-1,-1,-1.00,0.0204,0.0384,1.5844,1.5710,8
32,46.00,-1,-1,-1.00,0.0153,0.0312,1.5844,1.5219,8
33,42.00,-1,-1,-1.00,0.0136,0.0280,1.5844,1.5710,6
34,42.00,-1,-1,-1.00,0.0102,0.0241,1.5844,1.5710,4
35,38.00,-1,-1,-1.00,0.0102,0.0210,1.5844,1.5710,3
36,50.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,3
37,46.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,2
38,50.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,2
39,46.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5710,2
40,50.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,2
41,50.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5710,0
