step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,72.00,43,-1,43.00,0.2119,0.1505,1.5844,1.4855,0
1,74.00,42,-1,42.00,0.2092,0.1477,1.5844,1.4855,41
2,78.00,41,-1,41.00,0.2052,0.1464,1.5844,1.3710,40
3,64.00,40,-1,40.00,0.1915,0.1429,1.5844,1.4855,38
4,58.00,39,-1,39.00,0.1841,0.1417,1.5844,1.5219,36
5,64.00,38,-1,38.00,0.1768,0.1391,1.5844,1.4855,35
6,72.00,37,-1,37.00,0.1632,0.1381,1.5844,1.4855,35
7,64.00,36,-1,36.00,0.1525,0.1332,1.5844,1.4855,31
8,66.00,35,-1,35.00,0.1430,0.1274,1.5844,1.4855,29
9,64.00,34,-1,34.00,0.1340,0.1157,1.5844,1.5219,28
10,68.00,33,-1,33.00,0.1226,0.1166,1.5844,1.5219,27
11,62.00,32,-1,32.00,0.1068,0.1117,1.5844,1.5219,25
12,70.00,31,-1,31.00,0.0972,0.1019,1.5844,1.5219,22
13,72.00,30,-1,30.00,0.0888,0.0956,1.5844,1.5219,18
14,72.00,29,-1,29.00,0.0764,0.0926,1.5844,1.5219,17
15,70.00,28,-1,28.00,0.0718,0.0869,1.5844,1.3610,14
16,74.00,27,-1,27.00,0.0599,0.0779,1.5844,1.3610,12
17,72.00,26,-1,26.00,0.0516,0.0698,1.5844,1.3610,10
18,78.00,25,-1,25.00,0.0485,0.0662,1.5844,1.3610,9
19,72.00,24,-1,24.00,0.0446,0.0617,1.5844,1.3610,8
20,72.00,23,-1,23.00,0.0323,0.0502,1.5844,1.3610,8
21,68.00,22,-1,22.00,0.0278,0.0438,1.5844,1.3610,6
22,66.00,21,-1,21.00,0.0272,0.0433,1.5844,1.3610,5
23,70.00,20,-1,20.00,0.0176,0.0369,1.5844,1.3610,5
24,70.00,19,-1,19.00,0.0159,0.0333,1.5844,1.3610,3
25,78.00,18,-1,18.00,0.0159,0.0333,1.5844,1.3610,2
26,78.00,17,-1,17.00,0.0153,0.0335,1.5844,1.3610,2
27,70.00,16,-1,16.00,0.0147,0.0327,1.5844,1.3610,1
28,78.00,15,-1,15.00,0.0147,0.0317,1.5844,1.3610,1
29,78.00,14,-1,14.00,0.0102,0.0248,1.5844,1.3610,1
30,78.00,14,-1,14.00,0.0102,0.0248,1.5844,1.3610,0
