step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,30,-1,30.00,0.1375,0.1346,1.5844,0.0000,0
1,98.00,29,-1,29.00,0.1366,0.1307,1.5844,0.0000,42
2,96.00,28,-1,28.00,0.1298,0.1305,1.5844,0.0000,38
3,98.00,27,-1,27.00,0.1121,0.1172,1.5844,0.0000,35
4,88.00,26,-1,26.00,0.1094,0.1164,1.5844,0.0000,32
5,90.00,25,-1,25.00,0.1053,0.1156,1.5844,0.0000,31
6,92.00,24,-1,24.00,0.1026,0.1165,1.5844,0.0000,30
7,90.00,23,-1,23.00,0.1026,0.1165,1.5844,0.0000,27
8,92.00,22,-1,22.00,0.1014,0.1171,1.5844,0.4690,27
9,88.00,21,-1,21.00,0.0975,0.1175,1.5844,0.7219,27
10,86.00,20,-1,20.00,0.0936,0.1139,1.5844,0.8813,26
11,80.00,19,-1,19.00,0.0909,0.1102,1.5844,0.9710,25
12,86.00,18,-1,18.00,0.0897,0.1080,1.5844,1.0000,25
13,84.00,17,-1,17.00,0.0897,0.1072,1.5844,0.9710,25
14,84.00,16,-1,16.00,0.0859,0.1081,1.5844,0.8813,25
15,88.00,15,-1,15.00,0.0711,0.0942,1.5844,0.7219,24
16,90.00,14,-1,14.00,0.0616,0.0870,1.5844,0.7219,18
17,94.00,13,-1,13.00,0.0534,0.0729,1.5844,0.7219,16
18,88.00,12,-1,12.00,0.0434,0.0653,1.5844,0.7219,13
19,88.00,11,-1,11.00,0.0312,0.0574,1.5844,0.7219,11
20,88.00,11,-1,11.00,0.0295,0.0554,1.5844,0.7219,6
21,90.00,11,-1,11.00,0.0281,0.0551,1.5844,0.7219,5
22,86.00,11,-1,11.00,0.0281,0.0545,1.5844,0.7219,5
23,88.00,11,-1,11.00,0.0247,0.0515,1.5844,0.7219,5
24,86.00,11,-1,11.00,0.0234,0.0481,1.5844,0.7219,3
25,88.00,11,-1,11.00,0.0213,0.0433,1.5844,0.7219,3
26,92.00,11,-1,11.00,0.0193,0.0389,1.5844,0.7219,3
27,92.00,11,-1,11.00,0.0159,0.0326,1.5844,0.7219,3
28,92.00,11,-1,11.00,0.0125,0.0296,1.5844,0.7219,2
29,92.00,11,-1,11.00,0.0125,0.0262,1.5844,0.7219,1
30,92.00,11,-1,11.00,0.0125,0.0262,1.5844,0.7219,1
31,94.00,11,-1,11.00,0.0108,0.0252,1.5844,0.7219,1
32,94.00,11,-1,11.00,0.0102,0.0248,1.5844,0.7219,1
33,94.00,11,-1,11.00,0.0102,0.0248,1.5844,0.7219,0
