step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,52.00,44,-1,44.00,0.2390,0.1583,1.5844,1.4855,0
1,54.00,43,-1,43.00,0.2298,0.1533,1.5844,1.4855,40
2,50.00,42,-1,42.00,0.2180,0.1500,1.5844,1.4855,38
3,48.00,41,-1,41.00,0.2047,0.1498,1.5844,1.4855,36
4,58.00,40,-1,40.00,0.1878,0.1530,1.5844,1.4855,32
5,60.00,39,-1,39.00,0.1748,0.1493,1.5844,1.4855,29
6,62.00,38,-1,38.00,0.1573,0.1481,1.5844,1.4855,29
7,52.00,37,-1,37.00,0.1429,0.1451,1.5844,1.4855,27
8,52.00,36,-1,36.00,0.1331,0.1412,1.5844,1.4855,25
9,50.00,35,-1,35.00,0.1219,0.1359,1.5844,1.5219,20
10,46.00,34,-1,34.00,0.1118,0.1284,1.5844,1.5219,18
11,58.00,33,-1,33.00,0.0988,0.1261,1.5844,1.5219,16
12,58.00,32,-1,32.00,0.0916,0.1175,1.5844,1.5219,15
13,50.00,31,-1,31.00,0.0897,0.1119,1.5844,1.5219,15
14,66.00,30,-1,30.00,0.0761,0.1076,1.5844,1.5710,13
15,66.00,29,-1,29.00,0.0698,0.1006,1.5844,1.5710,11
16,62.00,28,-1,28.00,0.0579,0.0936,1.5844,1.4855,10
17,62.00,27,-1,27.00,0.0502,0.0845,1.5844,1.4855,7
18,62.00,26,-1,26.00,0.0457,0.0767,1.5844,1.4855,6
19,56.00,25,-1,25.00,0.0334,0.0660,1.5844,1.4855,5
20,64.00,24,-1,24.00,0.0334,0.0564,1.5844,1.4855,4
21,62.00,23,-1,23.00,0.0266,0.0522,1.5844,1.4855,4
22,60.00,22,-1,22.00,0.0266,0.0495,1.5844,1.4855,3
23,66.00,21,-1,21.00,0.0198,0.0437,1.5844,1.4855,3
24,66.00,20,-1,20.00,0.0198,0.0405,1.5844,1.4855,2
25,60.00,19,-1,19.00,0.0147,0.0352,1.5844,1.4855,2
26,62.00,18,-1,18.00,0.0147,0.0343,1.5844,1.4855,1
27,60.00,17,-1,17.00,0.0102,0.0280,1.5844,1.4855,1
28,60.00,17,-1,17.00,0.0102,0.0280,1.5844,1.4855,0
