step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,66.00,-1,-1,-1.00,0.1396,0.1019,1.5844,1.3610,0
1,52.00,-1,-1,-1.00,0.1391,0.1105,1.5844,1.4855,39
2,60.00,-1,-1,-1.00,0.1289,0.1068,1.5844,1.4855,36
3,56.00,-1,-1,-1.00,0.1162,0.1110,1.5844,1.3610,31
4,44.00,-1,-1,-1.00,0.1051,0.1143,1.5844,1.3610,27
5,64.00,-1,-1,-1.00,0.0943,0.1102,1.5844,1.3610,26
6,44.00,-1,-1,-1.00,0.0892,0.1035,1.5844,1.3610,22
7,52.00,-1,-1,-1.00,0.0797,0.1042,1.5844,1.3610,21
8,64.00,-1,-1,-1.00,0.0766,0.1000,1.5844,1.5219,19
9,56.00,-1,-1,-1.00,0.0766,0.1000,1.5844,1.5219,17
10,52.00,-1,-1,-1.00,0.0707,0.1019,1.5844,1.5219,17
11,56.00,-1,-1,-1.00,0.0658,0.0988,1.5844,1.5219,14
12,62.00,-1,-1,-1.00,0.0644,0.0953,1.5844,1.5219,12
13,56.00,-1,-1,-1.00,0.0617,0.0919,1.5844,1.5219,12
14,60.00,-1,-1,-1.00,0.0556,0.0863,1.5844,1.5710,11
15,40.00,-1,-1,-1.00,0.0511,0.0802,1.5844,1.5710,11
16,56.00,-1,-1,-1.00,0.0491,0.0768,1.5844,1.5710,11
17,54.00,-1,-1,-1.00,0.0491,0.0768,1.5844,1.5710,10
18,40.00,-1,-1,-1.00,0.0457,0.0753,1.5844,1.5710,10
19,44.00,-1,-1,-1.00,0.0443,0.0707,1.5844,1.5710,10
20,48.00,-1,-1,-1.00,0.0424,0.0684,1.5844,1.5710,10
21,46.00,-1,-1,-1.00,0.0410,0.0658,1.5844,1.5710,9
22,50.00,-1,-1,-1.00,0.0376,0.0636,1.5844,1.5710,9
23,54.00,-1,-1,-1.00,0.0376,0.0625,1.5844,1.5710,7
24,52.00,-1,-1,-1.00,0.0356,0.0608,1.5844,1.5710,7
25,50.00,-1,-1,-1.00,0.0319,0.0569,1.5844,1.5710,7
26,52.00,-1,-1,-1.00,0.0298,0.0530,1.5844,1.5710,6
27,52.00,-1,-1,-1.00,0.0278,0.0490,1.5844,1.5710,6
28,42.00,-1,-1,-1.00,0.0244,0.0433,1.5844,1.5710,6
29,42.00,-1,-1,-1.00,0.0210,0.0376,1.5844,1.5710,6
30,48.00,-1,-1,-1.00,0.0176,0.0327,1.5844,1.5710,6
31,50.00,-1,-1,-1.00,0.0125,0.0270,1.5844,1.5710,5
32,54.00,-1,-1,-1.00,0.0108,0.0220,1.5844,1.5710,4
33,54.00,-1,-1,-1.00,0.0108,0.0215,1.5844,1.5710,4
34,46.00,-1,-1,-1.00,0.0108,0.0215,1.5844,1.4855,4
35,52.00,-1,-1,-1.00,0.0091,0.0206,1.5844,1.4855,4
36,58.00,-1,-1,-1.00,0.0091,0.0200,1.5844,1.4855,3
37,54.00,-1,-1,-1.00,0.0091,0.0200,1.5844,1.4855,3
38,50.00,-1,-1,-1.00,0.0091,0.0200,1.5844,1.4855,3
39,52.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.2955,3
40,54.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.3710,2
41,50.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.3710,2
42,50.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.3710,2
43,58.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.3710,2
44,58.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.3710,0
