step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,47,-1,47.00,0.1634,0.1254,0.0000,0.0000,0
1,100.00,46,-1,46.00,0.1554,0.1185,0.0000,0.0000,43
2,100.00,45,-1,45.00,0.1482,0.1158,0.0000,0.0000,34
3,100.00,44,-1,44.00,0.1375,0.1147,0.0000,0.0000,32
4,100.00,43,-1,43.00,0.1268,0.1040,0.0000,0.0000,31
5,100.00,42,-1,42.00,0.1144,0.0969,0.0000,0.0000,30
6,100.00,41,-1,41.00,0.1024,0.0889,0.0000,0.0000,27
7,100.00,40,-1,40.00,0.0947,0.0913,0.0000,0.0000,24
8,100.00,39,-1,39.00,0.0941,0.0903,0.0000,0.0000,20
9,100.00,38,-1,38.00,0.0841,0.0929,0.0000,0.0000,20
10,100.00,37,-1,37.00,0.0824,0.0890,0.0000,0.0000,18
11,100.00,36,-1,36.00,0.0770,0.0869,0.0000,0.0000,18
12,100.00,35,-1,35.00,0.0716,0.0861,0.0000,0.0000,17
13,100.00,34,-1,34.00,0.0655,0.0793,0.0000,0.0000,15
14,100.00,33,-1,33.00,0.0584,0.0720,0.0000,0.0000,14
15,100.00,32,-1,32.00,0.0484,0.0675,0.0000,0.0000,13
16,100.00,31,-1,31.00,0.0484,0.0604,0.0000,0.0000,12
17,100.00,30,-1,30.00,0.0467,0.0610,0.0000,0.0000,12
18,100.00,29,-1,29.00,0.0467,0.0592,0.0000,0.0000,12
19,100.00,28,-1,28.00,0.0450,0.0597,0.0000,0.0000,12
20,100.00,27,-1,27.00,0.0450,0.0579,0.0000,0.0000,12
21,100.00,26,-1,26.00,0.0428,0.0590,0.0000,0.0000,12
22,100.00,25,-1,25.00,0.0411,0.0572,0.0000,0.0000,10
23,100.00,24,-1,24.00,0.0388,0.0579,0.0000,0.0000,9
24,100.00,23,-1,23.00,0.0326,0.0541,0.0000,0.0000,8
25,100.00,22,-1,22.00,0.0309,0.0524,0.0000,0.0000,7
26,100.00,21,-1,21.00,0.0292,0.0527,0.0000,0.0000,6
27,100.00,20,-1,20.00,0.0241,0.0476,0.0000,0.0000,5
28,100.00,19,-1,19.00,0.0241,0.0469,0.0000,0.0000,4
29,100.00,18,-1,18.00,0.0235,0.0471,0.0000,0.0000,4
30,100.00,17,-1,17.00,0.0229,0.0466,0.0000,0.0000,3
31,100.00,16,-1,16.00,0.0184,0.0424,0.0000,0.0000,3
32,100.00,15,-1,15.00,0.0184,0.0424,0.0000,0.0000,2
33,100.00,14,-1,14.00,0.0184,0.0424,0.0000,0.0000,2
34,100.00,13,-1,13.00,0.0178,0.0418,0.0000,0.0000,2
35,100.00,12,-1,12.00,0.0133,0.0363,0.0000,0.0000,2
36,100.00,11,-1,11.00,0.0133,0.0363,0.0000,0.0000,1
37,100.00,10,-1,10.00,0.0133,0.0363,0.0000,0.0000,1
38,100.00,9,-1,9.00,0.0133,0.0363,0.0000,0.0000,1
39,100.00,8,-1,8.00,0.0087,0.0302,0.0000,0.0000,1
40,100.00,8,-1,8.00,0.0087,0.0302,0.0000,0.0000,0
