step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,48,-1,48.00,0.1561,0.1250,0.0000,0.0000,0
1,100.00,47,-1,47.00,0.1463,0.1229,0.0000,0.0000,38
2,100.00,46,-1,46.00,0.1411,0.1149,0.0000,0.0000,37
3,100.00,45,-1,45.00,0.1314,0.1152,0.0000,0.0000,37
4,100.00,44,-1,44.00,0.1207,0.1167,0.0000,0.0000,35
5,100.00,43,-1,43.00,0.1094,0.1115,0.0000,0.0000,32
6,100.00,42,-1,42.00,0.1042,0.1084,0.0000,0.0000,31
7,100.00,41,-1,41.00,0.0935,0.0983,0.0000,0.0000,29
8,100.00,40,-1,40.00,0.0811,0.0943,0.0000,0.0000,26
9,100.00,39,-1,39.00,0.0794,0.0941,0.0000,0.0000,24
10,100.00,38,-1,38.00,0.0734,0.0935,0.0000,0.0000,23
11,100.00,37,-1,37.00,0.0662,0.0921,0.0000,0.0000,22
12,100.00,36,-1,36.00,0.0591,0.0859,0.0000,0.0000,20
13,100.00,35,-1,35.00,0.0536,0.0783,0.0000,0.0000,18
14,100.00,34,-1,34.00,0.0465,0.0716,0.0000,0.0000,18
15,100.00,33,-1,33.00,0.0448,0.0700,0.0000,0.0000,13
16,100.00,32,-1,32.00,0.0377,0.0645,0.0000,0.0000,12
17,100.00,31,-1,31.00,0.0360,0.0571,0.0000,0.0000,12
18,100.00,30,-1,30.00,0.0343,0.0556,0.0000,0.0000,11
19,100.00,29,-1,29.00,0.0343,0.0537,0.0000,0.0000,11
20,100.00,28,-1,28.00,0.0326,0.0521,0.0000,0.0000,11
21,100.00,27,-1,27.00,0.0320,0.0521,0.0000,0.0000,11
22,100.00,26,-1,26.00,0.0303,0.0522,0.0000,0.0000,10
23,100.00,25,-1,25.00,0.0303,0.0501,0.0000,0.0000,10
24,100.00,24,-1,24.00,0.0303,0.0501,0.0000,0.0000,10
25,100.00,23,-1,23.00,0.0303,0.0501,0.0000,0.0000,10
26,100.00,22,-1,22.00,0.0303,0.0501,0.0000,0.0000,10
27,100.00,21,-1,21.00,0.0297,0.0498,0.0000,0.0000,10
28,100.00,20,-1,20.00,0.0292,0.0494,0.0000,0.0000,10
29,100.00,19,-1,19.00,0.0286,0.0497,0.0000,0.0000,9
30,100.00,18,-1,18.00,0.0241,0.0469,0.0000,0.0000,7
31,100.00,17,-1,17.00,0.0235,0.0464,0.0000,0.0000,6
32,100.00,16,-1,16.00,0.0235,0.0458,0.0000,0.0000,6
33,100.00,15,-1,15.00,0.0229,0.0453,0.0000,0.0000,6
34,100.00,14,-1,14.00,0.0229,0.0453,0.0000,0.0000,4
35,100.00,13,-1,13.00,0.0224,0.0455,0.0000,0.0000,4
36,100.00,12,-1,12.00,0.0224,0.0448,0.0000,0.0000,3
37,100.00,11,-1,11.00,0.0178,0.0410,0.0000,0.0000,3
38,100.00,10,-1,10.00,0.0178,0.0410,0.0000,0.0000,2
39,100.00,9,-1,9.00,0.0133,0.0363,0.0000,0.0000,2
40,100.00,8,-1,8.00,0.0133,0.0363,0.0000,0.0000,1
41,100.00,7,-1,7.00,0.0133,0.0363,0.0000,0.0000,1
42,100.00,6,-1,6.00,0.0133,0.0363,0.0000,0.0000,1
43,100.00,5,-1,5.00,0.0133,0.0363,0.0000,0.0000,1
44,100.00,4,-1,4.00,0.0087,0.0302,0.0000,0.0000,1
45,100.00,4,-1,4.00,0.0087,0.0302,0.0000,0.0000,0
