step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,33,-1,33.00,0.1266,0.1201,1.5844,0.0000,0
1,98.00,32,-1,32.00,0.1278,0.1199,1.5844,0.0000,44
2,100.00,31,-1,31.00,0.1237,0.1224,1.5844,0.0000,43
3,100.00,30,-1,30.00,0.1225,0.1216,1.5844,0.0000,38
4,96.00,29,-1,29.00,0.1214,0.1227,1.5844,0.0000,35
5,94.00,28,-1,28.00,0.1202,0.1237,1.5844,0.0000,34
6,92.00,27,-1,27.00,0.1177,0.1224,1.5844,0.0000,32
7,90.00,26,-1,26.00,0.1165,0.1201,1.5844,0.0000,30
8,92.00,25,-1,25.00,0.1153,0.1192,1.5844,0.0000,30
9,90.00,24,-1,24.00,0.1142,0.1181,1.5844,0.4690,29
10,88.00,23,-1,23.00,0.1142,0.1176,1.5844,0.7219,29
11,84.00,22,-1,22.00,0.1142,0.1176,1.5844,0.8813,29
12,86.00,21,-1,21.00,0.1142,0.1176,1.5844,0.9710,29
13,86.00,20,-1,20.00,0.1142,0.1176,1.5844,1.0000,29
14,86.00,19,-1,19.00,0.1115,0.1156,1.5844,0.9710,29
15,86.00,18,-1,18.00,0.1087,0.1109,1.5844,0.8813,29
16,86.00,17,-1,17.00,0.0992,0.1016,1.5844,0.7219,29
17,84.00,16,-1,16.00,0.0880,0.0934,1.5844,0.4690,28
18,86.00,15,-1,15.00,0.0734,0.0846,1.5844,0.4690,23
19,86.00,14,-1,14.00,0.0621,0.0720,1.5844,0.4690,21
20,82.00,13,-1,13.00,0.0570,0.0688,1.5844,0.4690,15
21,86.00,12,-1,12.00,0.0455,0.0645,1.5844,0.4690,14
22,86.00,11,-1,11.00,0.0370,0.0591,1.5844,0.4690,11
23,90.00,10,-1,10.00,0.0302,0.0520,1.5844,0.4690,8
24,90.00,9,-1,9.00,0.0281,0.0482,1.5844,0.4690,6
25,86.00,8,-1,8.00,0.0210,0.0389,1.5844,0.4690,6
26,88.00,8,-1,8.00,0.0153,0.0313,1.5844,0.9219,5
27,88.00,8,-1,8.00,0.0119,0.0254,1.5844,0.9219,3
28,84.00,8,-1,8.00,0.0119,0.0254,1.5844,0.9219,2
29,90.00,8,-1,8.00,0.0102,0.0248,1.5844,0.9219,2
30,90.00,8,-1,8.00,0.0102,0.0248,1.5844,0.9219,0
