step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,56.00,45,-1,45.00,0.1926,0.1413,1.5844,1.4855,0
1,56.00,44,-1,44.00,0.1916,0.1347,1.5844,1.4855,41
2,50.00,43,-1,43.00,0.1798,0.1365,1.5844,1.4855,39
3,48.00,42,-1,42.00,0.1677,0.1369,1.5844,1.3610,34
4,58.00,41,-1,41.00,0.1544,0.1347,1.5844,1.3610,32
5,70.00,40,-1,40.00,0.1469,0.1271,1.5844,1.3610,30
6,70.00,39,-1,39.00,0.1341,0.1283,1.5844,1.3610,28
7,62.00,38,-1,38.00,0.1225,0.1266,1.5844,1.3610,27
8,62.00,37,-1,37.00,0.1139,0.1199,1.5844,1.3610,24
9,72.00,36,-1,36.00,0.1069,0.1169,1.5844,1.3610,23
10,74.00,35,-1,35.00,0.1042,0.1127,1.5844,1.3610,21
11,68.00,34,-1,34.00,0.0949,0.1151,1.5844,1.2955,20
12,66.00,33,-1,33.00,0.0803,0.1055,1.5844,1.1568,17
13,76.00,32,-1,32.00,0.0769,0.0968,1.5844,1.1568,15
14,80.00,31,-1,31.00,0.0752,0.0967,1.5844,1.1568,14
15,74.00,30,-1,30.00,0.0669,0.0944,1.5844,1.1568,14
16,70.00,29,-1,29.00,0.0621,0.0889,1.5844,1.1568,12
17,62.00,28,-1,28.00,0.0602,0.0824,1.5844,1.1568,10
18,82.00,27,-1,27.00,0.0583,0.0808,1.5844,0.9219,10
19,84.00,26,-1,26.00,0.0566,0.0794,1.5844,1.1568,10
20,82.00,25,-1,25.00,0.0520,0.0780,1.5844,1.1568,10
21,66.00,24,-1,24.00,0.0455,0.0764,1.5844,0.7219,8
22,72.00,23,-1,23.00,0.0395,0.0700,1.5844,0.7219,6
23,80.00,22,-1,22.00,0.0340,0.0586,1.5844,0.7219,6
24,84.00,21,-1,21.00,0.0306,0.0511,1.5844,0.7219,5
25,82.00,20,-1,20.00,0.0244,0.0466,1.5844,0.7219,5
26,76.00,19,-1,19.00,0.0227,0.0419,1.5844,0.7219,4
27,76.00,18,-1,18.00,0.0210,0.0390,1.5844,0.7219,4
28,80.00,17,-1,17.00,0.0204,0.0389,1.5844,0.7219,4
29,80.00,16,-1,16.00,0.0198,0.0375,1.5844,0.7219,3
30,82.00,15,-1,15.00,0.0193,0.0368,1.5844,0.7219,3
31,82.00,14,-1,14.00,0.0193,0.0368,1.5844,0.7219,2
32,82.00,13,-1,13.00,0.0147,0.0317,1.5844,0.7219,2
33,82.00,12,-1,12.00,0.0102,0.0248,1.5844,0.7219,1
34,82.00,12,-1,12.00,0.0102,0.0248,1.5844,0.7219,0
