step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,60.00,-1,-1,-1.00,0.1294,0.0882,1.5844,1.4855,0
1,58.00,-1,-1,-1.00,0.1333,0.0951,1.5844,1.4855,43
2,62.00,-1,-1,-1.00,0.1251,0.0949,1.5844,1.3610,43
3,56.00,-1,-1,-1.00,0.1156,0.0928,1.5844,1.3610,37
4,56.00,-1,-1,-1.00,0.1127,0.0878,1.5844,1.3610,35
5,56.00,-1,-1,-1.00,0.1094,0.0898,1.5844,1.4855,34
6,54.00,-1,-1,-1.00,0.1042,0.0930,1.5844,1.4855,33
7,56.00,-1,-1,-1.00,0.1030,0.0917,1.5844,1.4855,30
8,48.00,-1,-1,-1.00,0.0991,0.0917,1.5844,1.4855,30
9,50.00,-1,-1,-1.00,0.0952,0.0872,1.5844,1.2955,26
10,60.00,-1,-1,-1.00,0.0912,0.0853,1.5844,1.2955,26
11,64.00,-1,-1,-1.00,0.0871,0.0867,1.5844,0.9710,24
12,68.00,-1,-1,-1.00,0.0844,0.0868,1.5844,0.9710,22
13,58.00,-1,-1,-1.00,0.0796,0.0882,1.5844,1.0000,22
14,70.00,-1,-1,-1.00,0.0714,0.0831,1.5844,0.9710,20
15,64.00,-1,-1,-1.00,0.0636,0.0761,1.5844,1.3610,19
16,70.00,-1,-1,-1.00,0.0630,0.0711,1.5844,1.3610,17
17,56.00,-1,-1,-1.00,0.0583,0.0729,1.5844,1.3610,16
18,60.00,-1,-1,-1.00,0.0549,0.0735,1.5844,1.3610,13
19,60.00,-1,-1,-1.00,0.0515,0.0726,1.5844,1.3610,12
20,54.00,-1,-1,-1.00,0.0501,0.0683,1.5844,1.3610,9
21,56.00,-1,-1,-1.00,0.0488,0.0652,1.5844,1.3610,9
22,56.00,-1,-1,-1.00,0.0454,0.0635,1.5844,1.3610,9
23,54.00,-1,-1,-1.00,0.0433,0.0627,1.5844,1.3610,8
24,52.00,-1,-1,-1.00,0.0399,0.0614,1.5844,1.3610,8
25,48.00,-1,-1,-1.00,0.0399,0.0602,1.5844,1.5219,7
26,46.00,-1,-1,-1.00,0.0379,0.0592,1.5844,1.5219,7
27,58.00,-1,-1,-1.00,0.0358,0.0567,1.5844,1.5219,7
28,48.00,-1,-1,-1.00,0.0304,0.0523,1.5844,1.5219,7
29,46.00,-1,-1,-1.00,0.0266,0.0468,1.5844,1.5219,6
30,54.00,-1,-1,-1.00,0.0261,0.0439,1.5844,1.5219,5
31,54.00,-1,-1,-1.00,0.0227,0.0425,1.5844,1.5219,4
32,48.00,-1,-1,-1.00,0.0193,0.0409,1.5844,1.5219,3
33,54.00,-1,-1,-1.00,0.0159,0.0363,1.5844,1.5219,2
34,54.00,-1,-1,-1.00,0.0125,0.0274,1.5844,1.5219,2
35,58.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5219,2
36,58.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5219,2
37,50.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5219,2
38,58.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5710,2
39,58.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5710,2
40,50.00,-1,-1,-1.00,0.0125,0.0237,1.5844,1.5219,2
41,58.00,-1,-1,-1.00,0.0108,0.0225,1.5844,1.5219,2
42,58.00,-1,-1,-1.00,0.0091,0.0206,1.5844,1.5219,2
43,46.00,-1,-1,-1.00,0.0085,0.0200,1.5844,1.5219,2
44,46.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,1
45,46.00,-1,-1,-1.00,0.0079,0.0201,1.5844,1.5219,0
