step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,62.00,46,-1,46.00,0.1817,0.1616,1.5844,1.5219,0
1,70.00,45,-1,45.00,0.1750,0.1566,1.5844,1.5710,44
2,64.00,44,-1,44.00,0.1710,0.1579,1.5844,1.5710,41
3,62.00,43,-1,43.00,0.1653,0.1597,1.5844,1.5710,40
4,56.00,42,-1,42.00,0.1599,0.1550,1.5844,1.5710,38
5,52.00,41,-1,41.00,0.1510,0.1558,1.5844,1.5710,33
6,46.00,40,-1,40.00,0.1458,0.1550,1.5844,1.5710,28
7,54.00,39,-1,39.00,0.1385,0.1500,1.5844,1.5710,25
8,46.00,38,-1,38.00,0.1337,0.1439,1.5844,1.5710,23
9,48.00,37,-1,37.00,0.1208,0.1376,1.5844,1.4855,23
10,54.00,36,-1,36.00,0.1106,0.1335,1.5844,1.3710,19
11,64.00,35,-1,35.00,0.1092,0.1335,1.5844,1.3710,18
12,64.00,34,-1,34.00,0.1047,0.1325,1.5844,1.1568,18
13,60.00,33,-1,33.00,0.1015,0.1282,1.5844,1.1568,18
14,56.00,32,-1,32.00,0.0917,0.1252,1.5844,1.1568,17
15,62.00,31,-1,31.00,0.0799,0.1180,1.5844,1.3710,15
16,58.00,30,-1,30.00,0.0765,0.1056,1.5844,1.3710,15
17,60.00,29,-1,29.00,0.0629,0.0986,1.5844,1.1568,15
18,70.00,28,-1,28.00,0.0552,0.0860,1.5844,1.1568,14
19,54.00,27,-1,27.00,0.0473,0.0780,1.5844,1.1568,14
20,54.00,26,-1,26.00,0.0393,0.0736,1.5844,1.1568,11
21,66.00,25,-1,25.00,0.0371,0.0682,1.5844,0.7219,9
22,58.00,24,-1,24.00,0.0357,0.0667,1.5844,0.7219,9
23,64.00,23,-1,23.00,0.0276,0.0635,1.5844,0.7219,8
24,66.00,22,-1,22.00,0.0270,0.0581,1.5844,0.7219,4
25,70.00,21,-1,21.00,0.0249,0.0551,1.5844,0.7219,4
26,68.00,20,-1,20.00,0.0249,0.0502,1.5844,0.7219,4
27,68.00,19,-1,19.00,0.0170,0.0433,1.5844,0.7219,4
28,72.00,18,-1,18.00,0.0170,0.0362,1.5844,0.7219,3
29,68.00,17,-1,17.00,0.0170,0.0362,1.5844,0.7219,3
30,70.00,16,-1,16.00,0.0153,0.0357,1.5844,0.7219,3
31,68.00,15,-1,15.00,0.0147,0.0327,1.5844,0.7219,3
32,70.00,14,-1,14.00,0.0147,0.0317,1.5844,0.7219,2
33,70.00,13,-1,13.00,0.0147,0.0317,1.5844,0.7219,2
34,70.00,12,-1,12.00,0.0147,0.0317,1.5844,0.7219,2
35,70.00,11,-1,11.00,0.0102,0.0248,1.5844,0.7219,2
36,70.00,11,-1,11.00,0.0102,0.0248,1.5844,0.7219,0
