step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,49,-1,49.00,0.1309,0.1243,1.5844,0.0000,0
1,98.00,48,-1,48.00,0.1309,0.1243,1.5844,0.0000,44
2,96.00,47,-1,47.00,0.1253,0.1243,1.5844,0.0000,39
3,94.00,46,-1,46.00,0.1212,0.1223,1.5844,0.0000,37
4,96.00,45,-1,45.00,0.1156,0.1216,1.5844,0.0000,37
5,90.00,44,-1,44.00,0.1144,0.1204,1.5844,0.0000,35
6,92.00,43,-1,43.00,0.1103,0.1229,1.5844,0.0000,32
7,94.00,42,-1,42.00,0.1092,0.1169,1.5844,0.0000,31
8,90.00,41,-1,41.00,0.1053,0.1181,1.5844,0.4690,31
9,92.00,40,-1,40.00,0.1041,0.1182,1.5844,0.7219,29
10,92.00,39,-1,39.00,0.1041,0.1175,1.5844,0.8813,29
11,92.00,38,-1,38.00,0.1002,0.1199,1.5844,0.9710,29
12,94.00,37,-1,37.00,0.0975,0.1171,1.5844,1.0000,27
13,98.00,36,-1,36.00,0.0948,0.1166,1.5844,0.9710,26
14,90.00,35,-1,35.00,0.0948,0.1162,1.5844,0.8813,25
15,96.00,34,-1,34.00,0.0785,0.1067,1.5844,0.7219,25
16,92.00,33,-1,33.00,0.0707,0.0957,1.5844,0.7219,20
17,94.00,32,-1,32.00,0.0694,0.0939,1.5844,0.7219,19
18,92.00,31,-1,31.00,0.0590,0.0879,1.5844,0.7219,19
19,90.00,30,-1,30.00,0.0553,0.0794,1.5844,0.7219,15
20,90.00,29,-1,29.00,0.0454,0.0756,1.5844,0.7219,13
21,90.00,28,-1,28.00,0.0378,0.0730,1.5844,0.7219,12
22,86.00,27,-1,27.00,0.0327,0.0713,1.5844,0.7219,7
23,86.00,26,-1,26.00,0.0261,0.0686,1.5844,0.7219,5
24,90.00,25,-1,25.00,0.0230,0.0656,1.5844,0.7219,2
25,96.00,24,-1,24.00,0.0224,0.0624,1.5844,0.7219,2
26,94.00,23,-1,23.00,0.0204,0.0580,1.5844,0.7219,1
27,94.00,22,-1,22.00,0.0204,0.0534,1.5844,0.7219,1
28,94.00,21,-1,21.00,0.0170,0.0461,1.5844,0.7219,1
29,94.00,20,-1,20.00,0.0170,0.0395,1.5844,0.7219,1
30,90.00,19,-1,19.00,0.0170,0.0395,1.5844,0.7219,1
31,92.00,18,-1,18.00,0.0170,0.0395,1.5844,0.7219,1
32,90.00,17,-1,17.00,0.0153,0.0365,1.5844,0.7219,1
33,94.00,16,-1,16.00,0.0147,0.0327,1.5844,0.7219,1
34,94.00,15,-1,15.00,0.0147,0.0317,1.5844,0.7219,1
35,94.00,14,-1,14.00,0.0147,0.0317,1.5844,0.7219,1
36,90.00,13,-1,13.00,0.0147,0.0317,1.5844,0.7219,1
37,92.00,12,-1,12.00,0.0147,0.0317,1.5844,0.7219,1
38,92.00,11,-1,11.00,0.0147,0.0317,1.5844,0.7219,1
39,92.00,10,-1,10.00,0.0102,0.0248,1.5844,0.7219,1
40,92.00,10,-1,10.00,0.0102,0.0248,1.5844,0.7219,0
