step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.2074,0.1293,1.5844,1.5710,0
1,24.00,41,-1,41.00,0.2080,0.1292,1.5844,1.5219,43
2,0.00,40,-1,40.00,0.2012,0.1354,1.5844,1.5710,42
3,36.00,39,-1,39.00,0.1971,0.1331,1.5844,1.5710,37
4,4.00,38,-1,38.00,0.1886,0.1352,1.5844,1.5710,37
5,24.00,37,-1,37.00,0.1818,0.1322,1.5844,1.5710,34
6,24.00,36,-1,36.00,0.1716,0.1338,1.5844,1.5710,34
7,20.00,35,-1,35.00,0.1614,0.1291,1.5844,1.5219,30
8,20.00,34,-1,34.00,0.1554,0.1244,1.5844,1.5219,28
9,28.00,33,-1,33.00,0.1493,0.1258,1.5844,1.5219,25
10,24.00,32,-1,32.00,0.1418,0.1238,1.5844,1.3610,24
11,40.00,31,-1,31.00,0.1322,0.1213,1.5844,1.3610,23
12,26.00,30,-1,30.00,0.1240,0.1167,1.5844,1.3610,22
13,36.00,29,-1,29.00,0.1166,0.1140,1.5844,1.3610,21
14,40.00,28,-1,28.00,0.1101,0.1126,1.5844,1.3610,20
15,40.00,27,-1,27.00,0.1050,0.1118,1.5844,1.3610,18
16,36.00,26,-1,26.00,0.0989,0.1086,1.5844,1.3610,18
17,26.00,25,-1,25.00,0.0901,0.1022,1.5844,1.3610,18
18,32.00,24,-1,24.00,0.0833,0.0993,1.5844,1.5219,15
19,48.00,23,-1,23.00,0.0786,0.0919,1.5844,1.5219,13
20,50.00,22,-1,22.00,0.0748,0.0880,1.5844,1.5219,13
21,44.00,21,-1,21.00,0.0677,0.0815,1.5844,1.5219,13
22,42.00,20,-1,20.00,0.0641,0.0755,1.5844,1.5219,13
23,46.00,19,-1,19.00,0.0587,0.0692,1.5844,1.5219,13
24,38.00,18,-1,18.00,0.0451,0.0632,1.5844,1.5219,13
25,46.00,17,-1,17.00,0.0385,0.0562,1.5844,1.5219,9
26,48.00,16,-1,16.00,0.0363,0.0545,1.5844,1.4855,7
27,40.00,15,-1,15.00,0.0329,0.0496,1.5844,1.4855,7
28,44.00,14,-1,14.00,0.0289,0.0444,1.5844,1.4855,7
29,46.00,13,-1,13.00,0.0244,0.0381,1.5844,1.4855,7
30,38.00,12,-1,12.00,0.0244,0.0381,1.5844,1.4855,6
31,46.00,11,-1,11.00,0.0181,0.0335,1.5844,1.4855,6
32,48.00,10,-1,10.00,0.0164,0.0326,1.5844,1.4855,4
33,52.00,9,-1,9.00,0.0159,0.0324,1.5844,1.4855,4
34,50.00,8,-1,8.00,0.0153,0.0316,1.5844,1.4855,3
35,52.00,7,-1,7.00,0.0147,0.0317,1.5844,1.4855,2
36,52.00,6,-1,6.00,0.0147,0.0317,1.5844,1.4855,1
37,50.00,5,-1,5.00,0.0102,0.0248,1.5844,1.4855,1
38,50.00,5,-1,5.00,0.0102,0.0248,1.5844,1.4855,0
