step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.2044,0.1388,1.5844,1.5710,0
1,0.00,41,-1,41.00,0.2051,0.1387,1.5844,1.5710,46
2,24.00,40,-1,40.00,0.1976,0.1373,1.5844,1.5219,40
3,18.00,39,-1,39.00,0.1874,0.1377,1.5844,1.5710,37
4,36.00,38,-1,38.00,0.1772,0.1365,1.5844,1.5710,34
5,34.00,37,-1,37.00,0.1699,0.1314,1.5844,1.5710,32
6,40.00,36,-1,36.00,0.1592,0.1293,1.5844,1.5710,31
7,34.00,35,-1,35.00,0.1497,0.1271,1.5844,1.5219,28
8,46.00,34,-1,34.00,0.1356,0.1274,1.5844,1.3610,26
9,38.00,33,-1,33.00,0.1283,0.1215,1.5844,1.3610,24
10,46.00,32,-1,32.00,0.1222,0.1138,1.5844,1.3610,24
11,58.00,31,-1,31.00,0.1079,0.1150,1.5844,1.3610,23
12,58.00,30,-1,30.00,0.1011,0.1135,1.5844,1.3610,20
13,40.00,29,-1,29.00,0.0977,0.1078,1.5844,1.3610,20
14,40.00,28,-1,28.00,0.0865,0.1027,1.5844,1.2955,20
15,58.00,27,-1,27.00,0.0774,0.0963,1.5844,1.2955,19
16,42.00,26,-1,26.00,0.0687,0.0865,1.5844,1.2955,18
17,30.00,25,-1,25.00,0.0609,0.0805,1.5844,1.2955,14
18,52.00,24,-1,24.00,0.0586,0.0796,1.5844,1.4855,12
19,46.00,23,-1,23.00,0.0516,0.0765,1.5844,1.4855,11
20,44.00,22,-1,22.00,0.0490,0.0716,1.5844,1.4855,11
21,42.00,21,-1,21.00,0.0476,0.0676,1.5844,1.4855,11
22,50.00,20,-1,20.00,0.0456,0.0625,1.5844,1.4855,11
23,50.00,19,-1,19.00,0.0346,0.0579,1.5844,1.4855,11
24,44.00,18,-1,18.00,0.0261,0.0522,1.5844,1.4855,8
25,50.00,17,-1,17.00,0.0227,0.0432,1.5844,1.4855,5
26,50.00,16,-1,16.00,0.0227,0.0415,1.5844,1.4855,5
27,50.00,15,-1,15.00,0.0193,0.0373,1.5844,1.4855,5
28,50.00,14,-1,14.00,0.0193,0.0373,1.5844,1.4855,4
29,56.00,13,-1,13.00,0.0193,0.0373,1.5844,1.4855,4
30,50.00,12,-1,12.00,0.0193,0.0373,1.5844,1.4855,4
31,50.00,11,-1,11.00,0.0176,0.0343,1.5844,1.4855,4
32,48.00,10,-1,10.00,0.0170,0.0335,1.5844,1.3710,3
33,52.00,9,-1,9.00,0.0153,0.0319,1.5844,1.4855,3
34,54.00,8,-1,8.00,0.0153,0.0316,1.5844,1.4855,3
35,52.00,7,-1,7.00,0.0147,0.0317,1.5844,1.4855,3
36,56.00,6,-1,6.00,0.0147,0.0317,1.5844,1.4855,2
37,52.00,5,-1,5.00,0.0102,0.0248,1.5844,1.4855,2
38,52.00,5,-1,5.00,0.0102,0.0248,1.5844,1.4855,0
