step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,64.00,41,-1,41.00,0.2105,0.1511,1.5844,1.4855,0
1,52.00,40,-1,40.00,0.2037,0.1483,1.5844,1.4855,40
2,56.00,39,-1,39.00,0.1994,0.1451,1.5844,1.4855,37
3,52.00,38,-1,38.00,0.1855,0.1507,1.5844,1.5219,35
4,66.00,37,-1,37.00,0.1787,0.1487,1.5844,1.5219,31
5,60.00,36,-1,36.00,0.1757,0.1456,1.5844,1.5219,31
6,60.00,35,-1,35.00,0.1676,0.1489,1.5844,1.5219,29
7,66.00,34,-1,34.00,0.1563,0.1466,1.5844,1.4855,28
8,54.00,33,-1,33.00,0.1503,0.1482,1.5844,1.4855,23
9,66.00,32,-1,32.00,0.1381,0.1480,1.5844,1.4855,22
10,62.00,31,-1,31.00,0.1381,0.1443,1.5844,1.4855,19
11,52.00,30,-1,30.00,0.1340,0.1428,1.5844,1.3710,19
12,48.00,29,-1,29.00,0.1259,0.1389,1.5844,1.3710,19
13,58.00,28,-1,28.00,0.1230,0.1346,1.5844,1.3710,19
14,64.00,27,-1,27.00,0.1199,0.1318,1.5844,1.2955,19
15,70.00,26,-1,26.00,0.1074,0.1296,1.5844,1.1568,19
16,64.00,25,-1,25.00,0.1018,0.1246,1.5844,1.1568,16
17,50.00,24,-1,24.00,0.0985,0.1179,1.5844,0.9219,15
18,54.00,23,-1,23.00,0.0846,0.1121,1.5844,0.9219,15
19,56.00,22,-1,22.00,0.0791,0.1055,1.5844,0.9219,13
20,70.00,21,-1,21.00,0.0760,0.1020,1.5844,0.9219,12
21,68.00,20,-1,20.00,0.0673,0.0999,1.5844,0.9219,11
22,72.00,19,-1,19.00,0.0633,0.0985,1.5844,0.9219,9
23,70.00,18,-1,18.00,0.0592,0.0966,1.5844,0.9219,8
24,68.00,17,-1,17.00,0.0537,0.0914,1.5844,0.9219,7
25,68.00,16,-1,16.00,0.0483,0.0853,1.5844,0.9219,6
26,68.00,15,-1,15.00,0.0429,0.0784,1.5844,0.9219,6
27,68.00,14,-1,14.00,0.0357,0.0675,1.5844,0.9219,5
28,68.00,13,-1,13.00,0.0357,0.0586,1.5844,0.9219,5
29,64.00,12,-1,12.00,0.0334,0.0569,1.5844,1.1568,5
30,64.00,11,-1,11.00,0.0259,0.0511,1.5844,1.1568,5
31,62.00,10,-1,10.00,0.0253,0.0467,1.5844,1.1568,3
32,68.00,9,-1,9.00,0.0207,0.0427,1.5844,1.1568,3
33,62.00,8,-1,8.00,0.0202,0.0421,1.5844,1.1568,2
34,70.00,7,-1,7.00,0.0102,0.0280,1.5844,1.1568,2
35,70.00,7,-1,7.00,0.0102,0.0280,1.5844,1.1568,0
