step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,38,-1,38.00,0.1562,0.1301,1.5844,0.0000,0
1,98.00,37,-1,37.00,0.1596,0.1282,1.5844,0.0000,41
2,96.00,36,-1,36.00,0.1566,0.1306,1.5844,0.0000,41
3,94.00,35,-1,35.00,0.1537,0.1332,1.5844,0.0000,39
4,96.00,34,-1,34.00,0.1508,0.1300,1.5844,0.0000,37
5,96.00,33,-1,33.00,0.1508,0.1290,1.5844,0.0000,37
6,96.00,32,-1,32.00,0.1479,0.1312,1.5844,0.0000,37
7,94.00,31,-1,31.00,0.1438,0.1327,1.5844,0.0000,35
8,92.00,30,-1,30.00,0.1384,0.1307,1.5844,0.4690,35
9,90.00,29,-1,29.00,0.1288,0.1261,1.5844,0.7219,34
10,92.00,28,-1,28.00,0.1277,0.1272,1.5844,0.8813,32
11,90.00,27,-1,27.00,0.1265,0.1257,1.5844,0.9710,31
12,92.00,26,-1,26.00,0.1226,0.1218,1.5844,1.0000,31
13,92.00,25,-1,25.00,0.1187,0.1196,1.5844,0.9710,31
14,96.00,24,-1,24.00,0.1012,0.1072,1.5844,0.8813,30
15,88.00,23,-1,23.00,0.0876,0.0985,1.5844,0.8813,25
16,90.00,22,-1,22.00,0.0759,0.0958,1.5844,0.8813,20
17,92.00,21,-1,21.00,0.0601,0.0879,1.5844,0.8813,17
18,98.00,20,-1,20.00,0.0502,0.0777,1.5844,0.8813,13
19,94.00,19,-1,19.00,0.0497,0.0762,1.5844,0.8813,10
20,96.00,18,-1,18.00,0.0391,0.0717,1.5844,0.8813,9
21,94.00,17,-1,17.00,0.0378,0.0631,1.5844,0.8813,8
22,96.00,16,-1,16.00,0.0319,0.0600,1.5844,0.8813,7
23,98.00,15,-1,15.00,0.0302,0.0581,1.5844,0.8813,5
24,94.00,14,-1,14.00,0.0302,0.0562,1.5844,0.8813,5
25,100.00,13,-1,13.00,0.0241,0.0495,1.5844,0.8813,5
26,94.00,12,-1,12.00,0.0241,0.0465,1.5844,0.8813,4
27,92.00,11,-1,11.00,0.0187,0.0380,1.5844,0.8813,4
28,96.00,10,-1,10.00,0.0125,0.0285,1.5844,0.8813,4
29,80.00,10,-1,10.00,0.0125,0.0285,1.5844,0.8813,2
30,96.00,10,-1,10.00,0.0102,0.0280,1.5844,0.8813,2
31,96.00,10,-1,10.00,0.0102,0.0280,1.5844,0.8813,0
