step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.1852,0.1407,1.5844,1.5710,0
1,8.00,41,-1,41.00,0.1859,0.1407,1.5844,1.5710,45
2,36.00,40,-1,40.00,0.1811,0.1410,1.5844,1.5710,38
3,20.00,39,-1,39.00,0.1730,0.1431,1.5844,1.5710,37
4,16.00,38,-1,38.00,0.1651,0.1424,1.5844,1.5710,34
5,36.00,37,-1,37.00,0.1583,0.1376,1.5844,1.5710,30
6,32.00,36,-1,36.00,0.1572,0.1328,1.5844,1.5710,30
7,28.00,35,-1,35.00,0.1546,0.1331,1.5844,1.5710,28
8,28.00,34,-1,34.00,0.1494,0.1318,1.5844,1.5219,27
9,56.00,33,-1,33.00,0.1473,0.1279,1.5844,1.5219,24
10,34.00,32,-1,32.00,0.1397,0.1298,1.5844,1.4855,24
11,44.00,31,-1,31.00,0.1338,0.1273,1.5844,1.4855,23
12,52.00,30,-1,30.00,0.1263,0.1235,1.5844,1.4855,23
13,50.00,29,-1,29.00,0.1215,0.1175,1.5844,1.2955,22
14,56.00,28,-1,28.00,0.1120,0.1178,1.5844,1.2955,21
15,48.00,27,-1,27.00,0.1042,0.1171,1.5844,1.2955,19
16,50.00,26,-1,26.00,0.0978,0.1144,1.5844,1.2955,18
17,52.00,25,-1,25.00,0.0959,0.1093,1.5844,1.2955,17
18,40.00,24,-1,24.00,0.0918,0.1045,1.5844,1.4855,16
19,42.00,23,-1,23.00,0.0857,0.1001,1.5844,1.4855,16
20,52.00,22,-1,22.00,0.0803,0.0931,1.5844,1.4855,15
21,54.00,21,-1,21.00,0.0718,0.0845,1.5844,1.4855,15
22,56.00,20,-1,20.00,0.0627,0.0772,1.5844,1.3710,15
23,48.00,19,-1,19.00,0.0604,0.0720,1.5844,1.4855,14
24,46.00,18,-1,18.00,0.0485,0.0698,1.5844,1.4855,14
25,50.00,17,-1,17.00,0.0406,0.0653,1.5844,1.4855,11
26,54.00,16,-1,16.00,0.0358,0.0634,1.5844,1.5219,9
27,46.00,15,-1,15.00,0.0304,0.0590,1.5844,1.5219,7
28,52.00,14,-1,14.00,0.0283,0.0550,1.5844,1.5219,5
29,54.00,13,-1,13.00,0.0249,0.0455,1.5844,1.5219,5
30,58.00,12,-1,12.00,0.0249,0.0439,1.5844,1.5219,5
31,48.00,11,-1,11.00,0.0198,0.0399,1.5844,1.5219,5
32,56.00,10,-1,10.00,0.0193,0.0373,1.5844,1.5219,5
33,50.00,9,-1,9.00,0.0176,0.0343,1.5844,1.5710,4
34,60.00,8,-1,8.00,0.0170,0.0335,1.5844,1.5710,3
35,58.00,7,-1,7.00,0.0153,0.0319,1.5844,1.5710,3
36,58.00,6,-1,6.00,0.0153,0.0316,1.5844,1.5710,3
37,62.00,5,-1,5.00,0.0147,0.0317,1.5844,1.5710,3
38,58.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,2
39,58.00,4,-1,4.00,0.0102,0.0248,1.5844,1.5710,0
