step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,36,-1,36.00,0.1815,0.1419,1.5844,0.0000,0
1,96.00,35,-1,35.00,0.1713,0.1362,1.5844,0.0000,44
2,94.00,34,-1,34.00,0.1672,0.1376,1.5844,0.0000,42
3,92.00,33,-1,33.00,0.1468,0.1303,1.5844,0.0000,39
4,90.00,32,-1,32.00,0.1303,0.1233,1.5844,0.0000,37
5,92.00,31,-1,31.00,0.1235,0.1244,1.5844,0.0000,36
6,88.00,30,-1,30.00,0.1223,0.1232,1.5844,0.0000,33
7,90.00,29,-1,29.00,0.1184,0.1254,1.5844,0.0000,33
8,94.00,28,-1,28.00,0.1145,0.1214,1.5844,0.4690,30
9,96.00,27,-1,27.00,0.1118,0.1183,1.5844,0.7219,28
10,96.00,26,-1,26.00,0.0982,0.1099,1.5844,0.8813,28
11,92.00,25,-1,25.00,0.0914,0.1054,1.5844,0.9710,25
12,94.00,24,-1,24.00,0.0764,0.0967,1.5844,0.9710,23
13,96.00,23,-1,23.00,0.0728,0.0871,1.5844,0.9710,14
14,94.00,22,-1,22.00,0.0578,0.0808,1.5844,0.9710,14
15,82.00,21,-1,21.00,0.0510,0.0715,1.5844,0.9710,10
16,88.00,20,-1,20.00,0.0446,0.0677,1.5844,0.9710,8
17,92.00,19,-1,19.00,0.0349,0.0613,1.5844,0.9710,6
18,90.00,18,-1,18.00,0.0289,0.0528,1.5844,0.9710,4
19,86.00,17,-1,17.00,0.0244,0.0450,1.5844,0.9710,4
20,90.00,17,-1,17.00,0.0196,0.0397,1.5844,0.9710,3
21,88.00,17,-1,17.00,0.0159,0.0320,1.5844,0.9710,3
22,88.00,17,-1,17.00,0.0153,0.0290,1.5844,0.9710,3
23,86.00,17,-1,17.00,0.0102,0.0248,1.5844,0.9710,2
24,86.00,17,-1,17.00,0.0102,0.0248,1.5844,0.9710,0
