step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,48,-1,48.00,0.1833,0.1591,1.5844,0.0000,0
1,98.00,47,-1,47.00,0.1909,0.1592,1.5844,0.0000,45
2,94.00,46,-1,46.00,0.1875,0.1614,1.5844,0.0000,45
3,96.00,45,-1,45.00,0.1767,0.1575,1.5844,0.0000,44
4,96.00,44,-1,44.00,0.1726,0.1555,1.5844,0.0000,41
5,96.00,43,-1,43.00,0.1685,0.1505,1.5844,0.0000,37
6,92.00,42,-1,42.00,0.1646,0.1450,1.5844,0.0000,37
7,88.00,41,-1,41.00,0.1471,0.1420,1.5844,0.0000,34
8,86.00,40,-1,40.00,0.1432,0.1368,1.5844,0.4690,33
9,88.00,39,-1,39.00,0.1285,0.1283,1.5844,0.7219,33
10,84.00,38,-1,38.00,0.1121,0.1202,1.5844,0.8813,30
11,80.00,37,-1,37.00,0.1094,0.1170,1.5844,0.9710,29
12,82.00,36,-1,36.00,0.0931,0.1067,1.5844,1.0000,29
13,90.00,35,-1,35.00,0.0836,0.0995,1.5844,1.0000,25
14,88.00,34,-1,34.00,0.0737,0.0936,1.5844,1.0000,25
15,86.00,33,-1,33.00,0.0655,0.0871,1.5844,1.0000,22
16,88.00,32,-1,32.00,0.0621,0.0827,1.5844,1.0000,18
17,84.00,31,-1,31.00,0.0561,0.0772,1.5844,1.0000,17
18,82.00,30,-1,30.00,0.0497,0.0703,1.5844,1.0000,15
19,84.00,29,-1,29.00,0.0446,0.0642,1.5844,1.0000,15
20,86.00,28,-1,28.00,0.0340,0.0564,1.5844,1.0000,14
21,88.00,27,-1,27.00,0.0289,0.0511,1.5844,1.0000,7
22,82.00,26,-1,26.00,0.0289,0.0495,1.5844,1.0000,5
23,78.00,25,-1,25.00,0.0272,0.0476,1.5844,1.0000,5
24,86.00,24,-1,24.00,0.0204,0.0397,1.5844,1.0000,5
25,80.00,23,-1,23.00,0.0204,0.0397,1.5844,1.0000,2
26,80.00,22,-1,22.00,0.0198,0.0391,1.5844,1.0000,2
27,86.00,21,-1,21.00,0.0193,0.0377,1.5844,1.0000,2
28,86.00,20,-1,20.00,0.0193,0.0368,1.5844,1.0000,2
29,82.00,19,-1,19.00,0.0193,0.0368,1.5844,1.0000,2
30,76.00,18,-1,18.00,0.0193,0.0368,1.5844,1.0000,2
31,84.00,17,-1,17.00,0.0147,0.0317,1.5844,1.0000,2
32,88.00,16,-1,16.00,0.0102,0.0248,1.5844,1.0000,1
33,88.00,16,-1,16.00,0.0102,0.0248,1.5844,1.0000,0
