step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,37,-1,37.00,0.1635,0.1195,0.0000,0.0000,0
1,100.00,36,-1,36.00,0.1645,0.1194,0.0000,0.0000,40
2,100.00,35,-1,35.00,0.1521,0.1144,0.0000,0.0000,40
3,100.00,34,-1,34.00,0.1363,0.1165,0.0000,0.0000,38
4,100.00,33,-1,33.00,0.1294,0.1079,0.0000,0.0000,35
5,100.00,32,-1,32.00,0.1136,0.1099,0.0000,0.0000,35
6,100.00,31,-1,31.00,0.1012,0.1012,0.0000,0.0000,33
7,100.00,30,-1,30.00,0.0940,0.0980,0.0000,0.0000,28
8,100.00,29,-1,29.00,0.0871,0.0956,0.0000,0.0000,28
9,100.00,28,-1,28.00,0.0794,0.0878,0.0000,0.0000,27
10,100.00,27,-1,27.00,0.0734,0.0822,0.0000,0.0000,22
11,100.00,26,-1,26.00,0.0662,0.0807,0.0000,0.0000,21
12,100.00,25,-1,25.00,0.0585,0.0766,0.0000,0.0000,20
13,100.00,24,-1,24.00,0.0531,0.0627,0.0000,0.0000,16
14,100.00,23,-1,23.00,0.0463,0.0633,0.0000,0.0000,13
15,100.00,22,-1,22.00,0.0391,0.0616,0.0000,0.0000,11
16,100.00,21,-1,21.00,0.0337,0.0549,0.0000,0.0000,9
17,100.00,20,-1,20.00,0.0314,0.0508,0.0000,0.0000,9
18,100.00,19,-1,19.00,0.0297,0.0461,0.0000,0.0000,9
19,100.00,18,-1,18.00,0.0280,0.0459,0.0000,0.0000,9
20,100.00,17,-1,17.00,0.0280,0.0456,0.0000,0.0000,9
21,100.00,16,-1,16.00,0.0229,0.0428,0.0000,0.0000,9
22,100.00,15,-1,15.00,0.0229,0.0428,0.0000,0.0000,7
23,100.00,14,-1,14.00,0.0229,0.0428,0.0000,0.0000,7
24,100.00,13,-1,13.00,0.0212,0.0428,0.0000,0.0000,7
25,100.00,12,-1,12.00,0.0190,0.0422,0.0000,0.0000,6
26,100.00,11,-1,11.00,0.0184,0.0409,0.0000,0.0000,4
27,100.00,10,-1,10.00,0.0178,0.0410,0.0000,0.0000,3
28,100.00,9,-1,9.00,0.0178,0.0410,0.0000,0.0000,2
29,100.00,8,-1,8.00,0.0178,0.0410,0.0000,0.0000,2
30,100.00,7,-1,7.00,0.0133,0.0363,0.0000,0.0000,2
31,100.00,6,-1,6.00,0.0087,0.0302,0.0000,0.0000,1
32,100.00,6,-1,6.00,0.0087,0.0302,0.0000,0.0000,0
