step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,0.00,42,-1,42.00,0.1901,0.1270,1.5844,1.5710,0
1,0.00,41,-1,41.00,0.1908,0.1270,1.5844,1.5710,46
2,16.00,40,-1,40.00,0.1840,0.1297,1.5844,1.5219,42
3,34.00,39,-1,39.00,0.1799,0.1248,1.5844,1.5710,37
4,24.00,38,-1,38.00,0.1714,0.1239,1.5844,1.5710,35
5,40.00,37,-1,37.00,0.1658,0.1214,1.5844,1.5710,34
6,28.00,36,-1,36.00,0.1585,0.1211,1.5844,1.5710,30
7,34.00,35,-1,35.00,0.1478,0.1209,1.5844,1.5219,30
8,40.00,34,-1,34.00,0.1360,0.1210,1.5844,1.5219,29
9,44.00,33,-1,33.00,0.1312,0.1176,1.5844,1.5219,25
10,40.00,32,-1,32.00,0.1260,0.1144,1.5844,1.3610,24
11,30.00,31,-1,31.00,0.1164,0.1088,1.5844,1.3610,23
12,50.00,30,-1,30.00,0.1067,0.1068,1.5844,1.3610,22
13,48.00,29,-1,29.00,0.1019,0.1081,1.5844,1.3610,19
14,30.00,28,-1,28.00,0.0927,0.1076,1.5844,1.3610,18
15,32.00,27,-1,27.00,0.0914,0.1029,1.5844,1.3610,17
16,36.00,26,-1,26.00,0.0856,0.1027,1.5844,1.3610,17
17,34.00,25,-1,25.00,0.0789,0.0982,1.5844,1.3610,16
18,40.00,24,-1,24.00,0.0735,0.0902,1.5844,1.4855,14
19,44.00,23,-1,23.00,0.0680,0.0812,1.5844,1.4855,14
20,40.00,22,-1,22.00,0.0609,0.0762,1.5844,1.5219,14
21,42.00,21,-1,21.00,0.0578,0.0706,1.5844,1.5219,13
22,40.00,20,-1,20.00,0.0522,0.0685,1.5844,1.5219,13
23,38.00,19,-1,19.00,0.0502,0.0670,1.5844,1.4855,13
24,40.00,18,-1,18.00,0.0400,0.0640,1.5844,1.4855,12
25,44.00,17,-1,17.00,0.0341,0.0611,1.5844,1.4855,9
26,40.00,16,-1,16.00,0.0302,0.0608,1.5844,1.4855,7
27,40.00,15,-1,15.00,0.0281,0.0566,1.5844,1.4855,5
28,42.00,14,-1,14.00,0.0261,0.0541,1.5844,1.4855,4
29,42.00,13,-1,13.00,0.0261,0.0517,1.5844,1.4855,4
30,46.00,12,-1,12.00,0.0227,0.0445,1.5844,1.4855,4
31,40.00,11,-1,11.00,0.0227,0.0429,1.5844,1.4855,4
32,44.00,10,-1,10.00,0.0193,0.0389,1.5844,1.4855,4
33,38.00,9,-1,9.00,0.0176,0.0339,1.5844,1.5710,4
34,36.00,8,-1,8.00,0.0176,0.0339,1.5844,1.5710,3
35,44.00,7,-1,7.00,0.0153,0.0325,1.5844,1.5710,3
36,40.00,6,-1,6.00,0.0153,0.0316,1.5844,1.5710,2
37,44.00,5,-1,5.00,0.0153,0.0316,1.5844,1.5710,2
38,44.00,4,-1,4.00,0.0147,0.0317,1.5844,1.5710,2
39,48.00,3,-1,3.00,0.0102,0.0248,1.5844,1.5710,1
40,48.00,3,-1,3.00,0.0102,0.0248,1.5844,1.5710,0
