step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,49,-1,49.00,0.1634,0.1471,1.5844,0.0000,0
1,98.00,48,-1,48.00,0.1707,0.1511,1.5844,0.0000,44
2,96.00,47,-1,47.00,0.1639,0.1480,1.5844,0.0000,42
3,92.00,46,-1,46.00,0.1503,0.1512,1.5844,0.0000,40
4,94.00,45,-1,45.00,0.1435,0.1516,1.5844,0.0000,35
5,92.00,44,-1,44.00,0.1396,0.1488,1.5844,0.0000,32
6,92.00,43,-1,43.00,0.1357,0.1468,1.5844,0.0000,31
7,88.00,42,-1,42.00,0.1345,0.1474,1.5844,0.0000,30
8,86.00,41,-1,41.00,0.1318,0.1445,1.5844,0.4690,29
9,90.00,40,-1,40.00,0.1279,0.1430,1.5844,0.7219,29
10,96.00,39,-1,39.00,0.1132,0.1362,1.5844,0.8813,29
11,92.00,38,-1,38.00,0.1104,0.1360,1.5844,0.9710,28
12,84.00,37,-1,37.00,0.1104,0.1326,1.5844,1.0000,27
13,88.00,36,-1,36.00,0.1077,0.1319,1.5844,0.9710,27
14,94.00,35,-1,35.00,0.0914,0.1201,1.5844,0.8813,27
15,92.00,34,-1,34.00,0.0778,0.1083,1.5844,0.8813,22
16,80.00,33,-1,33.00,0.0672,0.1081,1.5844,0.8813,17
17,82.00,32,-1,32.00,0.0618,0.1026,1.5844,0.8813,12
18,86.00,31,-1,31.00,0.0587,0.0997,1.5844,0.8813,12
19,84.00,30,-1,30.00,0.0519,0.0968,1.5844,0.8813,12
20,86.00,29,-1,29.00,0.0506,0.0959,1.5844,0.8813,8
21,92.00,28,-1,28.00,0.0438,0.0866,1.5844,0.8813,8
22,80.00,27,-1,27.00,0.0438,0.0786,1.5844,0.8813,6
23,86.00,26,-1,26.00,0.0366,0.0738,1.5844,0.8813,6
24,88.00,25,-1,25.00,0.0312,0.0605,1.5844,0.8813,6
25,88.00,24,-1,24.00,0.0244,0.0490,1.5844,0.8813,6
26,82.00,23,-1,23.00,0.0244,0.0468,1.5844,0.8813,5
27,84.00,22,-1,22.00,0.0221,0.0462,1.5844,0.8813,5
28,90.00,21,-1,21.00,0.0159,0.0387,1.5844,0.8813,4
29,90.00,20,-1,20.00,0.0153,0.0359,1.5844,0.8813,2
30,88.00,19,-1,19.00,0.0147,0.0352,1.5844,0.8813,1
31,88.00,18,-1,18.00,0.0147,0.0343,1.5844,0.8813,1
32,88.00,17,-1,17.00,0.0102,0.0280,1.5844,0.8813,1
33,88.00,17,-1,17.00,0.0102,0.0280,1.5844,0.8813,0
