step,aggregation,factor_11_pos,factor_13_pos,mean_factor_dist,fitness_grad_mean,fitness_grad_std,entropy_global,entropy_front,swaps
0,100.00,44,-1,44.00,0.1450,0.1202,0.0000,0.0000,0
1,100.00,43,-1,43.00,0.1424,0.1154,0.0000,0.0000,42
2,100.00,42,-1,42.00,0.1372,0.1145,0.0000,0.0000,39
3,100.00,41,-1,41.00,0.1265,0.1080,0.0000,0.0000,36
4,100.00,40,-1,40.00,0.1190,0.1030,0.0000,0.0000,34
5,100.00,39,-1,39.00,0.1083,0.1031,0.0000,0.0000,31
6,100.00,38,-1,38.00,0.0959,0.1055,0.0000,0.0000,29
7,100.00,37,-1,37.00,0.0846,0.0948,0.0000,0.0000,26
8,100.00,36,-1,36.00,0.0722,0.0871,0.0000,0.0000,24
9,100.00,35,-1,35.00,0.0705,0.0825,0.0000,0.0000,22
10,100.00,34,-1,34.00,0.0628,0.0825,0.0000,0.0000,21
11,100.00,33,-1,33.00,0.0628,0.0825,0.0000,0.0000,16
12,100.00,32,-1,32.00,0.0606,0.0824,0.0000,0.0000,16
13,100.00,31,-1,31.00,0.0546,0.0790,0.0000,0.0000,14
14,100.00,30,-1,30.00,0.0446,0.0693,0.0000,0.0000,14
15,100.00,29,-1,29.00,0.0446,0.0625,0.0000,0.0000,11
16,100.00,28,-1,28.00,0.0386,0.0600,0.0000,0.0000,11
17,100.00,27,-1,27.00,0.0326,0.0549,0.0000,0.0000,10
18,100.00,26,-1,26.00,0.0326,0.0521,0.0000,0.0000,9
19,100.00,25,-1,25.00,0.0309,0.0525,0.0000,0.0000,9
20,100.00,24,-1,24.00,0.0246,0.0481,0.0000,0.0000,7
21,100.00,23,-1,23.00,0.0246,0.0458,0.0000,0.0000,6
22,100.00,22,-1,22.00,0.0246,0.0458,0.0000,0.0000,6
23,100.00,21,-1,21.00,0.0201,0.0424,0.0000,0.0000,6
24,100.00,20,-1,20.00,0.0184,0.0424,0.0000,0.0000,4
25,100.00,19,-1,19.00,0.0138,0.0379,0.0000,0.0000,3
26,100.00,18,-1,18.00,0.0138,0.0379,0.0000,0.0000,2
27,100.00,17,-1,17.00,0.0133,0.0372,0.0000,0.0000,2
28,100.00,16,-1,16.00,0.0133,0.0363,0.0000,0.0000,2
29,100.00,15,-1,15.00,0.0133,0.0363,0.0000,0.0000,2
30,100.00,14,-1,14.00,0.0133,0.0363,0.0000,0.0000,2
31,100.00,13,-1,13.00,0.0133,0.0363,0.0000,0.0000,2
32,100.00,12,-1,12.00,0.0133,0.0363,0.0000,0.0000,2
33,100.00,11,-1,11.00,0.0133,0.0363,0.0000,0.0000,2
34,100.00,10,-1,10.00,0.0133,0.0363,0.0000,0.0000,2
35,100.00,9,-1,9.00,0.0087,0.0302,0.0000,0.0000,2
36,100.00,9,-1,9.00,0.0087,0.0302,0.0000,0.0000,0
